Combination,Changepoint_prior_scale,Seasonality_prior_scale,Holidays_prior_scale,Seasonality_mode,MAE,RMSE,MAPE (%),sMAPE (%),R2
1,0.001,50.0,0.1,additive,61.10057128356985,78.55769159186138,202.718381024318,18.172626970771066,0.8070901548718212
