Data;Godzina;COR;CRO;CROs;CROz
20160601;1;-;145,20;145,20;145,20
20160601;2;-;106,00;106,00;106,00
20160601;3;-;116,00;116,00;116,00
20160601;4;-;116,00;116,00;116,00
20160601;5;-;122,26;122,26;122,26
20160601;6;-;150,17;150,17;150,17
20160601;7;-;149,10;149,10;149,10
20160601;8;24,73;200,40;200,40;200,40
20160601;9;29,96;182,41;182,41;182,41
20160601;10;28,59;182,80;182,80;182,80
20160601;11;28,51;182,80;182,80;182,80
20160601;12;29,01;237,03;237,03;237,03
20160601;13;32,20;182,80;182,80;182,80
20160601;14;33,79;182,80;182,80;182,80
20160601;15;33,25;182,80;182,80;182,80
20160601;16;31,46;250,00;250,00;250,00
20160601;17;28,47;237,03;237,03;237,03
20160601;18;27,72;230,08;230,08;230,08
20160601;19;25,10;219,39;219,39;219,39
20160601;20;25,60;180,46;180,46;180,46
20160601;21;27,03;182,80;182,80;182,80
20160601;22;25,36;126,90;126,90;126,90
20160601;23;-;152,73;152,73;152,73
20160601;24;-;149,89;149,89;149,89
20160602;1;-;151,97;151,97;151,97
20160602;2;-;151,97;151,97;151,97
20160602;3;-;149,23;149,23;149,23
20160602;4;-;130,15;130,15;130,15
20160602;5;-;122,26;122,26;122,26
20160602;6;-;145,20;145,20;145,20
20160602;7;-;149,27;149,27;149,27
20160602;8;28,58;200,33;200,33;200,33
20160602;9;33,07;214,00;214,00;214,00
20160602;10;35,90;139,70;139,70;139,70
20160602;11;37,37;230,31;230,31;230,31
20160602;12;38,77;237,27;237,27;237,27
20160602;13;39,00;237,27;237,27;237,27
20160602;14;35,32;139,70;139,70;139,70
20160602;15;33,75;180,56;180,56;180,56
20160602;16;33,29;139,70;139,70;139,70
20160602;17;30,27;218,60;218,60;218,60
20160602;18;28,83;216,39;216,39;216,39
20160602;19;29,15;204,50;204,50;204,50
20160602;20;30,18;227,88;227,88;227,88
20160602;21;30,50;215,39;215,39;215,39
20160602;22;28,46;135,00;135,00;135,00
20160602;23;-;159,39;159,39;159,39
20160602;24;-;137,50;137,50;137,50
20160603;1;-;152,67;152,67;152,67
20160603;2;-;153,24;153,24;153,24
20160603;3;-;151,81;151,81;151,81
20160603;4;-;151,89;151,89;151,89
20160603;5;-;151,81;151,81;151,81
20160603;6;-;154,34;154,34;154,34
20160603;7;-;155,00;155,00;155,00
20160603;8;37,19;203,84;203,84;203,84
20160603;9;39,21;225,29;225,29;225,29
20160603;10;38,21;237,12;237,12;237,12
20160603;11;37,86;237,12;237,12;237,12
20160603;12;36,04;226,99;226,99;226,99
20160603;13;36,66;226,29;226,29;226,29
20160603;14;36,76;226,12;226,12;226,12
20160603;15;36,12;221,98;221,98;221,98
20160603;16;36,21;217,84;217,84;217,84
20160603;17;34,67;237,12;237,12;237,12
20160603;18;31,80;214,23;214,23;214,23
20160603;19;31,85;204,05;204,05;204,05
20160603;20;33,10;222,89;222,89;222,89
20160603;21;32,51;208,39;208,39;208,39
20160603;22;32,12;200,91;200,91;200,91
20160603;23;-;164,24;164,24;164,24
20160603;24;-;155,00;155,00;155,00
