Data;Godzina;COR;CRO;CROs;CROz
20161001;1;-;142,89;142,89;142,89
20161001;2;-;125,00;125,00;125,00
20161001;3;-;125,00;125,00;125,00
20161001;4;-;145,09;145,09;145,09
20161001;5;-;148,66;148,66;148,66
20161001;6;-;148,66;148,66;148,66
20161001;7;-;146,29;146,29;146,29
20161001;8;-;145,89;145,89;145,89
20161001;9;-;163,39;163,39;163,39
20161001;10;-;183,71;183,71;183,71
20161001;11;-;151,39;151,39;151,39
20161001;12;-;137,41;137,41;137,41
20161001;13;-;137,31;137,31;137,31
20161001;14;-;137,21;137,21;137,21
20161001;15;-;137,21;137,21;137,21
20161001;16;-;133,80;133,80;133,80
20161001;17;-;137,41;137,41;137,41
20161001;18;-;127,90;127,90;127,90
20161001;19;-;137,31;137,31;137,31
20161001;20;-;151,39;151,39;151,39
20161001;21;-;137,21;137,21;137,21
20161001;22;-;100,00;100,00;100,00
20161001;23;-;123,42;123,42;123,42
20161001;24;-;85,00;85,00;85,00
20161002;1;-;100,00;100,00;100,00
20161002;2;-;72,20;72,20;72,20
20161002;3;-;100,00;100,00;100,00
20161002;4;-;100,00;100,00;100,00
20161002;5;-;85,00;85,00;85,00
20161002;6;-;100,00;100,00;100,00
20161002;7;-;125,05;125,05;125,05
20161002;8;-;146,65;146,65;146,65
20161002;9;-;135,00;135,00;135,00
20161002;10;-;156,52;156,52;156,52
20161002;11;-;169,90;169,90;169,90
20161002;12;-;150,39;150,39;150,39
20161002;13;-;150,39;150,39;150,39
20161002;14;-;137,31;137,31;137,31
20161002;15;-;149,03;149,03;149,03
20161002;16;-;149,03;149,03;149,03
20161002;17;-;154,84;154,84;154,84
20161002;18;-;164,51;164,51;164,51
20161002;19;-;186,04;186,04;186,04
20161002;20;-;247,05;247,05;247,05
20161002;21;-;184,06;184,06;184,06
20161002;22;-;184,06;184,06;184,06
20161002;23;-;146,65;146,65;146,65
20161002;24;-;146,65;146,65;146,65
20161003;1;-;146,43;146,43;146,43
20161003;2;-;148,60;148,60;148,60
20161003;3;-;148,80;148,80;148,80
20161003;4;-;148,80;148,80;148,80
20161003;5;-;146,43;146,43;146,43
20161003;6;-;146,86;146,86;146,86
20161003;7;-;156,89;156,89;156,89
20161003;8;41,20;234,19;234,19;234,19
20161003;9;41,20;236,47;236,47;236,47
20161003;10;41,20;527,88;527,88;527,88
20161003;11;41,20;236,53;236,53;236,53
20161003;12;41,20;700,00;700,00;700,00
20161003;13;41,20;700,00;700,00;700,00
20161003;14;41,20;700,00;700,00;700,00
20161003;15;41,20;236,11;236,11;236,11
20161003;16;41,20;227,06;227,06;227,06
20161003;17;41,20;225,04;225,04;225,04
20161003;18;41,20;215,79;215,79;215,79
20161003;19;41,20;227,03;227,03;227,03
20161003;20;41,20;341,01;341,01;341,01
20161003;21;36,54;127,90;127,90;127,90
20161003;22;26,75;85,00;85,00;85,00
20161003;23;-;100,00;100,00;100,00
20161003;24;-;72,20;72,20;72,20
20161004;1;-;72,20;72,20;72,20
20161004;2;-;72,10;72,10;72,10
20161004;3;-;72,20;72,20;72,20
20161004;4;-;107,01;107,01;107,01
20161004;5;-;107,01;107,01;107,01
20161004;6;-;85,00;85,00;85,00
20161004;7;-;108,25;108,25;108,25
20161004;8;25,64;116,75;116,75;116,75
20161004;9;29,94;126,80;126,80;126,80
20161004;10;35,53;128,10;128,10;128,10
20161004;11;34,07;127,50;127,50;127,50
20161004;12;34,35;116,75;116,75;116,75
20161004;13;35,25;116,75;116,75;116,75
20161004;14;35,87;126,70;126,70;126,70
20161004;15;32,21;126,70;126,70;126,70
20161004;16;30,58;110,00;110,00;110,00
20161004;17;29,55;100,00;100,00;100,00
20161004;18;30,57;96,89;96,89;96,89
20161004;19;33,78;126,70;126,70;126,70
20161004;20;40,67;130,00;130,00;130,00
20161004;21;35,85;126,70;126,70;126,70
20161004;22;25,81;110,00;110,00;110,00
20161004;23;-;100,00;100,00;100,00
20161004;24;-;85,00;85,00;85,00
20161005;1;-;72,20;72,20;72,20
20161005;2;-;72,10;72,10;72,10
20161005;3;-;72,10;72,10;72,10
20161005;4;-;72,10;72,10;72,10
20161005;5;-;72,20;72,20;72,20
20161005;6;-;85,00;85,00;85,00
20161005;7;-;125,00;125,00;125,00
20161005;8;25,08;169,60;169,60;169,60
20161005;9;29,19;169,80;169,80;169,80
20161005;10;32,92;125,39;125,39;125,39
20161005;11;30,63;125,39;125,39;125,39
20161005;12;31,77;125,39;125,39;125,39
20161005;13;30,77;169,60;169,60;169,60
20161005;14;30,61;126,80;126,80;126,80
20161005;15;25,87;169,65;169,65;169,65
20161005;16;25,04;126,80;126,80;126,80
20161005;17;24,93;169,60;169,60;169,60
20161005;18;24,84;125,39;125,39;125,39
20161005;19;29,30;133,39;133,39;133,39
20161005;20;35,54;126,80;126,80;126,80
20161005;21;27,33;110,39;110,39;110,39
20161005;22;24,36;97,89;97,89;97,89
20161005;23;-;73,70;73,70;73,70
20161005;24;-;117,50;117,50;117,50
20161006;1;-;72,10;72,10;72,10
20161006;2;-;72,20;72,20;72,20
20161006;3;-;72,20;72,20;72,20
20161006;4;-;72,20;72,20;72,20
20161006;5;-;117,60;117,60;117,60
20161006;6;-;117,70;117,70;117,70
20161006;7;-;138,70;138,70;138,70
20161006;8;27,93;169,10;169,10;169,10
20161006;9;39,05;192,39;192,39;192,39
20161006;10;41,18;194,81;194,81;194,81
20161006;11;41,20;196,26;196,26;196,26
20161006;12;41,20;213,09;213,09;213,09
20161006;13;41,20;215,30;215,30;215,30
20161006;14;41,20;215,59;215,59;215,59
