Data;Godzina;CRO;CROs;CROz
20230301;1;610,02;610,02;610,02
20230301;2;609,99;609,99;609,99
20230301;3;598,19;598,19;598,19
20230301;4;598,19;598,19;598,19
20230301;5;606,74;606,74;606,74
20230301;6;742,61;742,61;742,61
20230301;7;804,78;804,78;804,78
20230301;8;818,29;818,29;818,29
20230301;9;799,47;799,47;799,47
20230301;10;700,08;700,08;700,08
20230301;11;527,73;527,73;527,73
20230301;12;527,46;527,46;527,46
20230301;13;463,61;463,61;463,61
20230301;14;464,46;464,46;464,46
20230301;15;477,85;477,85;477,85
20230301;16;682,71;682,71;682,71
20230301;17;799,50;799,50;799,50
20230301;18;877,82;877,82;877,82
20230301;19;877,80;877,80;877,80
20230301;20;854,67;854,67;854,67
20230301;21;838,04;838,04;838,04
20230301;22;791,91;791,91;791,91
20230301;23;756,53;756,53;756,53
20230301;24;742,62;742,62;742,62
20230302;1;632,71;632,71;632,71
20230302;2;631,84;631,84;631,84
20230302;3;633,96;633,96;633,96
20230302;4;631,04;631,04;631,04
20230302;5;630,71;630,71;630,71
20230302;6;742,00;742,00;742,00
20230302;7;800,49;800,49;800,49
20230302;8;836,02;836,02;836,02
20230302;9;898,62;898,62;898,62
20230302;10;826,53;826,53;826,53
20230302;11;826,54;826,54;826,54
20230302;12;802,82;802,82;802,82
20230302;13;800,49;800,49;800,49
20230302;14;799,85;799,85;799,85
20230302;15;742,01;742,01;742,01
20230302;16;800,49;800,49;800,49
20230302;17;863,01;863,01;863,01
20230302;18;899,63;899,63;899,63
20230302;19;901,21;901,21;901,21
20230302;20;899,62;899,62;899,62
20230302;21;899,64;899,64;899,64
20230302;22;826,52;826,52;826,52
20230302;23;753,73;753,73;753,73
20230302;24;661,98;661,98;661,98
20230303;1;737,28;737,28;737,28
20230303;2;737,27;737,27;737,27
20230303;3;632,02;632,02;632,02
20230303;4;704,35;704,35;704,35
20230303;5;737,27;737,27;737,27
20230303;6;737,28;737,28;737,28
20230303;7;772,47;772,47;772,47
20230303;8;820,09;820,09;820,09
20230303;9;833,06;833,06;833,06
20230303;10;831,20;831,20;831,20
20230303;11;830,00;830,00;830,00
20230303;12;830,68;830,68;830,68
20230303;13;812,87;812,87;812,87
20230303;14;787,54;787,54;787,54
20230303;15;782,84;782,84;782,84
20230303;16;769,85;769,85;769,85
20230303;17;782,84;782,84;782,84
20230303;18;769,77;769,77;769,77
20230303;19;787,55;787,55;787,55
20230303;20;769,76;769,76;769,76
20230303;21;737,28;737,28;737,28
20230303;22;565,44;565,44;565,44
20230303;23;529,31;529,31;529,31
20230303;24;492,08;492,08;492,08
20230304;1;406,63;406,63;406,63
20230304;2;396,06;396,06;396,06
20230304;3;406,63;406,63;406,63
20230304;4;423,89;423,89;423,89
20230304;5;423,90;423,90;423,90
20230304;6;423,89;423,89;423,89
20230304;7;443,37;443,37;443,37
20230304;8;472,46;472,46;472,46
20230304;9;509,71;509,71;509,71
20230304;10;516,17;516,17;516,17
20230304;11;516,19;516,19;516,19
20230304;12;500,57;500,57;500,57
20230304;13;471,51;471,51;471,51
20230304;14;472,46;472,46;472,46
20230304;15;477,71;477,71;477,71
20230304;16;500,57;500,57;500,57
20230304;17;523,80;523,80;523,80
20230304;18;676,41;676,41;676,41
20230304;19;744,71;744,71;744,71
20230304;20;668,61;668,61;668,61
20230304;21;675,35;675,35;675,35
20230304;22;567,10;567,10;567,10
20230304;23;522,54;522,54;522,54
20230304;24;509,73;509,73;509,73
20230305;1;519,82;519,82;519,82
20230305;2;490,95;490,95;490,95
20230305;3;515,38;515,38;515,38
20230305;4;515,98;515,98;515,98
20230305;5;515,98;515,98;515,98
20230305;6;490,95;490,95;490,95
20230305;7;450,05;450,05;450,05
20230305;8;519,82;519,82;519,82
20230305;9;523,19;523,19;523,19
20230305;10;529,33;529,33;529,33
20230305;11;533,96;533,96;533,96
20230305;12;533,96;533,96;533,96
20230305;13;556,73;556,73;556,73
20230305;14;568,90;568,90;568,90
20230305;15;568,90;568,90;568,90
20230305;16;723,09;723,09;723,09
20230305;17;723,02;723,02;723,02
20230305;18;728,72;728,72;728,72
20230305;19;733,09;733,09;733,09
20230305;20;733,10;733,10;733,10
20230305;21;733,10;733,10;733,10
20230305;22;729,32;729,32;729,32
20230305;23;695,53;695,53;695,53
20230305;24;664,92;664,92;664,92
20230306;1;641,71;641,71;641,71
20230306;2;552,68;552,68;552,68
20230306;3;595,12;595,12;595,12
20230306;4;641,04;641,04;641,04
20230306;5;660,26;660,26;660,26
20230306;6;735,63;735,63;735,63
20230306;7;735,64;735,64;735,64
20230306;8;893,20;893,20;893,20
20230306;9;893,21;893,21;893,21
20230306;10;888,20;888,20;888,20
20230306;11;801,19;801,19;801,19
20230306;12;725,80;725,80;725,80
20230306;13;725,80;725,80;725,80
20230306;14;730,91;730,91;730,91
20230306;15;763,79;763,79;763,79
20230306;16;778,94;778,94;778,94
20230306;17;801,18;801,18;801,18
20230306;18;801,19;801,19;801,19
20230306;19;859,45;859,45;859,45
20230306;20;837,29;837,29;837,29
20230306;21;767,45;767,45;767,45
20230306;22;725,80;725,80;725,80
20230306;23;668,70;668,70;668,70
20230306;24;603,45;603,45;603,45
20230307;1;561,08;561,08;561,08
20230307;2;492,24;492,24;492,24
20230307;3;517,55;517,55;517,55
20230307;4;509,67;509,67;509,67
20230307;5;504,35;504,35;504,35
20230307;6;561,06;561,06;561,06
20230307;7;701,19;701,19;701,19
20230307;8;713,32;713,32;713,32
20230307;9;715,25;715,25;715,25
20230307;10;543,73;543,73;543,73
20230307;11;509,67;509,67;509,67
20230307;12;501,67;501,67;501,67
20230307;13;495,54;495,54;495,54
20230307;14;510,87;510,87;510,87
20230307;15;517,33;517,33;517,33
20230307;16;537,31;537,31;537,31
20230307;17;600,50;600,50;600,50
20230307;18;670,23;670,23;670,23
20230307;19;625,43;625,43;625,43
20230307;20;483,87;483,87;483,87
20230307;21;517,54;517,54;517,54
20230307;22;483,87;483,87;483,87
20230307;23;501,67;501,67;501,67
20230307;24;473,53;473,53;473,53
20230308;1;430,30;430,30;430,30
20230308;2;430,27;430,27;430,27
20230308;3;447,02;447,02;447,02
20230308;4;460,16;460,16;460,16
20230308;5;465,24;465,24;465,24
20230308;6;447,03;447,03;447,03
20230308;7;445,82;445,82;445,82
20230308;8;439,18;439,18;439,18
20230308;9;558,14;558,14;558,14
20230308;10;474,94;474,94;474,94
20230308;11;481,54;481,54;481,54
20230308;12;512,73;512,73;512,73
20230308;13;443,82;443,82;443,82
20230308;14;512,86;512,86;512,86
20230308;15;597,31;597,31;597,31
20230308;16;768,56;768,56;768,56
20230308;17;732,56;732,56;732,56
20230308;18;732,39;732,39;732,39
20230308;19;746,14;746,14;746,14
20230308;20;771,47;771,47;771,47
20230308;21;769,41;769,41;769,41
20230308;22;726,99;726,99;726,99
20230308;23;644,10;644,10;644,10
20230308;24;605,06;605,06;605,06
20230309;1;593,24;593,24;593,24
20230309;2;584,27;584,27;584,27
20230309;3;588,72;588,72;588,72
20230309;4;568,88;568,88;568,88
20230309;5;566,29;566,29;566,29
20230309;6;576,02;576,02;576,02
20230309;7;605,23;605,23;605,23
20230309;8;732,11;732,11;732,11
20230309;9;785,12;785,12;785,12
20230309;10;807,62;807,62;807,62
20230309;11;814,12;814,12;814,12
20230309;12;807,60;807,60;807,60
20230309;13;807,60;807,60;807,60
20230309;14;814,12;814,12;814,12
20230309;15;807,61;807,61;807,61
20230309;16;807,62;807,62;807,62
20230309;17;839,08;839,08;839,08
20230309;18;851,74;851,74;851,74
20230309;19;843,81;843,81;843,81
20230309;20;842,66;842,66;842,66
20230309;21;843,80;843,80;843,80
20230309;22;755,19;755,19;755,19
20230309;23;680,44;680,44;680,44
20230309;24;558,49;558,49;558,49
20230310;1;567,61;567,61;567,61
20230310;2;569,77;569,77;569,77
20230310;3;559,42;559,42;559,42
20230310;4;559,12;559,12;559,12
20230310;5;542,87;542,87;542,87
20230310;6;526,76;526,76;526,76
20230310;7;524,57;524,57;524,57
20230310;8;467,38;467,38;467,38
20230310;9;444,42;444,42;444,42
20230310;10;436,41;436,41;436,41
20230310;11;448,02;448,02;448,02
20230310;12;445,38;445,38;445,38
20230310;13;526,76;526,76;526,76
20230310;14;526,77;526,77;526,77
20230310;15;560,11;560,11;560,11
20230310;16;720,91;720,91;720,91
20230310;17;786,60;786,60;786,60
20230310;18;787,60;787,60;787,60
20230310;19;788,80;788,80;788,80
20230310;20;788,81;788,81;788,81
20230310;21;786,09;786,09;786,09
20230310;22;720,91;720,91;720,91
20230310;23;708,64;708,64;708,64
20230310;24;596,11;596,11;596,11
20230311;1;570,63;570,63;570,63
20230311;2;570,61;570,61;570,61
20230311;3;565,04;565,04;565,04
20230311;4;558,04;558,04;558,04
20230311;5;544,95;544,95;544,95
20230311;6;538,45;538,45;538,45
20230311;7;544,95;544,95;544,95
20230311;8;570,61;570,61;570,61
20230311;9;571,20;571,20;571,20
20230311;10;566,32;566,32;566,32
20230311;11;566,31;566,31;566,31
20230311;12;566,33;566,33;566,33
20230311;13;566,32;566,32;566,32
20230311;14;565,04;565,04;565,04
20230311;15;544,96;544,96;544,96
20230311;16;538,47;538,47;538,47
20230311;17;544,95;544,95;544,95
20230311;18;597,61;597,61;597,61
20230311;19;621,54;621,54;621,54
20230311;20;685,36;685,36;685,36
20230311;21;618,85;618,85;618,85
20230311;22;566,31;566,31;566,31
20230311;23;538,47;538,47;538,47
20230311;24;538,45;538,45;538,45
20230312;1;539,34;539,34;539,34
20230312;2;522,35;522,35;522,35
20230312;3;511,47;511,47;511,47
20230312;4;494,31;494,31;494,31
20230312;5;494,31;494,31;494,31
20230312;6;507,44;507,44;507,44
20230312;7;508,34;508,34;508,34
20230312;8;486,07;486,07;486,07
20230312;9;493,30;493,30;493,30
20230312;10;448,11;448,11;448,11
20230312;11;443,30;443,30;443,30
20230312;12;263,35;263,35;263,35
20230312;13;262,75;262,75;262,75
20230312;14;263,35;263,35;263,35
20230312;15;264,55;264,55;264,55
20230312;16;515,25;515,25;515,25
20230312;17;564,81;564,81;564,81
20230312;18;567,28;567,28;567,28
20230312;19;634,54;634,54;634,54
20230312;20;570,28;570,28;570,28
20230312;21;564,81;564,81;564,81
20230312;22;539,34;539,34;539,34
20230312;23;555,79;555,79;555,79
20230312;24;560,48;560,48;560,48
20230313;1;526,49;526,49;526,49
20230313;2;500,01;500,01;500,01
20230313;3;500,00;500,00;500,00
20230313;4;426,22;426,22;426,22
20230313;5;467,83;467,83;467,83
20230313;6;470,18;470,18;470,18
20230313;7;538,77;538,77;538,77
20230313;8;469,74;469,74;469,74
20230313;9;473,68;473,68;473,68
20230313;10;460,99;460,99;460,99
20230313;11;381,31;381,31;381,31
20230313;12;426,31;426,31;426,31
20230313;13;426,31;426,31;426,31
20230313;14;444,00;444,00;444,00
