Data;Godzina;COR;CRO;CROs;CROz
20170401;1;-;128,30;128,30;128,30
20170401;2;-;109,00;109,00;109,00
20170401;3;-;106,01;106,01;106,01
20170401;4;-;106,00;106,00;106,00
20170401;5;-;106,01;106,01;106,01
20170401;6;-;106,01;106,01;106,01
20170401;7;-;129,60;129,60;129,60
20170401;8;-;131,70;131,70;131,70
20170401;9;-;157,02;157,02;157,02
20170401;10;-;189,37;189,37;189,37
20170401;11;-;228,89;228,89;228,89
20170401;12;-;189,37;189,37;189,37
20170401;13;-;184,61;184,61;184,61
20170401;14;-;128,30;128,30;128,30
20170401;15;-;131,70;131,70;131,70
20170401;16;-;125,00;125,00;125,00
20170401;17;-;109,00;109,00;109,00
20170401;18;-;109,00;109,00;109,00
20170401;19;-;128,30;128,30;128,30
20170401;20;-;184,61;184,61;184,61
20170401;21;-;189,37;189,37;189,37
20170401;22;-;182,30;182,30;182,30
20170401;23;-;150,00;150,00;150,00
20170401;24;-;167,00;167,00;167,00
20170402;1;-;167,22;167,22;167,22
20170402;2;-;153,02;153,02;153,02
20170402;3;-;150,39;150,39;150,39
20170402;4;-;140,19;140,19;140,19
20170402;5;-;139,20;139,20;139,20
20170402;6;-;139,70;139,70;139,70
20170402;7;-;135,60;135,60;135,60
20170402;8;-;166,93;166,93;166,93
20170402;9;-;166,93;166,93;166,93
20170402;10;-;182,00;182,00;182,00
20170402;11;-;185,06;185,06;185,06
20170402;12;-;182,00;182,00;182,00
20170402;13;-;190,20;190,20;190,20
20170402;14;-;189,80;189,80;189,80
20170402;15;-;185,06;185,06;185,06
20170402;16;-;182,00;182,00;182,00
20170402;17;-;174,61;174,61;174,61
20170402;18;-;155,91;155,91;155,91
20170402;19;-;174,61;174,61;174,61
20170402;20;-;189,80;189,80;189,80
20170402;21;-;182,00;182,00;182,00
20170402;22;-;182,00;182,00;182,00
20170402;23;-;180,00;180,00;180,00
20170402;24;-;169,00;169,00;169,00
20170403;1;-;142,21;142,21;142,21
20170403;2;-;142,01;142,01;142,01
20170403;3;-;140,78;140,78;140,78
20170403;4;-;130,91;130,91;130,91
20170403;5;-;140,78;140,78;140,78
20170403;6;-;145,20;145,20;145,20
20170403;7;-;184,24;184,24;184,24
20170403;8;41,79;232,60;232,60;232,60
20170403;9;41,79;600,00;600,00;600,00
20170403;10;41,79;313,92;313,92;313,92
20170403;11;41,79;241,15;241,15;241,15
20170403;12;41,79;239,27;239,27;239,27
20170403;13;41,79;314,29;314,29;314,29
20170403;14;41,79;232,60;232,60;232,60
20170403;15;41,79;196,32;196,32;196,32
20170403;16;38,44;199,39;199,39;199,39
20170403;17;34,46;194,40;194,40;194,40
20170403;18;34,83;190,70;190,70;190,70
20170403;19;35,83;191,90;191,90;191,90
20170403;20;41,79;226,06;226,06;226,06
20170403;21;41,79;230,75;230,75;230,75
20170403;22;36,71;215,97;215,97;215,97
20170403;23;-;151,56;151,56;151,56
20170403;24;-;148,60;148,60;148,60
20170404;1;-;126,12;126,12;126,12
20170404;2;-;120,42;120,42;120,42
20170404;3;-;120,89;120,89;120,89
20170404;4;-;116,00;116,00;116,00
20170404;5;-;119,35;119,35;119,35
20170404;6;-;120,89;120,89;120,89
20170404;7;-;133,11;133,11;133,11
20170404;8;41,79;133,10;133,10;133,10
20170404;9;41,79;152,32;152,32;152,32
20170404;10;41,79;152,39;152,39;152,39
20170404;11;41,79;135,00;135,00;135,00
20170404;12;41,79;135,00;135,00;135,00
20170404;13;41,79;152,38;152,38;152,38
20170404;14;41,79;152,38;152,38;152,38
20170404;15;41,79;135,00;135,00;135,00
20170404;16;41,79;133,11;133,11;133,11
20170404;17;37,61;135,00;135,00;135,00
20170404;18;36,03;135,00;135,00;135,00
20170404;19;39,06;190,70;190,70;190,70
20170404;20;41,79;135,00;135,00;135,00
20170404;21;41,79;135,00;135,00;135,00
20170404;22;40,34;126,12;126,12;126,12
20170404;23;-;133,02;133,02;133,02
20170404;24;-;126,18;126,18;126,18
20170405;1;-;120,02;120,02;120,02
20170405;2;-;123,25;123,25;123,25
20170405;3;-;119,95;119,95;119,95
20170405;4;-;119,95;119,95;119,95
20170405;5;-;126,21;126,21;126,21
20170405;6;-;149,00;149,00;149,00
20170405;7;-;170,95;170,95;170,95
20170405;8;41,79;226,47;226,47;226,47
20170405;9;41,79;226,48;226,48;226,48
20170405;10;41,79;228,01;228,01;228,01
20170405;11;41,79;231,17;231,17;231,17
20170405;12;41,79;231,17;231,17;231,17
20170405;13;41,79;262,39;262,39;262,39
20170405;14;41,79;304,26;304,26;304,26
20170405;15;41,79;299,80;299,80;299,80
20170405;16;34,66;260,75;260,75;260,75
20170405;17;28,59;192,10;192,10;192,10
20170405;18;26,06;179,95;179,95;179,95
20170405;19;25,62;126,19;126,19;126,19
20170405;20;32,43;133,10;133,10;133,10
20170405;21;33,37;184,89;184,89;184,89
20170405;22;24,74;126,35;126,35;126,35
20170405;23;-;142,01;142,01;142,01
20170405;24;-;139,20;139,20;139,20
20170406;1;-;97,46;97,46;97,46
20170406;2;-;96,96;96,96;96,96
20170406;3;-;96,83;96,83;96,83
20170406;4;-;96,77;96,77;96,77
20170406;5;-;97,10;97,10;97,10
20170406;6;-;97,59;97,59;97,59
20170406;7;-;149,30;149,30;149,30
20170406;8;27,62;189,00;189,00;189,00
20170406;9;37,09;211,60;211,60;211,60
20170406;10;33,70;194,60;194,60;194,60
20170406;11;28,77;192,09;192,09;192,09
20170406;12;29,24;192,10;192,10;192,10
20170406;13;29,68;189,36;189,36;189,36
20170406;14;28,33;190,09;190,09;190,09
20170406;15;26,18;126,53;126,53;126,53
20170406;16;26,20;120,31;120,31;120,31
20170406;17;25,40;120,31;120,31;120,31
20170406;18;25,56;123,00;123,00;123,00
20170406;19;27,11;126,67;126,67;126,67
20170406;20;31,81;128,30;128,30;128,30
20170406;21;38,55;133,32;133,32;133,32
20170406;22;27,73;133,30;133,30;133,30
20170406;23;-;141,00;141,00;141,00
20170406;24;-;106,01;106,01;106,01
20170407;1;-;106,01;106,01;106,01
20170407;2;-;106,00;106,00;106,00
20170407;3;-;96,60;96,60;96,60
20170407;4;-;99,91;99,91;99,91
20170407;5;-;106,01;106,01;106,01
20170407;6;-;119,34;119,34;119,34
20170407;7;-;151,39;151,39;151,39
20170407;8;35,49;192,60;192,60;192,60
20170407;9;40,78;198,60;198,60;198,60
20170407;10;39,01;193,39;193,39;193,39
20170407;11;38,69;193,39;193,39;193,39
