Data;Godzina;COR;CRO;CROs;CROz
20160301;1;-;85,00;85,00;85,00
20160301;2;-;85,00;85,00;85,00
20160301;3;-;72,20;72,20;72,20
20160301;4;-;72,20;72,20;72,20
20160301;5;-;72,20;72,20;72,20
20160301;6;-;131,99;131,99;131,99
20160301;7;-;132,39;132,39;132,39
20160301;8;20,18;128,00;128,00;128,00
20160301;9;21,71;180,89;180,89;180,89
20160301;10;23,52;190,39;190,39;190,39
20160301;11;23,78;190,55;190,55;190,55
20160301;12;27,55;222,95;222,95;222,95
20160301;13;28,97;247,00;247,00;247,00
20160301;14;28,28;222,98;222,98;222,98
20160301;15;26,55;222,95;222,95;222,95
20160301;16;25,55;200,06;200,06;200,06
20160301;17;23,79;190,55;190,55;190,55
20160301;18;26,39;216,18;216,18;216,18
20160301;19;31,35;222,95;222,95;222,95
20160301;20;31,88;258,84;258,84;258,84
20160301;21;26,42;195,47;195,47;195,47
20160301;22;20,58;182,03;182,03;182,03
20160301;23;-;149,82;149,82;149,82
20160301;24;-;148,80;148,80;148,80
20160302;1;-;140,89;140,89;140,89
20160302;2;-;142,89;142,89;142,89
20160302;3;-;135,28;135,28;135,28
20160302;4;-;130,43;130,43;130,43
20160302;5;-;140,89;140,89;140,89
20160302;6;-;148,90;148,90;148,90
20160302;7;-;145,20;145,20;145,20
20160302;8;22,89;180,55;180,55;180,55
20160302;9;25,22;190,55;190,55;190,55
20160302;10;26,54;190,55;190,55;190,55
20160302;11;25,45;190,75;190,75;190,75
20160302;12;26,00;190,75;190,75;190,75
20160302;13;26,61;148,50;148,50;148,50
20160302;14;26,79;148,50;148,50;148,50
20160302;15;24,71;139,00;139,00;139,00
20160302;16;23,67;77,50;77,50;77,50
20160302;17;23,59;77,30;77,30;77,30
20160302;18;26,25;139,00;139,00;139,00
20160302;19;29,00;165,00;165,00;165,00
20160302;20;29,67;141,52;141,52;141,52
20160302;21;27,24;127,20;127,20;127,20
20160302;22;22,22;77,05;77,05;77,05
20160302;23;-;127,10;127,10;127,10
20160302;24;-;139,00;139,00;139,00
20160303;1;-;75,40;75,40;75,40
20160303;2;-;85,00;85,00;85,00
20160303;3;-;85,00;85,00;85,00
20160303;4;-;85,00;85,00;85,00
20160303;5;-;77,10;77,10;77,10
20160303;6;-;140,89;140,89;140,89
20160303;7;-;145,20;145,20;145,20
20160303;8;25,79;139,00;139,00;139,00
20160303;9;30,77;160,33;160,33;160,33
20160303;10;32,07;142,00;142,00;142,00
20160303;11;32,72;139,00;139,00;139,00
20160303;12;36,89;148,50;148,50;148,50
20160303;13;38,68;139,36;139,36;139,36
20160303;14;40,79;139,36;139,36;139,36
20160303;15;35,81;141,00;141,00;141,00
20160303;16;32,91;139,36;139,36;139,36
20160303;17;31,02;141,52;141,52;141,52
20160303;18;36,44;139,26;139,26;139,26
20160303;19;41,06;139,36;139,36;139,36
20160303;20;36,32;139,36;139,36;139,36
20160303;21;29,29;148,50;148,50;148,50
20160303;22;22,79;128,00;128,00;128,00
20160303;23;-;128,00;128,00;128,00
20160303;24;-;139,00;139,00;139,00
20160304;1;-;145,80;145,80;145,80
20160304;2;-;77,00;77,00;77,00
20160304;3;-;75,20;75,20;75,20
20160304;4;-;77,00;77,00;77,00
20160304;5;-;85,00;85,00;85,00
20160304;6;-;129,53;129,53;129,53
20160304;7;-;145,89;145,89;145,89
20160304;8;25,38;169,62;169,62;169,62
20160304;9;29,37;187,44;187,44;187,44
20160304;10;33,44;207,13;207,13;207,13
20160304;11;34,62;206,77;206,77;206,77
20160304;12;36,05;210,83;210,83;210,83
20160304;13;39,54;210,83;210,83;210,83
20160304;14;38,05;160,13;160,13;160,13
20160304;15;34,28;204,32;204,32;204,32
20160304;16;31,27;204,65;204,65;204,65
20160304;17;27,06;197,00;197,00;197,00
20160304;18;31,39;165,00;165,00;165,00
20160304;19;35,28;160,43;160,43;160,43
20160304;20;34,31;142,00;142,00;142,00
20160304;21;29,17;148,50;148,50;148,50
20160304;22;22,91;85,00;85,00;85,00
20160304;23;-;127,20;127,20;127,20
20160304;24;-;75,40;75,40;75,40
20160305;1;-;115,00;115,00;115,00
20160305;2;-;77,50;77,50;77,50
20160305;3;-;75,20;75,20;75,20
20160305;4;-;77,00;77,00;77,00
20160305;5;-;77,10;77,10;77,10
20160305;6;-;77,00;77,00;77,00
20160305;7;-;132,11;132,11;132,11
20160305;8;-;136,11;136,11;136,11
20160305;9;-;151,39;151,39;151,39
20160305;10;-;151,39;151,39;151,39
20160305;11;-;169,89;169,89;169,89
20160305;12;-;166,39;166,39;166,39
20160305;13;-;151,39;151,39;151,39
20160305;14;-;131,50;131,50;131,50
20160305;15;-;140,89;140,89;140,89
20160305;16;-;77,50;77,50;77,50
20160305;17;-;85,00;85,00;85,00
20160305;18;-;160,51;160,51;160,51
20160305;19;-;174,43;174,43;174,43
20160305;20;-;176,51;176,51;176,51
20160305;21;-;171,39;171,39;171,39
20160305;22;-;166,15;166,15;166,15
20160305;23;-;148,90;148,90;148,90
20160305;24;-;145,20;145,20;145,20
20160306;1;-;145,91;145,91;145,91
20160306;2;-;146,50;146,50;146,50
20160306;3;-;140,91;140,91;140,91
20160306;4;-;135,11;135,11;135,11
20160306;5;-;135,11;135,11;135,11
20160306;6;-;135,11;135,11;135,11
20160306;7;-;135,11;135,11;135,11
20160306;8;-;148,53;148,53;148,53
20160306;9;-;151,20;151,20;151,20
20160306;10;-;149,20;149,20;149,20
20160306;11;-;148,53;148,53;148,53
20160306;12;-;148,53;148,53;148,53
20160306;13;-;115,91;115,91;115,91
20160306;14;-;115,91;115,91;115,91
20160306;15;-;140,11;140,11;140,11
20160306;16;-;135,11;135,11;135,11
20160306;17;-;135,11;135,11;135,11
20160306;18;-;115,91;115,91;115,91
20160306;19;-;127,90;127,90;127,90
20160306;20;-;126,80;126,80;126,80
20160306;21;-;85,00;85,00;85,00
20160306;22;-;75,40;75,40;75,40
20160306;23;-;116,01;116,01;116,01
20160306;24;-;75,00;75,00;75,00
20160307;1;-;115,01;115,01;115,01
20160307;2;-;115,01;115,01;115,01
20160307;3;-;85,00;85,00;85,00
20160307;4;-;115,01;115,01;115,01
20160307;5;-;131,00;131,00;131,00
20160307;6;-;145,20;145,20;145,20
20160307;7;-;133,73;133,73;133,73
20160307;8;24,73;170,91;170,91;170,91
20160307;9;30,41;179,70;179,70;179,70
20160307;10;35,72;195,39;195,39;195,39
20160307;11;30,72;197,39;197,39;197,39
20160307;12;32,11;179,50;179,50;179,50
20160307;13;32,60;191,39;191,39;191,39
20160307;14;34,46;148,50;148,50;148,50
20160307;15;31,87;139,00;139,00;139,00
20160307;16;31,04;165,00;165,00;165,00
20160307;17;28,19;165,00;165,00;165,00
20160307;18;33,24;148,50;148,50;148,50
20160307;19;41,20;218,77;218,77;218,77
20160307;20;40,51;218,77;218,77;218,77
20160307;21;32,51;218,77;218,77;218,77
20160307;22;24,34;171,57;171,57;171,57
20160307;23;-;129,53;129,53;129,53
20160307;24;-;129,43;129,43;129,43
20160308;1;-;140,89;140,89;140,89
20160308;2;-;129,53;129,53;129,53
20160308;3;-;129,53;129,53;129,53
20160308;4;-;129,43;129,43;129,43
20160308;5;-;129,33;129,33;129,33
20160308;6;-;131,00;131,00;131,00
20160308;7;-;127,60;127,60;127,60
