Data;Godzina;CRO;CROs;CROz
20231201;1;579,66;579,66;579,66
20231201;2;492,83;492,83;492,83
20231201;3;580,26;580,26;580,26
20231201;4;580,26;580,26;580,26
20231201;5;580,26;580,26;580,26
20231201;6;580,26;580,26;580,26
20231201;7;641,00;641,00;641,00
20231201;8;728,19;728,19;728,19
20231201;9;805,00;805,00;805,00
20231201;10;757,94;757,94;757,94
20231201;11;757,94;757,94;757,94
20231201;12;749,24;749,24;749,24
20231201;13;747,92;747,92;747,92
20231201;14;749,24;749,24;749,24
20231201;15;747,92;747,92;747,92
20231201;16;805,00;805,00;805,00
20231201;17;757,94;757,94;757,94
20231201;18;757,93;757,93;757,93
20231201;19;757,93;757,93;757,93
20231201;20;692,06;692,06;692,06
20231201;21;677,62;677,62;677,62
20231201;22;621,17;621,17;621,17
20231201;23;624,49;624,49;624,49
20231201;24;586,15;586,15;586,15
20231202;1;491,95;491,95;491,95
20231202;2;462,86;462,86;462,86
20231202;3;462,86;462,86;462,86
20231202;4;462,86;462,86;462,86
20231202;5;462,86;462,86;462,86
20231202;6;478,17;478,17;478,17
20231202;7;462,86;462,86;462,86
20231202;8;594,12;594,12;594,12
20231202;9;616,49;616,49;616,49
20231202;10;646,05;646,05;646,05
20231202;11;646,05;646,05;646,05
20231202;12;653,38;653,38;653,38
20231202;13;656,73;656,73;656,73
20231202;14;646,05;646,05;646,05
20231202;15;638,65;638,65;638,65
20231202;16;653,38;653,38;653,38
20231202;17;638,65;638,65;638,65
20231202;18;632,96;632,96;632,96
20231202;19;619,08;619,08;619,08
20231202;20;614,76;614,76;614,76
20231202;21;581,80;581,80;581,80
20231202;22;380,20;380,20;380,20
20231202;23;307,23;307,23;307,23
20231202;24;307,23;307,23;307,23
20231203;1;523,06;523,06;523,06
20231203;2;499,13;499,13;499,13
20231203;3;392,34;392,34;392,34
20231203;4;386,91;386,91;386,91
20231203;5;385,30;385,30;385,30
20231203;6;383,89;383,89;383,89
20231203;7;361,17;361,17;361,17
20231203;8;361,17;361,17;361,17
20231203;9;377,38;377,38;377,38
20231203;10;377,38;377,38;377,38
20231203;11;551,64;551,64;551,64
20231203;12;552,24;552,24;552,24
20231203;13;551,69;551,69;551,69
20231203;14;551,04;551,04;551,04
20231203;15;542,29;542,29;542,29
20231203;16;551,04;551,04;551,04
20231203;17;543,29;543,29;543,29
20231203;18;553,42;553,42;553,42
20231203;19;596,55;596,55;596,55
20231203;20;552,84;552,84;552,84
20231203;21;552,24;552,24;552,24
20231203;22;549,98;549,98;549,98
20231203;23;549,98;549,98;549,98
20231203;24;361,17;361,17;361,17
20231204;1;482,95;482,95;482,95
20231204;2;482,95;482,95;482,95
20231204;3;482,95;482,95;482,95
20231204;4;482,95;482,95;482,95
20231204;5;379,89;379,89;379,89
20231204;6;480,18;480,18;480,18
20231204;7;480,18;480,18;480,18
20231204;8;622,94;622,94;622,94
20231204;9;636,70;636,70;636,70
20231204;10;665,00;665,00;665,00
20231204;11;644,00;644,00;644,00
20231204;12;622,94;622,94;622,94
20231204;13;643,00;643,00;643,00
20231204;14;663,64;663,64;663,64
20231204;15;665,97;665,97;665,97
20231204;16;676,30;676,30;676,30
20231204;17;676,30;676,30;676,30
20231204;18;628,54;628,54;628,54
20231204;19;611,52;611,52;611,52
20231204;20;664,00;664,00;664,00
20231204;21;620,50;620,50;620,50
20231204;22;566,33;566,33;566,33
20231204;23;479,43;479,43;479,43
20231204;24;475,42;475,42;475,42
20231205;1;336,99;336,99;336,99
20231205;2;379,26;379,26;379,26
20231205;3;333,87;333,87;333,87
20231205;4;324,66;324,66;324,66
20231205;5;329,23;329,23;329,23
20231205;6;336,55;336,55;336,55
20231205;7;346,96;346,96;346,96
20231205;8;475,29;475,29;475,29
20231205;9;490,71;490,71;490,71
20231205;10;475,29;475,29;475,29
20231205;11;479,22;479,22;479,22
20231205;12;499,82;499,82;499,82
20231205;13;499,82;499,82;499,82
20231205;14;481,01;481,01;481,01
20231205;15;481,02;481,02;481,02
20231205;16;499,82;499,82;499,82
20231205;17;480,42;480,42;480,42
20231205;18;490,71;490,71;490,71
20231205;19;475,29;475,29;475,29
20231205;20;412,02;412,02;412,02
20231205;21;499,82;499,82;499,82
20231205;22;499,82;499,82;499,82
20231205;23;560,00;560,00;560,00
20231205;24;479,22;479,22;479,22
20231206;1;416,45;416,45;416,45
20231206;2;463,73;463,73;463,73
20231206;3;463,73;463,73;463,73
20231206;4;467,09;467,09;467,09
20231206;5;470,13;470,13;470,13
20231206;6;470,13;470,13;470,13
20231206;7;488,23;488,23;488,23
20231206;8;637,00;637,00;637,00
20231206;9;643,96;643,96;643,96
20231206;10;643,00;643,00;643,00
20231206;11;652,54;652,54;652,54
20231206;12;647,96;647,96;647,96
20231206;13;647,96;647,96;647,96
20231206;14;652,54;652,54;652,54
20231206;15;588,71;588,71;588,71
20231206;16;573,32;573,32;573,32
20231206;17;616,00;616,00;616,00
20231206;18;637,00;637,00;637,00
20231206;19;637,00;637,00;637,00
20231206;20;634,95;634,95;634,95
20231206;21;543,32;543,32;543,32
20231206;22;543,32;543,32;543,32
20231206;23;560,00;560,00;560,00
20231206;24;474,11;474,11;474,11
20231207;1;559,56;559,56;559,56
20231207;2;474,91;474,91;474,91
20231207;3;401,33;401,33;401,33
20231207;4;401,33;401,33;401,33
20231207;5;416,12;416,12;416,12
20231207;6;474,31;474,31;474,31
20231207;7;588,43;588,43;588,43
20231207;8;628,00;628,00;628,00
20231207;9;663,89;663,89;663,89
20231207;10;652,10;652,10;652,10
20231207;11;629,00;629,00;629,00
20231207;12;630,00;630,00;630,00
20231207;13;629,00;629,00;629,00
20231207;14;660,25;660,25;660,25
20231207;15;629,00;629,00;629,00
20231207;16;630,00;630,00;630,00
20231207;17;633,97;633,97;633,97
20231207;18;652,09;652,09;652,09
20231207;19;633,97;633,97;633,97
20231207;20;636,94;636,94;636,94
20231207;21;628,00;628,00;628,00
20231207;22;592,20;592,20;592,20
20231207;23;588,20;588,20;588,20
20231207;24;474,31;474,31;474,31
20231208;1;413,54;413,54;413,54
20231208;2;413,54;413,54;413,54
20231208;3;434,40;434,40;434,40
20231208;4;439,57;439,57;439,57
20231208;5;434,40;434,40;434,40
20231208;6;413,54;413,54;413,54
20231208;7;546,35;546,35;546,35
20231208;8;626,33;626,33;626,33
20231208;9;626,93;626,93;626,93
20231208;10;626,33;626,33;626,33
20231208;11;615,46;615,46;615,46
20231208;12;625,17;625,17;625,17
20231208;13;625,15;625,15;625,15
20231208;14;626,33;626,33;626,33
20231208;15;607,11;607,11;607,11
20231208;16;625,13;625,13;625,13
20231208;17;626,42;626,42;626,42
20231208;18;563,49;563,49;563,49
20231208;19;548,75;548,75;548,75
20231208;20;546,35;546,35;546,35
20231208;21;540,02;540,02;540,02
20231208;22;485,16;485,16;485,16
20231208;23;481,13;481,13;481,13
20231208;24;448,98;448,98;448,98
20231209;1;471,50;471,50;471,50
20231209;2;410,72;410,72;410,72
20231209;3;371,12;371,12;371,12
20231209;4;352,62;352,62;352,62
20231209;5;410,72;410,72;410,72
20231209;6;410,72;410,72;410,72
20231209;7;478,11;478,11;478,11
20231209;8;482,12;482,12;482,12
20231209;9;559,90;559,90;559,90
20231209;10;560,50;560,50;560,50
20231209;11;560,50;560,50;560,50
20231209;12;561,10;561,10;561,10
20231209;13;560,56;560,56;560,56
20231209;14;561,12;561,12;561,12
20231209;15;560,50;560,50;560,50
20231209;16;561,57;561,57;561,57
20231209;17;561,57;561,57;561,57
20231209;18;561,57;561,57;561,57
20231209;19;559,90;559,90;559,90
20231209;20;551,10;551,10;551,10
20231209;21;482,12;482,12;482,12
20231209;22;463,02;463,02;463,02
20231209;23;410,72;410,72;410,72
20231209;24;382,52;382,52;382,52
20231210;1;349,20;349,20;349,20
20231210;2;323,83;323,83;323,83
20231210;3;323,83;323,83;323,83
20231210;4;323,83;323,83;323,83
20231210;5;323,83;323,83;323,83
20231210;6;323,83;323,83;323,83
20231210;7;334,86;334,86;334,86
20231210;8;367,21;367,21;367,21
20231210;9;367,22;367,22;367,22
20231210;10;433,02;433,02;433,02
20231210;11;461,57;461,57;461,57
20231210;12;465,19;465,19;465,19
20231210;13;448,39;448,39;448,39
20231210;14;433,02;433,02;433,02
20231210;15;464,19;464,19;464,19
20231210;16;433,02;433,02;433,02
20231210;17;334,86;334,86;334,86
20231210;18;352,25;352,25;352,25
20231210;19;352,25;352,25;352,25
20231210;20;307,07;307,07;307,07
20231210;21;334,86;334,86;334,86
