Data;Godzina;COR;CRO;CROs;CROz
20160501;1;-;159,25;159,25;159,25
20160501;2;-;157,53;157,53;157,53
20160501;3;-;155,90;155,90;155,90
20160501;4;-;155,90;155,90;155,90
20160501;5;-;155,82;155,82;155,82
20160501;6;-;136,03;136,03;136,03
20160501;7;-;155,53;155,53;155,53
20160501;8;-;176,58;176,58;176,58
20160501;9;-;187,21;187,21;187,21
20160501;10;-;190,10;190,10;190,10
20160501;11;-;186,32;186,32;186,32
20160501;12;-;171,88;171,88;171,88
20160501;13;-;159,72;159,72;159,72
20160501;14;-;155,53;155,53;155,53
20160501;15;-;155,53;155,53;155,53
20160501;16;-;155,53;155,53;155,53
20160501;17;-;155,53;155,53;155,53
20160501;18;-;152,50;152,50;152,50
20160501;19;-;140,79;140,79;140,79
20160501;20;-;160,53;160,53;160,53
20160501;21;-;190,07;190,07;190,07
20160501;22;-;157,67;157,67;157,67
20160501;23;-;139,39;139,39;139,39
20160501;24;-;120,01;120,01;120,01
20160502;1;-;102,91;102,91;102,91
20160502;2;-;85,00;85,00;85,00
20160502;3;-;120,01;120,01;120,01
20160502;4;-;129,46;129,46;129,46
20160502;5;-;85,00;85,00;85,00
20160502;6;-;72,20;72,20;72,20
20160502;7;-;75,40;75,40;75,40
20160502;8;22,00;183,70;183,70;183,70
20160502;9;25,66;199,81;199,81;199,81
20160502;10;27,33;212,00;212,00;212,00
20160502;11;26,42;206,42;206,42;206,42
20160502;12;25,46;204,96;204,96;204,96
20160502;13;25,54;201,29;201,29;201,29
20160502;14;25,75;200,56;200,56;200,56
20160502;15;23,11;180,36;180,36;180,36
20160502;16;22,36;140,39;140,39;140,39
20160502;17;22,53;126,90;126,90;126,90
20160502;18;21,89;175,91;175,91;175,91
20160502;19;22,26;140,39;140,39;140,39
20160502;20;22,34;160,91;160,91;160,91
20160502;21;24,57;194,77;194,77;194,77
20160502;22;22,62;185,09;185,09;185,09
20160502;23;-;85,00;85,00;85,00
20160502;24;-;73,20;73,20;73,20
20160503;1;-;104,91;104,91;104,91
20160503;2;-;105,91;105,91;105,91
20160503;3;-;120,01;120,01;120,01
20160503;4;-;121,00;121,00;121,00
20160503;5;-;120,01;120,01;120,01
20160503;6;-;120,01;120,01;120,01
20160503;7;-;151,46;151,46;151,46
20160503;8;-;149,89;149,89;149,89
20160503;9;-;163,00;163,00;163,00
20160503;10;-;159,52;159,52;159,52
20160503;11;-;158,87;158,87;158,87
20160503;12;-;157,78;157,78;157,78
20160503;13;-;156,04;156,04;156,04
20160503;14;-;149,89;149,89;149,89
20160503;15;-;149,89;149,89;149,89
20160503;16;-;125,01;125,01;125,01
20160503;17;-;126,57;126,57;126,57
20160503;18;-;149,89;149,89;149,89
20160503;19;-;156,04;156,04;156,04
20160503;20;-;157,78;157,78;157,78
20160503;21;-;160,89;160,89;160,89
20160503;22;-;156,04;156,04;156,04
20160503;23;-;149,89;149,89;149,89
20160503;24;-;120,01;120,01;120,01
20160504;1;-;74,20;74,20;74,20
20160504;2;-;73,40;73,40;73,40
20160504;3;-;72,20;72,20;72,20
20160504;4;-;72,20;72,20;72,20
20160504;5;-;72,20;72,20;72,20
20160504;6;-;74,90;74,90;74,90
20160504;7;-;137,00;137,00;137,00
20160504;8;32,17;205,93;205,93;205,93
20160504;9;37,65;222,54;222,54;222,54
20160504;10;35,57;226,58;226,58;226,58
20160504;11;34,73;232,70;232,70;232,70
20160504;12;41,20;257,00;257,00;257,00
20160504;13;35,52;235,23;235,23;235,23
20160504;14;32,72;232,70;232,70;232,70
20160504;15;31,71;222,54;222,54;222,54
20160504;16;26,86;200,10;200,10;200,10
20160504;17;26,15;184,55;184,55;184,55
20160504;18;26,05;140,39;140,39;140,39
20160504;19;25,87;85,00;85,00;85,00
20160504;20;26,26;200,50;200,50;200,50
20160504;21;35,06;232,70;232,70;232,70
20160504;22;33,48;222,54;222,54;222,54
20160504;23;-;137,00;137,00;137,00
20160504;24;-;75,00;75,00;75,00
20160505;1;-;94,39;94,39;94,39
20160505;2;-;85,00;85,00;85,00
20160505;3;-;85,00;85,00;85,00
20160505;4;-;85,00;85,00;85,00
20160505;5;-;75,40;75,40;75,40
20160505;6;-;85,00;85,00;85,00
20160505;7;-;156,00;156,00;156,00
20160505;8;40,55;224,06;224,06;224,06
20160505;9;41,20;232,70;232,70;232,70
20160505;10;41,20;232,70;232,70;232,70
20160505;11;41,20;232,70;232,70;232,70
20160505;12;41,20;232,70;232,70;232,70
20160505;13;41,20;250,00;250,00;250,00
20160505;14;41,20;232,70;232,70;232,70
20160505;15;39,19;232,70;232,70;232,70
20160505;16;40,13;250,00;250,00;250,00
20160505;17;35,70;236,33;236,33;236,33
20160505;18;33,68;225,96;225,96;225,96
20160505;19;33,16;218,68;218,68;218,68
20160505;20;35,74;232,66;232,66;232,66
20160505;21;41,20;253,00;253,00;253,00
20160505;22;39,07;229,73;229,73;229,73
20160505;23;-;152,92;152,92;152,92
20160505;24;-;148,89;148,89;148,89
20160506;1;-;126,80;126,80;126,80
20160506;2;-;77,50;77,50;77,50
20160506;3;-;74,00;74,00;74,00
20160506;4;-;74,00;74,00;74,00
20160506;5;-;75,20;75,20;75,20
20160506;6;-;77,60;77,60;77,60
20160506;7;-;149,23;149,23;149,23
20160506;8;31,96;140,39;140,39;140,39
20160506;9;38,14;139,70;139,70;139,70
20160506;10;41,20;221,45;221,45;221,45
20160506;11;41,20;221,58;221,58;221,58
20160506;12;41,20;221,45;221,45;221,45
20160506;13;41,20;218,48;218,48;218,48
20160506;14;41,20;218,48;218,48;218,48
20160506;15;35,22;217,33;217,33;217,33
20160506;16;31,93;207,88;207,88;207,88
20160506;17;28,33;180,41;180,41;180,41
20160506;18;25,84;140,39;140,39;140,39
20160506;19;24,86;106,39;106,39;106,39
20160506;20;25,08;111,55;111,55;111,55
20160506;21;29,63;127,00;127,00;127,00
20160506;22;25,14;126,90;126,90;126,90
20160506;23;-;134,09;134,09;134,09
20160506;24;-;74,90;74,90;74,90
20160507;1;-;77,00;77,00;77,00
20160507;2;-;77,00;77,00;77,00
20160507;3;-;74,90;74,90;74,90
20160507;4;-;73,20;73,20;73,20
20160507;5;-;73,00;73,00;73,00
20160507;6;-;72,20;72,20;72,20
20160507;7;-;75,40;75,40;75,40
20160507;8;-;111,55;111,55;111,55
20160507;9;-;164,52;164,52;164,52
20160507;10;-;226,22;226,22;226,22
20160507;11;-;226,22;226,22;226,22
20160507;12;-;222,33;222,33;222,33
20160507;13;-;171,00;171,00;171,00
20160507;14;-;126,90;126,90;126,90
20160507;15;-;135,00;135,00;135,00
20160507;16;-;152,89;152,89;152,89
20160507;17;-;111,55;111,55;111,55
20160507;18;-;123,45;123,45;123,45
20160507;19;-;152,89;152,89;152,89
20160507;20;-;158,89;158,89;158,89
20160507;21;-;157,89;157,89;157,89
20160507;22;-;153,89;153,89;153,89
20160507;23;-;147,89;147,89;147,89
20160507;24;-;74,50;74,50;74,50
20160508;1;-;120,01;120,01;120,01
20160508;2;-;118,01;118,01;118,01
20160508;3;-;118,01;118,01;118,01
20160508;4;-;149,89;149,89;149,89
20160508;5;-;151,89;151,89;151,89
20160508;6;-;149,89;149,89;149,89
