Data;Godzina;COR;CRO;CROs;CROz
20160901;1;-;100,91;100,91;100,91
20160901;2;-;85,00;85,00;85,00
20160901;3;-;74,50;74,50;74,50
20160901;4;-;73,40;73,40;73,40
20160901;5;-;85,00;85,00;85,00
20160901;6;-;100,91;100,91;100,91
20160901;7;-;145,64;145,64;145,64
20160901;8;31,20;177,45;177,45;177,45
20160901;9;35,79;139,37;139,37;139,37
20160901;10;37,06;139,37;139,37;139,37
20160901;11;38,52;200,89;200,89;200,89
20160901;12;38,92;212,84;212,84;212,84
20160901;13;38,75;212,87;212,87;212,87
20160901;14;37,23;166,16;166,16;166,16
20160901;15;35,20;127,70;127,70;127,70
20160901;16;32,26;139,37;139,37;139,37
20160901;17;29,58;177,55;177,55;177,55
20160901;18;27,34;169,80;169,80;169,80
20160901;19;29,64;171,64;171,64;171,64
20160901;20;36,00;202,06;202,06;202,06
20160901;21;36,68;214,81;214,81;214,81
20160901;22;28,65;171,64;171,64;171,64
20160901;23;-;142,89;142,89;142,89
20160901;24;-;85,00;85,00;85,00
20160902;1;-;138,89;138,89;138,89
20160902;2;-;122,61;122,61;122,61
20160902;3;-;120,91;120,91;120,91
20160902;4;-;122,91;122,91;122,91
20160902;5;-;127,91;127,91;127,91
20160902;6;-;139,68;139,68;139,68
20160902;7;-;157,31;157,31;157,31
20160902;8;36,79;212,84;212,84;212,84
20160902;9;36,37;212,84;212,84;212,84
20160902;10;36,17;212,84;212,84;212,84
20160902;11;36,71;219,58;219,58;219,58
20160902;12;35,28;214,84;214,84;214,84
20160902;13;32,96;139,37;139,37;139,37
20160902;14;32,31;128,20;128,20;128,20
20160902;15;30,00;127,70;127,70;127,70
20160902;16;29,33;128,20;128,20;128,20
20160902;17;30,13;196,98;196,98;196,98
20160902;18;28,83;183,90;183,90;183,90
20160902;19;29,26;187,04;187,04;187,04
20160902;20;34,47;212,20;212,20;212,20
20160902;21;37,88;214,84;214,84;214,84
20160902;22;30,26;128,10;128,10;128,10
20160902;23;-;129,20;129,20;129,20
20160902;24;-;127,61;127,61;127,61
20160903;1;-;143,26;143,26;143,26
20160903;2;-;145,30;145,30;145,30
20160903;3;-;145,21;145,21;145,21
20160903;4;-;144,77;144,77;144,77
20160903;5;-;144,55;144,55;144,55
20160903;6;-;143,85;143,85;143,85
20160903;7;-;145,10;145,10;145,10
20160903;8;-;181,94;181,94;181,94
20160903;9;-;176,04;176,04;176,04
20160903;10;-;183,90;183,90;183,90
20160903;11;-;188,62;188,62;188,62
20160903;12;-;183,90;183,90;183,90
20160903;13;-;176,04;176,04;176,04
20160903;14;-;176,05;176,05;176,05
20160903;15;-;150,91;150,91;150,91
20160903;16;-;166,81;166,81;166,81
20160903;17;-;181,97;181,97;181,97
20160903;18;-;181,94;181,94;181,94
20160903;19;-;181,97;181,97;181,97
20160903;20;-;188,65;188,65;188,65
20160903;21;-;183,90;183,90;183,90
20160903;22;-;181,94;181,94;181,94
20160903;23;-;145,30;145,30;145,30
20160903;24;-;141,83;141,83;141,83
20160904;1;-;160,60;160,60;160,60
20160904;2;-;149,39;149,39;149,39
20160904;3;-;146,40;146,40;146,40
20160904;4;-;135,10;135,10;135,10
20160904;5;-;100,00;100,00;100,00
20160904;6;-;96,91;96,91;96,91
20160904;7;-;105,01;105,01;105,01
20160904;8;-;105,01;105,01;105,01
20160904;9;-;105,01;105,01;105,01
20160904;10;-;108,25;108,25;108,25
20160904;11;-;176,24;176,24;176,24
20160904;12;-;131,67;131,67;131,67
20160904;13;-;131,67;131,67;131,67
20160904;14;-;105,01;105,01;105,01
20160904;15;-;110,00;110,00;110,00
20160904;16;-;110,00;110,00;110,00
20160904;17;-;150,69;150,69;150,69
20160904;18;-;156,89;156,89;156,89
20160904;19;-;152,11;152,11;152,11
20160904;20;-;125,00;125,00;125,00
20160904;21;-;188,62;188,62;188,62
20160904;22;-;183,90;183,90;183,90
20160904;23;-;154,93;154,93;154,93
20160904;24;-;146,40;146,40;146,40
20160905;1;-;108,25;108,25;108,25
20160905;2;-;97,91;97,91;97,91
20160905;3;-;105,01;105,01;105,01
20160905;4;-;105,01;105,01;105,01
20160905;5;-;105,01;105,01;105,01
20160905;6;-;140,00;140,00;140,00
20160905;7;-;174,85;174,85;174,85
20160905;8;41,20;218,29;218,29;218,29
20160905;9;41,20;266,15;266,15;266,15
20160905;10;41,20;289,28;289,28;289,28
20160905;11;41,20;272,68;272,68;272,68
20160905;12;41,20;294,32;294,32;294,32
20160905;13;41,20;285,88;285,88;285,88
20160905;14;41,20;273,85;273,85;273,85
20160905;15;41,20;230,59;230,59;230,59
20160905;16;41,20;261,77;261,77;261,77
20160905;17;41,20;225,68;225,68;225,68
20160905;18;41,20;218,32;218,32;218,32
20160905;19;41,20;213,58;213,58;213,58
20160905;20;41,20;218,29;218,29;218,29
20160905;21;41,20;218,29;218,29;218,29
20160905;22;38,34;196,42;196,42;196,42
20160905;23;-;149,55;149,55;149,55
20160905;24;-;142,88;142,88;142,88
20160906;1;-;108,25;108,25;108,25
20160906;2;-;74,70;74,70;74,70
20160906;3;-;73,40;73,40;73,40
20160906;4;-;73,40;73,40;73,40
20160906;5;-;74,90;74,90;74,90
20160906;6;-;139,35;139,35;139,35
20160906;7;-;147,53;147,53;147,53
20160906;8;41,20;194,45;194,45;194,45
20160906;9;41,20;200,00;200,00;200,00
20160906;10;41,20;129,39;129,39;129,39
20160906;11;41,20;137,31;137,31;137,31
20160906;12;41,20;137,41;137,41;137,41
20160906;13;41,20;137,21;137,21;137,21
20160906;14;41,20;137,21;137,21;137,21
20160906;15;41,20;128,00;128,00;128,00
20160906;16;41,20;128,20;128,20;128,20
20160906;17;40,64;128,20;128,20;128,20
20160906;18;40,81;128,10;128,10;128,10
20160906;19;41,20;157,10;157,10;157,10
20160906;20;41,20;181,59;181,59;181,59
20160906;21;41,20;157,10;157,10;157,10
20160906;22;39,44;128,10;128,10;128,10
20160906;23;-;134,22;134,22;134,22
20160906;24;-;129,45;129,45;129,45
20160907;1;-;123,78;123,78;123,78
20160907;2;-;116,75;116,75;116,75
20160907;3;-;114,00;114,00;114,00
20160907;4;-;95,91;95,91;95,91
20160907;5;-;108,25;108,25;108,25
20160907;6;-;116,75;116,75;116,75
20160907;7;-;144,20;144,20;144,20
20160907;8;31,96;157,10;157,10;157,10
20160907;9;34,54;157,10;157,10;157,10
20160907;10;36,03;211,35;211,35;211,35
20160907;11;37,42;211,35;211,35;211,35
20160907;12;41,20;211,35;211,35;211,35
20160907;13;41,20;211,35;211,35;211,35
20160907;14;40,26;157,10;157,10;157,10
20160907;15;36,98;157,10;157,10;157,10
20160907;16;34,09;189,10;189,10;189,10
20160907;17;32,67;157,10;157,10;157,10
20160907;18;29,87;157,10;157,10;157,10
20160907;19;30,77;177,40;177,40;177,40
20160907;20;35,69;210,01;210,01;210,01
20160907;21;41,20;218,00;218,00;218,00
20160907;22;29,74;157,10;157,10;157,10
20160907;23;-;144,49;144,49;144,49
20160907;24;-;142,32;142,32;142,32
20160908;1;-;138,89;138,89;138,89
20160908;2;-;138,50;138,50;138,50
20160908;3;-;142,18;142,18;142,18
20160908;4;-;141,46;141,46;141,46
20160908;5;-;140,89;140,89;140,89
20160908;6;-;142,08;142,08;142,08
20160908;7;-;144,82;144,82;144,82
20160908;8;32,24;190,00;190,00;190,00
20160908;9;35,03;190,32;190,32;190,32
20160908;10;38,62;209,04;209,04;209,04
20160908;11;38,32;204,45;204,45;204,45
20160908;12;41,20;209,67;209,67;209,67
20160908;13;41,20;216,25;216,25;216,25
20160908;14;41,20;209,70;209,70;209,70
20160908;15;41,03;209,04;209,04;209,04
20160908;16;41,20;209,67;209,67;209,67
20160908;17;40,68;216,25;216,25;216,25
20160908;18;34,99;202,00;202,00;202,00
20160908;19;32,19;190,28;190,28;190,28
20160908;20;40,35;209,70;209,70;209,70
20160908;21;41,20;216,28;216,28;216,28
20160908;22;29,95;158,00;158,00;158,00
20160908;23;-;142,17;142,17;142,17
20160908;24;-;141,87;141,87;141,87
20160909;1;-;141,19;141,19;141,19
20160909;2;-;137,89;137,89;137,89
20160909;3;-;95,91;95,91;95,91
20160909;4;-;74,90;74,90;74,90
20160909;5;-;140,33;140,33;140,33
20160909;6;-;143,80;143,80;143,80
20160909;7;-;161,39;161,39;161,39
20160909;8;38,41;217,13;217,13;217,13
20160909;9;41,20;217,13;217,13;217,13
20160909;10;41,20;262,07;262,07;262,07
20160909;11;41,20;243,50;243,50;243,50
20160909;12;41,20;833,56;833,56;833,56
20160909;13;41,20;872,35;872,35;872,35
20160909;14;41,20;954,10;954,10;954,10
20160909;15;41,20;501,56;501,56;501,56
20160909;16;41,20;363,76;363,76;363,76
20160909;17;41,20;285,00;285,00;285,00
20160909;18;41,20;242,72;242,72;242,72
20160909;19;41,20;217,13;217,13;217,13
20160909;20;41,20;302,96;302,96;302,96
20160909;21;41,20;285,00;285,00;285,00
20160909;22;33,26;185,64;185,64;185,64
20160909;23;-;156,39;156,39;156,39
20160909;24;-;147,20;147,20;147,20
20160910;1;-;164,86;164,86;164,86
20160910;2;-;152,89;152,89;152,89
20160910;3;-;154,30;154,30;154,30
20160910;4;-;160,39;160,39;160,39
20160910;5;-;160,39;160,39;160,39
20160910;6;-;161,96;161,96;161,96
20160910;7;-;161,25;161,25;161,25
20160910;8;-;192,41;192,41;192,41
20160910;9;-;208,89;208,89;208,89
20160910;10;-;200,39;200,39;200,39
20160910;11;-;233,81;233,81;233,81
20160910;12;-;252,81;252,81;252,81
20160910;13;-;260,00;260,00;260,00
20160910;14;-;260,00;260,00;260,00
20160910;15;-;213,51;213,51;213,51
20160910;16;-;214,09;214,09;214,09
20160910;17;-;196,98;196,98;196,98
20160910;18;-;181,01;181,01;181,01
20160910;19;-;192,42;192,42;192,42
20160910;20;-;214,08;214,08;214,08
20160910;21;-;179,94;179,94;179,94
20160910;22;-;192,40;192,40;192,40
20160910;23;-;145,65;145,65;145,65
20160910;24;-;142,08;142,08;142,08
20160911;1;-;126,44;126,44;126,44
20160911;2;-;145,89;145,89;145,89
20160911;3;-;146,02;146,02;146,02
20160911;4;-;148,77;148,77;148,77
20160911;5;-;146,15;146,15;146,15
20160911;6;-;145,89;145,89;145,89
20160911;7;-;148,77;148,77;148,77
20160911;8;-;156,02;156,02;156,02
20160911;9;-;149,11;149,11;149,11
20160911;10;-;174,48;174,48;174,48
20160911;11;-;180,16;180,16;180,16
20160911;12;-;195,00;195,00;195,00
20160911;13;-;195,00;195,00;195,00
20160911;14;-;180,16;180,16;180,16
20160911;15;-;157,10;157,10;157,10
20160911;16;-;157,10;157,10;157,10
20160911;17;-;169,41;169,41;169,41
20160911;18;-;178,60;178,60;178,60
20160911;19;-;178,60;178,60;178,60
20160911;20;-;202,39;202,39;202,39
20160911;21;-;180,16;180,16;180,16
20160911;22;-;180,16;180,16;180,16
20160911;23;-;165,12;165,12;165,12
20160911;24;-;145,89;145,89;145,89
20160912;1;-;145,91;145,91;145,91
20160912;2;-;144,92;144,92;144,92
20160912;3;-;139,20;139,20;139,20
20160912;4;-;123,21;123,21;123,21
20160912;5;-;142,66;142,66;142,66
20160912;6;-;145,99;145,99;145,99
20160912;7;-;168,95;168,95;168,95
20160912;8;41,20;169,65;169,65;169,65
20160912;9;41,20;158,00;158,00;158,00
20160912;10;41,20;158,00;158,00;158,00
20160912;11;41,20;221,46;221,46;221,46
20160912;12;41,20;221,46;221,46;221,46
20160912;13;41,20;158,00;158,00;158,00
20160912;14;41,20;137,41;137,41;137,41
20160912;15;41,20;158,00;158,00;158,00
20160912;16;41,20;158,00;158,00;158,00
20160912;17;41,20;139,37;139,37;139,37
20160912;18;41,20;158,00;158,00;158,00
20160912;19;41,20;158,00;158,00;158,00
20160912;20;41,20;252,56;252,56;252,56
20160912;21;41,20;221,46;221,46;221,46
20160912;22;41,20;125,00;125,00;125,00
20160912;23;-;135,00;135,00;135,00
20160912;24;-;138,30;138,30;138,30
20160913;1;-;138,20;138,20;138,20
20160913;2;-;139,93;139,93;139,93
20160913;3;-;139,20;139,20;139,20
20160913;4;-;142,43;142,43;142,43
20160913;5;-;142,68;142,68;142,68
20160913;6;-;143,40;143,40;143,40
20160913;7;-;147,45;147,45;147,45
20160913;8;41,20;199,58;199,58;199,58
20160913;9;41,20;204,41;204,41;204,41
20160913;10;41,20;221,46;221,46;221,46
20160913;11;41,20;221,46;221,46;221,46
20160913;12;41,20;451,00;451,00;451,00
20160913;13;41,20;462,38;462,38;462,38
20160913;14;41,20;285,00;285,00;285,00
20160913;15;41,20;157,10;157,10;157,10
20160913;16;41,20;127,80;127,80;127,80
20160913;17;41,20;157,10;157,10;157,10
20160913;18;41,20;209,07;209,07;209,07
20160913;19;38,68;157,10;157,10;157,10
20160913;20;41,20;250,66;250,66;250,66
20160913;21;41,20;127,50;127,50;127,50
20160913;22;32,87;77,80;77,80;77,80
20160913;23;-;125,00;125,00;125,00
20160913;24;-;74,20;74,20;74,20
20160914;1;-;100,39;100,39;100,39
20160914;2;-;110,39;110,39;110,39
20160914;3;-;117,01;117,01;117,01
20160914;4;-;115,39;115,39;115,39
20160914;5;-;117,11;117,11;117,11
20160914;6;-;123,01;123,01;123,01
20160914;7;-;135,89;135,89;135,89
