Data;Godzina;COR;CRO;CROs;CROz
20170101;1;-;72,20;72,20;72,20
20170101;2;-;72,20;72,20;72,20
20170101;3;-;72,20;72,20;72,20
20170101;4;-;72,20;72,20;72,20
20170101;5;-;72,10;72,10;72,10
20170101;6;-;72,10;72,10;72,10
20170101;7;-;71,80;71,80;71,80
20170101;8;-;71,20;71,20;71,20
20170101;9;-;71,00;71,00;71,00
20170101;10;-;72,20;72,20;72,20
20170101;11;-;120,89;120,89;120,89
20170101;12;-;125,01;125,01;125,01
20170101;13;-;127,75;127,75;127,75
20170101;14;-;131,11;131,11;131,11
20170101;15;-;131,41;131,41;131,41
20170101;16;-;129,01;129,01;129,01
20170101;17;-;127,75;127,75;127,75
20170101;18;-;127,01;127,01;127,01
20170101;19;-;125,00;125,00;125,00
20170101;20;-;125,39;125,39;125,39
20170101;21;-;129,01;129,01;129,01
20170101;22;-;131,11;131,11;131,11
20170101;23;-;131,31;131,31;131,31
20170101;24;-;130,01;130,01;130,01
20170102;1;-;125,01;125,01;125,01
20170102;2;-;127,01;127,01;127,01
20170102;3;-;125,11;125,11;125,11
20170102;4;-;125,11;125,11;125,11
20170102;5;-;127,01;127,01;127,01
20170102;6;-;156,00;156,00;156,00
20170102;7;-;160,89;160,89;160,89
20170102;8;21,64;187,74;187,74;187,74
20170102;9;26,19;186,83;186,83;186,83
20170102;10;30,80;177,84;177,84;177,84
20170102;11;32,68;186,00;186,00;186,00
20170102;12;34,44;179,00;179,00;179,00
20170102;13;31,80;170,21;170,21;170,21
20170102;14;31,80;182,05;182,05;182,05
20170102;15;30,01;187,60;187,60;187,60
20170102;16;28,16;188,18;188,18;188,18
20170102;17;33,80;213,00;213,00;213,00
20170102;18;36,17;213,00;213,00;213,00
20170102;19;33,69;182,80;182,80;182,80
20170102;20;28,48;186,19;186,19;186,19
20170102;21;29,01;165,01;165,01;165,01
20170102;22;24,66;130,70;130,70;130,70
20170102;23;-;133,38;133,38;133,38
20170102;24;-;132,01;132,01;132,01
20170103;1;-;130,39;130,39;130,39
20170103;2;-;130,39;130,39;130,39
20170103;3;-;128,00;128,00;128,00
20170103;4;-;128,00;128,00;128,00
20170103;5;-;127,21;127,21;127,21
20170103;6;-;128,00;128,00;128,00
20170103;7;-;142,25;142,25;142,25
20170103;8;22,89;162,11;162,11;162,11
20170103;9;24,61;170,01;170,01;170,01
20170103;10;30,77;170,01;170,01;170,01
20170103;11;30,12;135,00;135,00;135,00
20170103;12;31,15;205,89;205,89;205,89
20170103;13;28,77;162,41;162,41;162,41
20170103;14;27,87;129,00;129,00;129,00
20170103;15;23,81;132,50;132,50;132,50
20170103;16;23,06;130,39;130,39;130,39
20170103;17;24,64;129,00;129,00;129,00
20170103;18;24,43;130,00;130,00;130,00
20170103;19;22,04;129,00;129,00;129,00
20170103;20;21,17;128,00;128,00;128,00
20170103;21;18,07;128,00;128,00;128,00
20170103;22;15,71;120,89;120,89;120,89
20170103;23;-;72,20;72,20;72,20
20170103;24;-;71,60;71,60;71,60
20170104;1;-;70,00;70,00;70,00
20170104;2;-;70,00;70,00;70,00
20170104;3;-;70,00;70,00;70,00
20170104;4;-;70,00;70,00;70,00
20170104;5;-;71,80;71,80;71,80
20170104;6;-;76,00;76,00;76,00
20170104;7;-;113,01;113,01;113,01
20170104;8;16,74;158,60;158,60;158,60
20170104;9;19,53;164,15;164,15;164,15
20170104;10;19,62;164,07;164,07;164,07
20170104;11;19,33;164,96;164,96;164,96
20170104;12;19,43;165,31;165,31;165,31
20170104;13;19,81;165,11;165,11;165,11
20170104;14;20,08;175,01;175,01;175,01
20170104;15;19,98;165,41;165,41;165,41
20170104;16;20,00;164,47;164,47;164,47
20170104;17;24,34;128,00;128,00;128,00
20170104;18;24,69;127,10;127,10;127,10
20170104;19;23,02;127,00;127,00;127,00
20170104;20;21,88;127,00;127,00;127,00
20170104;21;20,33;124,89;124,89;124,89
20170104;22;18,62;120,89;120,89;120,89
20170104;23;-;113,01;113,01;113,01
20170104;24;-;113,01;113,01;113,01
20170105;1;-;85,00;85,00;85,00
20170105;2;-;85,00;85,00;85,00
20170105;3;-;85,00;85,00;85,00
20170105;4;-;85,00;85,00;85,00
20170105;5;-;121,00;121,00;121,00
20170105;6;-;122,11;122,11;122,11
20170105;7;-;136,21;136,21;136,21
20170105;8;20,59;161,73;161,73;161,73
20170105;9;24,12;175,00;175,00;175,00
20170105;10;31,69;127,70;127,70;127,70
20170105;11;34,08;175,00;175,00;175,00
20170105;12;34,14;181,50;181,50;181,50
20170105;13;33,30;130,39;130,39;130,39
20170105;14;35,26;130,39;130,39;130,39
20170105;15;37,23;128,20;128,20;128,20
20170105;16;32,42;127,00;127,00;127,00
20170105;17;41,79;128,10;128,10;128,10
20170105;18;41,79;162,01;162,01;162,01
20170105;19;41,79;140,00;140,00;140,00
20170105;20;41,79;140,01;140,01;140,01
20170105;21;36,65;140,01;140,01;140,01
20170105;22;32,19;175,00;175,00;175,00
20170105;23;-;141,60;141,60;141,60
20170105;24;-;139,40;139,40;139,40
20170106;1;-;135,05;135,05;135,05
20170106;2;-;139,41;139,41;139,41
20170106;3;-;143,89;143,89;143,89
20170106;4;-;150,89;150,89;150,89
20170106;5;-;143,89;143,89;143,89
