Data;Godzina;COR;CRO;CROs;CROz
20160701;1;-;145,77;145,77;145,77
20160701;2;-;143,68;143,68;143,68
20160701;3;-;145,77;145,77;145,77
20160701;4;-;144,35;144,35;144,35
20160701;5;-;139,37;139,37;139,37
20160701;6;-;145,15;145,15;145,15
20160701;7;-;154,39;154,39;154,39
20160701;8;37,80;192,85;192,85;192,85
20160701;9;41,20;224,42;224,42;224,42
20160701;10;41,20;621,88;621,88;621,88
20160701;11;41,20;724,38;724,38;724,38
20160701;12;41,20;908,24;908,24;908,24
20160701;13;41,20;913,93;913,93;913,93
20160701;14;41,20;906,82;906,82;906,82
20160701;15;41,20;859,79;859,79;859,79
20160701;16;41,20;451,42;451,42;451,42
20160701;17;41,20;222,60;222,60;222,60
20160701;18;41,20;139,70;139,70;139,70
20160701;19;41,20;139,70;139,70;139,70
20160701;20;41,20;139,70;139,70;139,70
20160701;21;41,20;139,70;139,70;139,70
20160701;22;41,20;139,50;139,50;139,50
20160701;23;-;145,77;145,77;145,77
20160701;24;-;145,77;145,77;145,77
20160702;1;-;149,39;149,39;149,39
20160702;2;-;148,38;148,38;148,38
20160702;3;-;147,31;147,31;147,31
20160702;4;-;130,05;130,05;130,05
20160702;5;-;115,00;115,00;115,00
20160702;6;-;100,00;100,00;100,00
20160702;7;-;104,95;104,95;104,95
20160702;8;-;162,48;162,48;162,48
20160702;9;-;250,00;250,00;250,00
20160702;10;-;576,58;576,58;576,58
20160702;11;-;557,94;557,94;557,94
20160702;12;-;511,00;511,00;511,00
20160702;13;-;334,84;334,84;334,84
20160702;14;-;237,00;237,00;237,00
20160702;15;-;206,00;206,00;206,00
20160702;16;-;184,49;184,49;184,49
20160702;17;-;181,09;181,09;181,09
20160702;18;-;181,09;181,09;181,09
20160702;19;-;175,00;175,00;175,00
20160702;20;-;172,00;172,00;172,00
20160702;21;-;172,00;172,00;172,00
20160702;22;-;182,47;182,47;182,47
20160702;23;-;171,00;171,00;171,00
20160702;24;-;152,51;152,51;152,51
20160703;1;-;144,78;144,78;144,78
20160703;2;-;138,89;138,89;138,89
20160703;3;-;138,89;138,89;138,89
20160703;4;-;135,05;135,05;135,05
20160703;5;-;108,01;108,01;108,01
20160703;6;-;105,01;105,01;105,01
20160703;7;-;130,05;130,05;130,05
20160703;8;-;123,45;123,45;123,45
20160703;9;-;130,05;130,05;130,05
20160703;10;-;127,10;127,10;127,10
20160703;11;-;135,05;135,05;135,05
20160703;12;-;137,41;137,41;137,41
20160703;13;-;133,05;133,05;133,05
20160703;14;-;130,05;130,05;130,05
20160703;15;-;126,90;126,90;126,90
20160703;16;-;126,70;126,70;126,70
20160703;17;-;126,80;126,80;126,80
20160703;18;-;138,89;138,89;138,89
20160703;19;-;138,89;138,89;138,89
20160703;20;-;147,10;147,10;147,10
20160703;21;-;146,78;146,78;146,78
20160703;22;-;146,11;146,11;146,11
20160703;23;-;130,05;130,05;130,05
20160703;24;-;145,98;145,98;145,98
20160704;1;-;73,20;73,20;73,20
20160704;2;-;72,20;72,20;72,20
20160704;3;-;72,10;72,10;72,10
20160704;4;-;72,10;72,10;72,10
20160704;5;-;72,10;72,10;72,10
20160704;6;-;73,20;73,20;73,20
20160704;7;-;117,00;117,00;117,00
20160704;8;31,84;111,55;111,55;111,55
20160704;9;41,20;126,90;126,90;126,90
20160704;10;41,20;135,00;135,00;135,00
20160704;11;41,20;111,55;111,55;111,55
20160704;12;41,20;100,00;100,00;100,00
20160704;13;41,20;111,55;111,55;111,55
20160704;14;41,20;85,00;85,00;85,00
20160704;15;41,20;85,00;85,00;85,00
20160704;16;41,20;85,00;85,00;85,00
20160704;17;41,20;100,00;100,00;100,00
20160704;18;41,20;85,00;85,00;85,00
20160704;19;41,20;111,55;111,55;111,55
20160704;20;41,20;126,70;126,70;126,70
20160704;21;41,20;126,70;126,70;126,70
20160704;22;41,20;126,70;126,70;126,70
20160704;23;-;129,50;129,50;129,50
20160704;24;-;130,25;130,25;130,25
20160705;1;-;113,01;113,01;113,01
20160705;2;-;130,00;130,00;130,00
20160705;3;-;122,35;122,35;122,35
20160705;4;-;120,25;120,25;120,25
20160705;5;-;120,05;120,05;120,05
20160705;6;-;136,26;136,26;136,26
20160705;7;-;138,89;138,89;138,89
20160705;8;39,79;127,00;127,00;127,00
20160705;9;41,20;137,31;137,31;137,31
20160705;10;41,20;137,41;137,41;137,41
20160705;11;41,20;137,41;137,41;137,41
20160705;12;41,20;223,95;223,95;223,95
20160705;13;41,20;137,41;137,41;137,41
20160705;14;41,20;137,21;137,21;137,21
20160705;15;41,20;137,31;137,31;137,31
20160705;16;41,20;135,00;135,00;135,00
20160705;17;41,20;127,00;127,00;127,00
20160705;18;39,97;127,00;127,00;127,00
20160705;19;35,74;126,70;126,70;126,70
20160705;20;36,75;111,55;111,55;111,55
20160705;21;32,54;126,90;126,90;126,90
20160705;22;31,63;108,01;108,01;108,01
