Data;Godzina;COR;CRO;CROs;CROz
20161201;1;-;100,00;100,00;100,00
20161201;2;-;120,01;120,01;120,01
20161201;3;-;125,21;125,21;125,21
20161201;4;-;141,70;141,70;141,70
20161201;5;-;148,33;148,33;148,33
20161201;6;-;150,29;150,29;150,29
20161201;7;-;156,44;156,44;156,44
20161201;8;27,69;206,89;206,89;206,89
20161201;9;38,28;237,94;237,94;237,94
20161201;10;41,20;248,00;248,00;248,00
20161201;11;38,52;224,60;224,60;224,60
20161201;12;36,94;221,00;221,00;221,00
20161201;13;36,56;243,00;243,00;243,00
20161201;14;39,49;254,10;254,10;254,10
20161201;15;38,45;241,00;241,00;241,00
20161201;16;37,77;250,00;250,00;250,00
20161201;17;40,40;256,95;256,95;256,95
20161201;18;40,30;259,61;259,61;259,61
20161201;19;34,58;231,37;231,37;231,37
20161201;20;30,31;205,51;205,51;205,51
20161201;21;23,40;178,58;178,58;178,58
20161201;22;21,41;169,61;169,61;169,61
20161201;23;-;148,33;148,33;148,33
20161201;24;-;85,00;85,00;85,00
20161202;1;-;72,20;72,20;72,20
20161202;2;-;72,10;72,10;72,10
20161202;3;-;72,10;72,10;72,10
20161202;4;-;72,10;72,10;72,10
20161202;5;-;138,89;138,89;138,89
20161202;6;-;145,90;145,90;145,90
20161202;7;-;147,57;147,57;147,57
20161202;8;32,58;175,40;175,40;175,40
20161202;9;41,20;210,56;210,56;210,56
20161202;10;41,20;230,64;230,64;230,64
20161202;11;41,20;230,64;230,64;230,64
20161202;12;41,20;227,50;227,50;227,50
20161202;13;41,20;228,77;228,77;228,77
20161202;14;41,20;225,87;225,87;225,87
20161202;15;41,20;166,50;166,50;166,50
20161202;16;41,20;155,00;155,00;155,00
20161202;17;41,20;225,87;225,87;225,87
20161202;18;41,20;228,73;228,73;228,73
20161202;19;41,20;128,20;128,20;128,20
20161202;20;41,20;127,10;127,10;127,10
20161202;21;41,20;128,10;128,10;128,10
20161202;22;36,74;155,00;155,00;155,00
20161202;23;-;158,69;158,69;158,69
20161202;24;-;133,10;133,10;133,10
20161203;1;-;125,00;125,00;125,00
20161203;2;-;138,89;138,89;138,89
20161203;3;-;138,89;138,89;138,89
20161203;4;-;140,89;140,89;140,89
20161203;5;-;147,75;147,75;147,75
20161203;6;-;143,89;143,89;143,89
20161203;7;-;147,75;147,75;147,75
20161203;8;-;155,00;155,00;155,00
20161203;9;-;115,39;115,39;115,39
20161203;10;-;126,80;126,80;126,80
20161203;11;-;128,20;128,20;128,20
20161203;12;-;155,00;155,00;155,00
20161203;13;-;155,00;155,00;155,00
20161203;14;-;153,89;153,89;153,89
20161203;15;-;127,70;127,70;127,70
