date,pln_usd,pln_eur
2023-02-17,4.4888,4.7747
2023-02-20,4.4515,4.7542
2023-02-21,4.4524,4.7469
2023-02-22,4.4687,4.7538
2023-02-23,4.4873,4.7525
2023-02-24,4.463,4.7245
2023-02-27,4.4697,4.7162
2023-02-28,4.4475,4.717
2023-03-01,4.4094,4.6925
2023-03-02,4.4002,4.675
2023-03-03,4.4341,4.7046
2023-03-06,4.4289,4.7073
2023-03-07,4.3981,4.6871
2023-03-08,4.4626,4.7018
2023-03-09,4.4356,4.6836
2023-03-10,4.4266,4.6838
2023-03-13,4.3906,4.6848
2023-03-14,4.3793,4.6909
2023-03-15,4.403,4.7015
2023-03-16,4.4248,4.6978
2023-03-17,4.4202,4.7062
2023-03-20,4.413,4.7109
2023-03-21,4.3715,4.6981
2023-03-22,4.3467,4.6888
2023-03-23,4.3011,4.6817
2023-03-24,4.3742,4.6911
2023-03-27,4.3518,4.6856
2023-03-28,4.33,4.6816
2023-03-29,4.3247,4.685
2023-03-30,4.3043,4.6801
2023-03-31,4.2934,4.6755
2023-04-03,4.3168,4.6805
2023-04-04,4.2855,4.6785
2023-04-05,4.2739,4.6803
2023-04-06,4.3033,4.6902
2023-04-07,4.2932,4.6862
2023-04-11,4.2917,4.681
2023-04-12,4.2713,4.666
2023-04-13,4.2225,4.6511
2023-04-14,4.2042,4.6494
2023-04-17,4.2261,4.6341
2023-04-18,4.2151,4.6286
2023-04-19,4.2244,4.6278
2023-04-20,4.2024,4.6109
2023-04-21,4.2006,4.6039
2023-04-24,4.1905,4.6129
2023-04-25,4.1649,4.598
2023-04-26,4.1557,4.5887
2023-04-27,4.1541,4.5915
2023-04-28,4.1753,4.5889
2023-05-02,4.1823,4.5892
2023-05-04,4.1547,4.5868
2023-05-05,4.1612,4.5885
2023-05-08,4.1384,4.5671
2023-05-09,4.1609,4.5683
2023-05-10,4.1532,4.5488
2023-05-11,4.1414,4.5259
2023-05-12,4.1638,4.5444
2023-05-15,4.149,4.5096
2023-05-16,4.1228,4.4904
2023-05-17,4.1504,4.4945
2023-05-18,4.1929,4.5355
2023-05-19,4.2053,4.5367
2023-05-22,4.1881,4.5269
2023-05-23,4.1634,4.4981
2023-05-24,4.1573,4.4803
2023-05-25,4.1994,4.503
2023-05-26,4.2156,4.5242
2023-05-29,4.2234,4.5294
2023-05-30,4.2242,4.522
2023-05-31,4.2559,4.5376
2023-06-01,4.2399,4.5312
2023-06-02,4.1903,4.5148
2023-06-05,4.1933,4.4851
2023-06-06,4.1964,4.4902
2023-06-07,4.1887,4.479
2023-06-09,4.1545,4.4717
2023-06-12,4.1169,4.4366
2023-06-13,4.1439,4.4783
2023-06-14,4.1393,4.4715
2023-06-15,4.1203,4.4633
2023-06-16,4.0715,4.4583
2023-06-19,4.068,4.4457
2023-06-20,4.058,4.4386
2023-06-21,4.0648,4.4408
2023-06-22,4.033,4.4335
2023-06-23,4.0893,4.4367
2023-06-26,4.0669,4.4297
2023-06-27,4.0481,4.4286
2023-06-28,4.0719,4.46
2023-06-29,4.0832,4.4568
2023-06-30,4.1066,4.4503
2023-07-03,4.0714,4.4321
2023-07-04,4.0636,4.4273
2023-07-05,4.0869,4.4498
2023-07-06,4.1191,4.4754
2023-07-07,4.1189,4.4803
2023-07-10,4.0632,4.4553
2023-07-11,4.0374,4.4426
2023-07-12,4.0347,4.4471
2023-07-13,3.9724,4.4336
2023-07-14,3.9617,4.4486
2023-07-17,3.9616,4.452
2023-07-18,3.9451,4.4331
2023-07-19,3.9612,4.4492
2023-07-20,3.971,4.4511
2023-07-21,3.999,4.4501
2023-07-24,4.021,4.4517
2023-07-25,4.008,4.4348
2023-07-26,3.9949,4.4248
2023-07-27,3.9702,4.4224
2023-07-28,4.0377,4.4257
2023-07-31,3.9995,4.4135
2023-08-01,4.0262,4.419
2023-08-02,4.0497,4.4484
2023-08-03,4.081,4.4585
2023-08-04,4.062,4.4438
2023-08-07,4.0347,4.4279
2023-08-08,4.0396,4.4375
2023-08-09,4.0592,4.4586
2023-08-10,4.0521,4.465
2023-08-11,4.0501,4.4547
2023-08-14,4.0525,4.4361
2023-08-16,4.0832,4.4621
2023-08-17,4.1094,4.4681
2023-08-18,4.1285,4.4869
2023-08-21,4.1124,4.4768
2023-08-22,4.0924,4.4648
2023-08-23,4.1438,4.4834
2023-08-24,4.118,4.473
2023-08-25,4.1419,4.4674
2023-08-28,4.14,4.4716
2023-08-29,4.1341,4.469
2023-08-30,4.1167,4.474
2023-08-31,4.1074,4.4684
2023-09-01,4.1263,4.4762
2023-09-04,4.1353,4.4653
2023-09-05,4.1643,4.4764
2023-09-06,4.1895,4.4974
2023-09-07,4.289,4.594
2023-09-08,4.2958,4.6019
2023-09-11,4.3077,4.6209
2023-09-12,4.3711,4.6836
2023-09-13,4.3225,4.6402
2023-09-14,4.312,4.6285
2023-09-15,4.3418,4.6307
2023-09-18,4.3489,4.6377
2023-09-19,4.3472,4.6458
2023-09-20,4.3501,4.6529
2023-09-21,4.3365,4.621
2023-09-22,4.3269,4.6069
2023-09-25,4.3188,4.5892
2023-09-26,4.3485,4.6077
2023-09-27,4.3622,4.6065
2023-09-28,4.4062,4.634
2023-09-29,4.3697,4.6356
2023-10-02,4.3634,4.6091
2023-10-03,4.4012,4.6147
2023-10-04,4.4155,4.6303
2023-10-05,4.3768,4.5974
2023-10-06,4.3608,4.5998
2023-10-09,4.3439,4.5793
2023-10-10,4.2985,4.5581
2023-10-11,4.2589,4.5183
2023-10-12,4.2659,4.5329
2023-10-13,4.3033,4.5417
2023-10-16,4.2505,4.4804
2023-10-17,4.2131,4.4389
2023-10-18,4.2035,4.4488
2023-10-19,4.2264,4.4529
2023-10-20,4.2194,4.4675
2023-10-23,4.2022,4.4552
2023-10-24,4.1884,4.4604
2023-10-25,4.2284,4.4758
2023-10-26,4.2395,4.4708
2023-10-27,4.2267,4.4642
2023-10-30,4.204,4.4491
2023-10-31,4.1684,4.4475
2023-11-02,4.1963,4.4582
2023-11-03,4.1857,4.4569
2023-11-06,4.1512,4.4615
2023-11-07,4.1667,4.4513
2023-11-08,4.1804,4.4584
2023-11-09,4.1513,4.4413
2023-11-10,4.1423,4.4227
2023-11-13,4.1474,4.4336
2023-11-14,4.121,4.4163
2023-11-15,4.0453,4.39
2023-11-16,4.0415,4.3854
2023-11-17,4.0327,4.3767
2023-11-20,3.9938,4.368
2023-11-21,3.9882,4.3647
2023-11-22,4.018,4.3804
2023-11-23,3.9969,4.3658
2023-11-24,4.0103,4.3722
2023-11-27,3.9769,4.3543
2023-11-28,3.975,4.3542
2023-11-29,3.9478,4.3327
2023-11-30,3.981,4.3492
2023-12-01,3.991,4.3494
2023-12-04,3.985,4.3337
2023-12-05,3.991,4.3233
2023-12-06,4.0202,4.3382
2023-12-07,4.0199,4.3334
2023-12-08,4.0181,4.3303
2023-12-11,4.0277,4.3366
2023-12-12,4.0204,4.3396
2023-12-13,4.0149,4.3309
2023-12-14,3.9484,4.3053
2023-12-15,3.9326,4.3103
2023-12-18,3.9625,4.3269
2023-12-19,3.9591,4.3321
2023-12-20,3.9527,4.3341
2023-12-21,3.9645,4.3387
2023-12-22,3.9338,4.3288
2023-12-27,3.9178,4.3311
2023-12-28,3.899,4.3392
2023-12-29,3.935,4.348
2024-01-02,3.9432,4.3434
2024-01-03,3.9909,4.3646
2024-01-04,3.9684,4.3525
2024-01-05,3.985,4.3484
2024-01-08,3.9812,4.3548
2024-01-09,3.9612,4.3351
2024-01-10,3.9656,4.3413
2024-01-11,3.968,4.3505
2024-01-12,3.9746,4.3574
2024-01-15,3.9963,4.3748
2024-01-16,4.0358,4.3934
2024-01-17,4.0434,4.3978
2024-01-18,4.0437,4.4016
2024-01-19,4.0289,4.3846
2024-01-22,3.9972,4.356
2024-01-23,4.0133,4.3697
2024-01-24,4.0131,4.3755
2024-01-25,4.0189,4.379
2024-01-26,4.0393,4.3802
2024-01-29,4.0326,4.3653
2024-01-30,4.0301,4.3634
2024-01-31,4.0135,4.3434
2024-02-01,4.0047,4.3247
2024-02-02,3.9641,4.3173
2024-02-05,4.0244,4.3278
2024-02-06,4.0484,4.3435
2024-02-07,4.0362,4.3466
2024-02-08,4.0292,4.3449
2024-02-09,4.0096,4.3167
2024-02-12,4.0189,4.328
2024-02-13,4.0136,4.3214
2024-02-14,4.0593,4.3435
2024-02-15,4.0495,4.3463
2024-02-16,4.0325,4.3414
2024-02-19,4.0269,4.339
2024-02-20,3.9994,4.3186
2024-02-21,3.9966,4.3163
2024-02-22,3.9804,4.3199
2024-02-23,4.005,4.3326
2024-02-26,3.9776,4.3117
2024-02-27,3.9682,4.3067
2024-02-28,3.9922,4.3116
2024-02-29,3.9803,4.319
2024-03-01,3.9922,4.3176
2024-03-04,3.982,4.3201
2024-03-05,3.9838,4.3228
2024-03-06,3.963,4.3106
2024-03-07,3.9485,4.3045
2024-03-08,3.9392,4.3079
2024-03-11,3.9262,4.2933
2024-03-12,3.9162,4.2804
2024-03-13,3.9269,4.2896
2024-03-14,3.9183,4.287
2024-03-15,3.9392,4.2929
2024-03-18,3.9528,4.3086
2024-03-19,3.9866,4.3201
2024-03-20,3.9895,4.3242
2024-03-21,3.9431,4.3031
2024-03-22,3.9928,4.3186
2024-03-25,3.9833,4.3091
2024-03-26,3.9704,4.3093
2024-03-27,3.9857,4.3153
2024-03-28,4.0081,4.3191
2024-03-29,3.9886,4.3009
2024-04-02,4.0009,4.2934
2024-04-03,3.9843,4.2923
2024-04-04,3.9515,4.2921
2024-04-05,3.9571,4.2883
2024-04-08,3.9546,4.2805
2024-04-09,3.9223,4.2588
2024-04-10,3.9264,4.2641
2024-04-11,3.9707,4.2649
2024-04-12,3.9983,4.2666
2024-04-15,4.0209,4.2851
2024-04-16,4.0687,4.3197
2024-04-17,4.0741,4.3353
2024-04-18,4.0559,4.3309
2024-04-19,4.0688,4.3316
2024-04-22,4.054,4.3203
2024-04-23,4.061,4.3335
2024-04-24,4.0417,4.3177
2024-04-25,4.0276,4.3198
2024-04-26,4.0245,4.3225
2024-04-29,4.0346,4.319
2024-04-30,4.0341,4.3213
2024-05-02,4.0474,4.3323
2024-05-06,4.0202,4.3294
2024-05-07,4.0056,4.3116
2024-05-08,4.0202,4.3195
2024-05-09,4.0076,4.2993
2024-05-10,3.9866,4.2979
2024-05-13,3.9853,4.2977
2024-05-14,3.9701,4.2812
2024-05-15,3.9368,4.2635
2024-05-16,3.9195,4.2617
2024-05-17,3.9363,4.2685
2024-05-20,3.9149,4.2575
2024-05-21,3.9175,4.2572
2024-05-22,3.9243,4.2575
2024-05-23,3.9394,4.2699
2024-05-24,3.9376,4.2624
2024-05-27,3.9196,4.2528
2024-05-28,3.9183,4.2592
2024-05-29,3.9244,4.2529
2024-05-31,3.9389,4.2678
2024-06-03,3.9501,4.2817
2024-06-04,3.9448,4.2923
2024-06-05,3.9607,4.3081
2024-06-06,3.953,4.2997
2024-06-07,3.9389,4.2891
2024-06-10,4.0159,4.3197
2024-06-11,4.0443,4.3456
2024-06-12,4.0342,4.3354
2024-06-13,4.0119,4.3355
2024-06-14,4.076,4.3581
2024-06-17,4.0728,4.3608
2024-06-18,4.0549,4.3468
2024-06-19,4.0387,4.3376
2024-06-20,4.0345,4.3238
2024-06-21,4.0527,4.3331
2024-06-24,4.0319,4.3198
2024-06-25,3.9975,4.2909
2024-06-26,4.0291,4.3087
2024-06-27,4.0312,4.3085
2024-06-28,4.032,4.313
2024-07-01,3.9915,4.2981
2024-07-02,4.0375,4.3286
2024-07-03,3.999,4.3021
2024-07-04,3.9784,4.2975
2024-07-05,3.9581,4.2858
2024-07-08,3.947,4.278
2024-07-09,3.9391,4.2633
2024-07-10,3.9324,4.2529
2024-07-11,3.9257,4.2586
2024-07-12,3.9099,4.2567
2024-07-15,3.896,4.2499
2024-07-16,3.9083,4.2604
2024-07-17,3.921,4.2904
2024-07-18,3.9296,4.2954
2024-07-19,3.9461,4.293
2024-07-22,3.9307,4.2797
2024-07-23,3.9355,4.281
2024-07-24,3.9498,4.2796
2024-07-25,3.9619,4.2971
2024-07-26,3.9415,4.2773
2024-07-29,3.9556,4.2847
2024-07-30,3.9567,4.2845
2024-07-31,3.9689,4.2953
2024-08-01,3.9802,4.2924
2024-08-02,3.9672,4.2903
2024-08-05,3.9331,4.3073
2024-08-06,3.9467,4.313
2024-08-07,3.9526,4.3158
2024-08-08,3.952,4.3225
2024-08-09,3.9604,4.3238
2024-08-12,3.9488,4.3123
2024-08-13,3.9314,4.2945
2024-08-14,3.8963,4.2933
2024-08-16,3.8914,4.2732
2024-08-19,3.8682,4.2693
2024-08-20,3.8506,4.2665
2024-08-21,3.8565,4.2879
2024-08-22,3.8456,4.285
2024-08-23,3.8453,4.2769
2024-08-26,3.8284,4.2803
2024-08-27,3.8331,4.2802
2024-08-28,3.8539,4.2938
2024-08-29,3.867,4.2862
2024-08-30,3.8644,4.2798
2024-09-02,3.8684,4.2812
2024-09-03,3.8701,4.2757
2024-09-04,3.8738,4.2815
2024-09-05,3.8487,4.2717
2024-09-06,3.8489,4.279
2024-09-09,3.8758,4.2818
2024-09-10,3.8798,4.2827
2024-09-11,3.8816,4.2864
2024-09-12,3.9025,4.2986
2024-09-13,3.8659,4.2883
2024-09-16,3.8438,4.2753
2024-09-17,3.8354,4.2748
2024-09-18,3.8358,4.2691
2024-09-19,3.8249,4.2693
2024-09-20,3.8317,4.2779
2024-09-23,3.8571,4.2785
2024-09-24,3.83,4.2668
2024-09-25,3.8117,4.2634
2024-09-26,3.8294,4.2665
2024-09-27,3.8368,4.2761
2024-09-30,3.8193,4.2791
2024-10-01,3.859,4.2846
2024-10-02,3.8792,4.2952
2024-10-03,3.8951,4.299
2024-10-04,3.9118,4.313
2024-10-07,3.9368,4.3185
2024-10-08,3.9299,4.3203
2024-10-09,3.9266,4.3026
2024-10-10,3.9355,4.3029
2024-10-11,3.9204,4.2926
2024-10-14,3.9288,4.2928
2024-10-15,3.9332,4.2913
2024-10-16,3.9468,4.2955
2024-10-17,3.9786,4.3174
2024-10-18,3.9718,4.3048
2024-10-21,3.9775,4.3178
2024-10-22,3.9862,4.3159
2024-10-23,4.0176,4.3344
2024-10-24,4.0168,4.3396
2024-10-25,4.0219,4.3533
2024-10-28,4.0207,4.3478
2024-10-29,4.0251,4.3542
2024-10-30,3.9989,4.335
2024-10-31,4.0059,4.353
2024-11-04,3.9869,4.3443
2024-11-05,4.0038,4.3607
2024-11-06,4.0595,4.3662
2024-11-07,4.0414,4.3431
2024-11-08,4.0117,4.3244
2024-11-12,4.1011,4.357
2024-11-13,4.0853,4.3416
2024-11-14,4.122,4.3365
2024-11-15,4.0898,4.3198
2024-11-18,4.0997,4.332
2024-11-19,4.1052,4.3308
2024-11-20,4.112,4.3404
2024-11-21,4.1332,4.3469
2024-11-22,4.1752,4.343
2024-11-25,4.1297,4.3319
2024-11-26,4.1073,4.3157
2024-11-27,4.0974,4.309
2024-11-28,4.0907,4.3085
2024-11-29,4.077,4.3043
2024-12-02,4.0827,4.2923
2024-12-03,4.0803,4.2927
2024-12-04,4.0845,4.2899
2024-12-05,4.0554,4.2695
2024-12-06,4.0341,4.2669
2024-12-09,4.0298,4.2581
2024-12-10,4.0518,4.2672
2024-12-11,4.0628,4.2661
2024-12-12,4.074,4.2818
2024-12-13,4.0738,4.2722
2024-12-16,4.0571,4.2622
2024-12-17,4.0623,4.2599
2024-12-18,4.0621,4.2628
2024-12-19,4.0944,4.2633
2024-12-20,4.1002,4.2572
2024-12-23,4.095,4.2621
2024-12-24,4.1127,4.2739
2024-12-27,4.1036,4.2747
2024-12-30,4.096,4.2738
2024-12-31,4.1012,4.273
