date,indeks,price,volume
04.04.2024,tgebase,403.81,136769.70
05.04.2024,tgebase,352.61,115518.90
06.04.2024,tgebase,286.74,133574.70
07.04.2024,tgebase,243.88,104435.50
08.04.2024,tgebase,394.53,126910.00
09.04.2024,tgebase,333.80,117713.60
10.04.2024,tgebase,378.48,113300.60
11.04.2024,tgebase,322.72,125862.80
12.04.2024,tgebase,366.03,108864.00
13.04.2024,tgebase,274.41,107949.70
14.04.2024,tgebase,123.00,106797.80
15.04.2024,tgebase,410.69,123869.50
16.04.2024,tgebase,334.92,125957.60
17.04.2024,tgebase,448.87,122835.40
18.04.2024,tgebase,435.18,111701.20
19.04.2024,tgebase,417.49,118438.40
20.04.2024,tgebase,376.89,100248.40
21.04.2024,tgebase,340.94,77016.20
22.04.2024,tgebase,453.69,122218.00
23.04.2024,tgebase,454.18,137327.10
24.04.2024,tgebase,454.94,162001.90
25.04.2024,tgebase,447.26,138517.40
26.04.2024,tgebase,400.29,121535.50
27.04.2024,tgebase,312.40,104371.30
28.04.2024,tgebase,148.29,106264.50
29.04.2024,tgebase,359.48,105743.50
30.04.2024,tgebase,318.90,113644.30
01.05.2024,tgebase,155.06,104399.60
02.05.2024,tgebase,210.51,116290.50
03.05.2024,tgebase,311.36,90133.90
04.05.2024,tgebase,353.09,99591.50
05.05.2024,tgebase,288.05,89700.70
06.05.2024,tgebase,411.45,111439.50
07.05.2024,tgebase,417.36,115598.80
08.05.2024,tgebase,407.53,133838.40
09.05.2024,tgebase,389.18,142662.20
10.05.2024,tgebase,428.01,130786.10
11.05.2024,tgebase,420.29,133936.90
12.05.2024,tgebase,242.79,104433.50
13.05.2024,tgebase,386.56,119989.90
14.05.2024,tgebase,388.92,125517.70
15.05.2024,tgebase,263.97,123540.10
16.05.2024,tgebase,237.91,141076.00
17.05.2024,tgebase,253.92,156742.30
18.05.2024,tgebase,253.92,156742.30
19.05.2024,tgebase,322.01,117116.10
20.05.2024,tgebase,352.53,110207.10
21.05.2024,tgebase,408.17,116337.80
22.05.2024,tgebase,406.77,114279.80
23.05.2024,tgebase,473.76,127830.50
24.05.2024,tgebase,463.78,129087.00
25.05.2024,tgebase,412.12,124931.90
26.05.2024,tgebase,318.04,100947.40
27.05.2024,tgebase,434.79,114760.70
28.05.2024,tgebase,430.81,127758.00
29.05.2024,tgebase,456.65,139100.50
30.05.2024,tgebase,411.31,126138.90
31.05.2024,tgebase,447.56,122241.90
01.06.2024,tgebase,423.05,111205.30
02.06.2024,tgebase,395.70,96560.40
03.06.2024,tgebase,461.42,106636.90
04.06.2024,tgebase,515.09,129043.90
05.06.2024,tgebase,485.52,120917.40
06.06.2024,tgebase,525.91,137112.00
07.06.2024,tgebase,503.92,136584.60
08.06.2024,tgebase,385.93,120862.90
09.06.2024,tgebase,255.95,105562.70
10.06.2024,tgebase,511.54,133250.60
11.06.2024,tgebase,370.82,134387.30
12.06.2024,tgebase,461.94,130353.50
13.06.2024,tgebase,527.09,162918.20
14.06.2024,tgebase,547.44,164589.40
15.06.2024,tgebase,337.40,112029.80
16.06.2024,tgebase,420.60,106064.50
17.06.2024,tgebase,542.01,134427.30
18.06.2024,tgebase,586.32,131054.00
19.06.2024,tgebase,472.03,119465.40
20.06.2024,tgebase,496.66,156112.60
21.06.2024,tgebase,500.26,152731.60
22.06.2024,tgebase,334.27,109612.60
23.06.2024,tgebase,229.95,118203.30
24.06.2024,tgebase,598.74,142260.40
25.06.2024,tgebase,595.48,140893.50
26.06.2024,tgebase,565.15,139619.10
27.06.2024,tgebase,602.03,137227.80
28.06.2024,tgebase,599.43,144619.60
29.06.2024,tgebase,439.42,123119.70
30.06.2024,tgebase,191.77,144582.80
01.07.2024,tgebase,670.45,140314.80
02.07.2024,tgebase,555.22,126841.60
03.07.2024,tgebase,546.89,140372.80
04.07.2024,tgebase,444.53,128776.30
05.07.2024,tgebase,349.20,120793.80
06.07.2024,tgebase,254.35,117290.60
07.07.2024,tgebase,356.74,101269.60
08.07.2024,tgebase,600.98,158574.80
09.07.2024,tgebase,492.57,142484.60
10.07.2024,tgebase,439.82,158593.70
11.07.2024,tgebase,633.68,171524.00
12.07.2024,tgebase,522.05,147462.80
13.07.2024,tgebase,346.38,125323.20
14.07.2024,tgebase,426.20,109472.40
15.07.2024,tgebase,594.77,131021.10
16.07.2024,tgebase,634.32,132220.10
17.07.2024,tgebase,633.77,141498.40
18.07.2024,tgebase,642.03,131308.00
19.07.2024,tgebase,580.26,148115.70
20.07.2024,tgebase,416.44,133254.60
21.07.2024,tgebase,303.68,104536.90
22.07.2024,tgebase,546.01,128256.00
23.07.2024,tgebase,541.39,151153.20
24.07.2024,tgebase,505.06,158577.40
25.07.2024,tgebase,501.73,136183.50
26.07.2024,tgebase,487.80,152995.90
27.07.2024,tgebase,456.13,150129.80
28.07.2024,tgebase,230.63,105483.20
29.07.2024,tgebase,274.92,164611.70
30.07.2024,tgebase,372.29,140343.80
31.07.2024,tgebase,382.95,142613.30
01.08.2024,tgebase,419.93,138093.00
02.08.2024,tgebase,463.91,125120.50
03.08.2024,tgebase,443.62,126740.80
04.08.2024,tgebase,335.71,84671.80
05.08.2024,tgebase,447.66,105980.00
06.08.2024,tgebase,478.14,115495.70
07.08.2024,tgebase,434.37,144472.10
08.08.2024,tgebase,481.11,127465.30
09.08.2024,tgebase,365.49,117991.90
10.08.2024,tgebase,230.77,108178.20
11.08.2024,tgebase,182.29,146206.30
12.08.2024,tgebase,389.11,126781.60
13.08.2024,tgebase,403.78,126932.20
14.08.2024,tgebase,418.22,152543.00
15.08.2024,tgebase,366.13,141374.10
16.08.2024,tgebase,448.23,122023.80
17.08.2024,tgebase,469.27,112325.80
18.08.2024,tgebase,398.66,91713.10
19.08.2024,tgebase,549.71,115026.30
20.08.2024,tgebase,567.24,125469.40
21.08.2024,tgebase,467.91,117272.70
22.08.2024,tgebase,485.55,118092.20
23.08.2024,tgebase,368.40,115499.10
24.08.2024,tgebase,353.39,111453.30
25.08.2024,tgebase,212.52,138495.40
26.08.2024,tgebase,554.10,123120.70
27.08.2024,tgebase,512.76,120474.40
28.08.2024,tgebase,436.63,125982.10
29.08.2024,tgebase,529.01,126064.00
30.08.2024,tgebase,637.21,134208.40
31.08.2024,tgebase,416.65,107130.60
01.09.2024,tgebase,312.04,89867.00
02.09.2024,tgebase,597.55,114348.30
03.09.2024,tgebase,657.41,141226.00
04.09.2024,tgebase,599.80,151873.00
05.09.2024,tgebase,395.97,131758.60
06.09.2024,tgebase,392.92,134348.50
07.09.2024,tgebase,334.64,136335.90
08.09.2024,tgebase,269.45,136641.40
09.09.2024,tgebase,454.83,151312.00
10.09.2024,tgebase,577.77,140474.50
11.09.2024,tgebase,484.54,136597.30
12.09.2024,tgebase,619.03,170507.60
13.09.2024,tgebase,446.48,132950.20
14.09.2024,tgebase,257.24,152438.70
15.09.2024,tgebase,258.97,149708.50
16.09.2024,tgebase,464.43,106585.70
17.09.2024,tgebase,477.69,130828.60
18.09.2024,tgebase,436.94,126943.70
19.09.2024,tgebase,385.86,120844.10
20.09.2024,tgebase,380.29,129361.20
21.09.2024,tgebase,375.03,136948.40
22.09.2024,tgebase,342.84,115838.00
23.09.2024,tgebase,516.97,121842.00
24.09.2024,tgebase,403.48,126454.30
25.09.2024,tgebase,341.28,123790.60
26.09.2024,tgebase,292.04,129342.80
27.09.2024,tgebase,190.85,145512.20
28.09.2024,tgebase,162.47,150931.20
29.09.2024,tgebase,278.15,116746.30
30.09.2024,tgebase,432.52,120581.00
01.10.2024,tgebase,501.64,118056.30
02.10.2024,tgebase,498.46,180485.10
03.10.2024,tgebase,614.79,140472.20
04.10.2024,tgebase,546.25,145513.40
05.10.2024,tgebase,508.58,145857.10
06.10.2024,tgebase,459.51,112022.90
07.10.2024,tgebase,559.87,120944.90
08.10.2024,tgebase,434.55,108295.40
09.10.2024,tgebase,432.20,114130.80
10.10.2024,tgebase,272.23,124933.60
11.10.2024,tgebase,423.15,109777.80
12.10.2024,tgebase,415.42,115997.00
13.10.2024,tgebase,61.76,130630.30
14.10.2024,tgebase,432.31,130161.60
15.10.2024,tgebase,558.93,124460.80
16.10.2024,tgebase,344.98,120686.60
17.10.2024,tgebase,242.81,168070.50
18.10.2024,tgebase,410.45,139709.00
19.10.2024,tgebase,300.10,144408.90
20.10.2024,tgebase,235.20,103647.00
21.10.2024,tgebase,431.72,110218.80
22.10.2024,tgebase,510.77,132673.40
23.10.2024,tgebase,550.57,129962.90
24.10.2024,tgebase,549.72,146622.30
25.10.2024,tgebase,555.48,115724.20
26.10.2024,tgebase,506.02,118413.60
27.10.2024,tgebase,417.22,80602.80
28.10.2024,tgebase,580.67,101670.00
29.10.2024,tgebase,633.10,133802.00
30.10.2024,tgebase,545.28,112488.10
31.10.2024,tgebase,431.90,114698.10
01.11.2024,tgebase,130.84,223910.10
02.11.2024,tgebase,422.87,144899.10
03.11.2024,tgebase,365.79,129626.50
04.11.2024,tgebase,629.92,130130.90
05.11.2024,tgebase,637.78,112901.40
06.11.2024,tgebase,882.37,130456.00
07.11.2024,tgebase,782.86,132200.20
08.11.2024,tgebase,543.19,120135.20
09.11.2024,tgebase,503.46,96169.80
10.11.2024,tgebase,479.17,99820.10
11.11.2024,tgebase,530.28,99248.70
12.11.2024,tgebase,744.48,118160.10
13.11.2024,tgebase,754.64,132833.70
14.11.2024,tgebase,561.60,96345.80
15.11.2024,tgebase,524.85,101665.20
16.11.2024,tgebase,373.47,125719.50
17.11.2024,tgebase,173.61,160806.20
18.11.2024,tgebase,385.80,150593.40
19.11.2024,tgebase,557.45,138868.20
20.11.2024,tgebase,508.29,132546.70
21.11.2024,tgebase,506.63,131068.00
22.11.2024,tgebase,617.67,136619.10
23.11.2024,tgebase,394.49,135693.40
24.11.2024,tgebase,252.91,125838.50
25.11.2024,tgebase,313.67,137540.60
26.11.2024,tgebase,645.50,130760.00
27.11.2024,tgebase,707.18,127980.20
28.11.2024,tgebase,515.58,112570.20
29.11.2024,tgebase,644.82,129284.50
30.11.2024,tgebase,572.94,145935.00
01.12.2024,tgebase,477.94,96638.60
02.12.2024,tgebase,503.37,96254.00
03.12.2024,tgebase,682.99,113061.70
04.12.2024,tgebase,761.21,124511.40
05.12.2024,tgebase,715.12,127629.00
06.12.2024,tgebase,471.30,121138.30
07.12.2024,tgebase,542.59,112282.00
08.12.2024,tgebase,471.07,86030.30
09.12.2024,tgebase,494.05,102700.10
10.12.2024,tgebase,636.11,122304.80
11.12.2024,tgebase,786.73,153225.30
12.12.2024,tgebase,817.16,153236.50
13.12.2024,tgebase,667.40,133353.70
14.12.2024,tgebase,406.43,125301.30
15.12.2024,tgebase,163.05,164281.50
16.12.2024,tgebase,248.28,158144.80
17.12.2024,tgebase,330.77,157572.00
18.12.2024,tgebase,434.82,119879.10
19.12.2024,tgebase,253.46,140188.50
20.12.2024,tgebase,289.14,148491.10
21.12.2024,tgebase,280.00,114459.20
22.12.2024,tgebase,222.24,130218.80
23.12.2024,tgebase,505.49,81872.60
24.12.2024,tgebase,440.66,84501.80
25.12.2024,tgebase,397.03,81388.40
26.12.2024,tgebase,456.08,96350.20
27.12.2024,tgebase,553.85,110278.90
28.12.2024,tgebase,510.76,133799.60
29.12.2024,tgebase,419.72,80847.30
30.12.2024,tgebase,287.28,135681.60
31.12.2024,tgebase,200.56,166908.60
01.01.2025,tgebase,-45.36,190145.60
02.01.2025,tgebase,323.79,159965.10
03.01.2025,tgebase,387.26,149595.80
04.01.2025,tgebase,489.69,146608.20
05.01.2025,tgebase,403.91,98605.30
06.01.2025,tgebase,236.02,143994.50
07.01.2025,tgebase,366.06,126434.00
08.01.2025,tgebase,440.19,127669.10
09.01.2025,tgebase,539.97,113459.20
10.01.2025,tgebase,449.56,153886.50
11.01.2025,tgebase,412.55,191917.00
12.01.2025,tgebase,440.56,164765.70
13.01.2025,tgebase,583.42,127429.60
14.01.2025,tgebase,514.58,148146.50
15.01.2025,tgebase,857.53,128613.40
16.01.2025,tgebase,619.26,137953.20
17.01.2025,tgebase,595.59,130999.20
18.01.2025,tgebase,558.16,150265.60
19.01.2025,tgebase,530.23,139990.60
20.01.2025,tgebase,645.23,153490.60
21.01.2025,tgebase,672.30,140632.60
22.01.2025,tgebase,597.31,133760.90
23.01.2025,tgebase,470.62,125926.40
24.01.2025,tgebase,456.64,107988.20
25.01.2025,tgebase,432.31,142923.50
26.01.2025,tgebase,468.08,99595.10
27.01.2025,tgebase,414.49,117266.30
28.01.2025,tgebase,493.18,105207.90
29.01.2025,tgebase,451.09,129325.50
30.01.2025,tgebase,552.14,135362.60
31.01.2025,tgebase,575.74,129040.30
01.02.2025,tgebase,560.66,149224.70
02.02.2025,tgebase,565.16,147419.50
03.02.2025,tgebase,648.57,146462.40
04.02.2025,tgebase,611.74,137770.60
05.02.2025,tgebase,587.89,128618.30
06.02.2025,tgebase,653.66,147022.50
07.02.2025,tgebase,545.06,120150.00
08.02.2025,tgebase,462.88,143185.80
09.02.2025,tgebase,524.62,130295.70
10.02.2025,tgebase,532.25,121664.10
11.02.2025,tgebase,529.90,118332.40
12.02.2025,tgebase,574.34,142047.80
13.02.2025,tgebase,690.64,157117.70
14.02.2025,tgebase,744.07,159007.20
15.02.2025,tgebase,569.76,131151.30
16.02.2025,tgebase,545.80,111365.20
17.02.2025,tgebase,638.79,146829.80
18.02.2025,tgebase,588.74,154810.00
19.02.2025,tgebase,594.12,147663.00
20.02.2025,tgebase,471.31,134802.80
21.02.2025,tgebase,438.87,149145.30
22.02.2025,tgebase,345.17,146691.10
23.02.2025,tgebase,478.33,112433.10
24.02.2025,tgebase,532.78,118722.00
25.02.2025,tgebase,568.48,126971.50
26.02.2025,tgebase,584.88,123068.80
27.02.2025,tgebase,576.45,150858.90
28.02.2025,tgebase,561.87,153717.10
01.03.2025,tgebase,517.55,121547.70
02.03.2025,tgebase,379.21,109649.10
03.03.2025,tgebase,432.53,142070.60
04.03.2025,tgebase,403.76,157826.40
05.03.2025,tgebase,278.39,177476.10
06.03.2025,tgebase,348.06,151516.80
07.03.2025,tgebase,463.07,146978.20
08.03.2025,tgebase,390.23,117088.00
09.03.2025,tgebase,315.09,101740.00
10.03.2025,tgebase,479.91,132902.10
11.03.2025,tgebase,528.27,129264.60
12.03.2025,tgebase,526.43,138744.70
13.03.2025,tgebase,515.43,128177.90
14.03.2025,tgebase,520.67,135084.70
15.03.2025,tgebase,468.04,122955.60
16.03.2025,tgebase,309.28,126057.40
17.03.2025,tgebase,389.90,158178.30
18.03.2025,tgebase,349.79,143545.20
