Doba handlowa;OREB;Czechy Eksport [MW];Czechy Import [MW];Słowacja Eksport [MW];Słowacja Import [MW];Niemcy Eksport [MW];Niemcy Import [MW];Szwecja Eksport [MW];Szwecja Import [MW];Ukraina Eksport [MW];Ukraina Import [MW];Litwa Eksport [MW];Litwa Import [MW];Data publikacji
"2024-10-02";"06:45 - 07:00";-51.8;502.1;-80.003;0;0;1946.1;0;0;0;297;-507.2;0;"2025-03-10 16:35"
"2024-10-02";"07:00 - 07:15";-38.2;616.5;0;0;0;1874.5;0;0;0;326.5;-507.3;0;"2025-03-10 16:35"
"2024-10-02";"07:15 - 07:30";-42.1;608.8;0;0;0;1592.3;0;0;0;323.7;-507.2;0;"2025-03-10 16:35"
"2024-10-02";"07:30 - 07:45";-30.1;701.2;0;73.769;0;1558.6;0;0;0;368;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"07:45 - 08:00";-24.4;734.2;0;158.967;0;1542.8;0;0;0;395.7;-507;0;"2025-03-10 16:35"
"2024-10-02";"08:00 - 08:15";-26.6;730.3;0;200.527;0;1765.6;0;0;0;412.1;-507;0;"2025-03-10 16:35"
"2024-10-02";"08:15 - 08:30";-27.7;706.2;0;219.229;0;1656.1;0;0;0;437;-506.8;0;"2025-03-10 16:35"
"2024-10-02";"08:30 - 08:45";-17;733.9;0;251.438;0;1476.2;0;0;0;496;-506.6;0;"2025-03-10 16:35"
"2024-10-02";"08:45 - 09:00";-31.5;743.3;0;297.154;0;1513;0;0;0;579;-506.4;0;"2025-03-10 16:35"
"2024-10-02";"09:00 - 09:15";-50.4;825;0;368.845;0;1699.7;0;0;0;683.1;-506.6;0;"2025-03-10 16:35"
"2024-10-02";"09:15 - 09:30";-54.7;777.6;0;307.544;0;1775.8;0;0;0;715.9;-506.3;0;"2025-03-10 16:35"
"2024-10-02";"09:30 - 09:45";-48.6;817;0;380.274;0;1765.6;0;0;0;692.1;-506.4;0;"2025-03-10 16:35"
"2024-10-02";"09:45 - 10:00";-66.6;687.5;0;298.193;0;1649.7;0;0;0;677.2;-506.3;0;"2025-03-10 16:35"
"2024-10-02";"10:00 - 10:15";-77.1;522.5;0;206.761;0;1459.8;0;0;0;665.8;-506.4;0;"2025-03-10 16:35"
"2024-10-02";"10:15 - 10:30";-69.4;534.2;0;174.552;0;1643.5;0;0;0;583.5;-506.5;0;"2025-03-10 16:35"
"2024-10-02";"10:30 - 10:45";-68.1;467.7;0;105.978;0;1575.6;0;0;0;416.7;-506.8;0;"2025-03-10 16:35"
"2024-10-02";"10:45 - 11:00";-84.9;486.4;0;194.293;0;1617.2;0;0;0;512.1;-506.6;0;"2025-03-10 16:35"
"2024-10-02";"11:00 - 11:15";-94.2;474.2;0;196.371;0;1545.1;0;0;0;537.5;-506.6;0;"2025-03-10 16:35"
"2024-10-02";"11:15 - 11:30";-102.1;406;0;151.694;0;1394.4;0;0;0;521.2;-506.7;0;"2025-03-10 16:35"
"2024-10-02";"11:30 - 11:45";-96.5;416.1;0;146.499;0;1599.8;0;0;0;559.1;-506.6;0;"2025-03-10 16:35"
"2024-10-02";"11:45 - 12:00";-94.2;382.1;0;148.577;0;1532.5;0;0;0;564.2;-506.7;0;"2025-03-10 16:35"
"2024-10-02";"12:00 - 12:15";-90.7;367.8;0;231.697;0;1727;0;0;0;558.1;-506.7;0;"2025-03-10 16:35"
"2024-10-02";"12:15 - 12:30";-79.2;470;0;288.842;0;1881.8;0;0;0;581.6;-506.8;0;"2025-03-10 16:35"
"2024-10-02";"12:30 - 12:45";-79.6;413.3;0;222.346;0;1900.8;0;0;0;555.8;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"12:45 - 13:00";-87.4;350.1;0;244.165;0;1786.9;0;0;0;563.5;-507.2;0;"2025-03-10 16:35"
"2024-10-02";"13:00 - 13:15";-82.1;400.5;0;196.371;0;1889.7;0;0;0;534.1;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"13:15 - 13:30";-66.7;374.8;0;201.566;0;1844.5;0;0;0;537;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"13:30 - 13:45";-83.4;379.2;0;203.644;0;1760.4;0;0;0;517.4;-507;0;"2025-03-10 16:35"
"2024-10-02";"13:45 - 14:00";-78.7;416.3;0;236.892;0;1693.5;0;0;0;595.5;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"14:00 - 14:15";-53.9;450.4;0;262.867;0;1861.9;0;0;0;504.7;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"14:15 - 14:30";-60.7;416.2;0;225.463;0;1819.7;0;0;0;520.8;-507;0;"2025-03-10 16:35"
"2024-10-02";"14:30 - 14:45";-64.3;334.6;0;160.006;0;1568.7;0;0;0;485.5;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"14:45 - 15:00";-69.7;297.6;0;138.187;0;1382.9;0;0;0;524.5;-451.5;0;"2025-03-10 16:35"
"2024-10-02";"15:00 - 15:15";-50.5;378;0;75.847;0;1483.3;0;0;0;318.7;-420.8;0;"2025-03-10 16:35"
"2024-10-02";"15:15 - 15:30";-60.1;365.8;0;124.68;0;1396;0;0;0;328.5;-420.8;0;"2025-03-10 16:35"
"2024-10-02";"15:30 - 15:45";-67.6;348.3;0;23.897;0;1550.1;0;0;0;324.9;-420.9;0;"2025-03-10 16:35"
"2024-10-02";"15:45 - 16:00";-49.9;357.8;0;0;0;1356.1;0;0;0;301.8;-341.3;0;"2025-03-10 16:35"
"2024-10-02";"16:00 - 16:15";-84;411.5;-17.663;0;0;1573.6;0;0;0;262.6;-267.9;0;"2025-03-10 16:35"
"2024-10-02";"16:15 - 16:30";-57.9;453.2;-34.287;0;0;1800.2;0;0;0;210.9;-267.8;0;"2025-03-10 16:35"
"2024-10-02";"16:30 - 16:45";-92.4;401.6;-149.616;0;0;1850.9;0;0;0;175.5;-267.8;0;"2025-03-10 16:35"
"2024-10-02";"16:45 - 17:00";-43.9;454.8;-39.482;0;0;1654.6;0;0;0;162.6;-265.9;0;"2025-03-10 16:35"
"2024-10-02";"17:00 - 17:15";-78.3;416;-189.098;0;0;1575.3;0;0;0;26;-265.8;0;"2025-03-10 16:35"
"2024-10-02";"17:15 - 17:30";-74.5;436.6;-207.8;0;0;1660.2;0;0;0;0;-265.7;0;"2025-03-10 16:35"
"2024-10-02";"17:30 - 17:45";-80.6;444.7;-226.502;0;0;1757.7;0;0;-26.9;0;-265.8;0;"2025-03-10 16:35"
"2024-10-02";"17:45 - 18:00";-48.5;465.5;-215.073;0;0;1795.1;0;0;0;19.8;-253.3;0;"2025-03-10 16:35"
"2024-10-02";"18:00 - 18:15";-54.4;461.4;-243.126;0;0;1663.3;0;0;0;173.2;-162.7;0;"2025-03-10 16:35"
"2024-10-02";"18:15 - 18:30";-70;450.7;-262.867;0;0;1763.5;0;0;0;127.5;-162.6;0;"2025-03-10 16:35"
"2024-10-02";"18:30 - 18:45";-65.7;469.3;-208.839;0;0;1778.4;0;0;0;154.4;-162.7;0;"2025-03-10 16:35"
"2024-10-02";"18:45 - 19:00";-123.8;400.7;-344.948;0;0;1788.5;0;0;0;111.6;-162.6;0;"2025-03-10 16:35"
"2024-10-02";"19:00 - 19:15";-170.7;339.2;-391.703;0;0;1501.1;0;0;0;103.4;0;49.4;"2025-03-10 16:35"
"2024-10-02";"19:15 - 19:30";-193.3;317.8;-434.302;0;0;1490.9;0;0;0;121.2;0;49.3;"2025-03-10 16:35"
"2024-10-02";"19:30 - 19:45";-175.7;353.3;-371.962;0;0;1592.6;0;0;0;95.2;0;49.2;"2025-03-10 16:35"
"2024-10-02";"19:45 - 20:00";-182.7;350;-390.664;0;0;1631.1;0;0;0;75.5;0;49.7;"2025-03-10 16:35"
"2024-10-02";"20:00 - 20:15";-196.1;342.9;-431.185;0;0;1738.7;0;0;0;12.2;0;233.4;"2025-03-10 16:35"
"2024-10-02";"20:15 - 20:30";-152.5;388.5;-414.561;0;0;1834.7;0;0;0;21.2;0;233.6;"2025-03-10 16:35"
"2024-10-02";"20:30 - 20:45";-139.8;462.5;-318.973;0;0;1784.7;0;0;0;85.8;0;233.5;"2025-03-10 16:35"
"2024-10-02";"20:45 - 21:00";-148;442.2;-329.363;0;0;1818.8;0;0;0;112;0;231.2;"2025-03-10 16:35"
"2024-10-02";"21:00 - 21:15";-209.7;365.9;-246.243;0;0;1746.6;0;0;0;180.3;-209;0;"2025-03-10 16:35"
"2024-10-02";"21:15 - 21:30";-160;440.9;-132.992;0;0;1936.8;0;0;0;158.5;-209;0;"2025-03-10 16:35"
"2024-10-02";"21:30 - 21:45";-141.1;430.3;-128.836;0;0;1893.5;0;0;0;194.8;-209.2;0;"2025-03-10 16:35"
"2024-10-02";"21:45 - 22:00";-142.2;418;-135.07;0;0;1971.4;0;0;0;227.1;-258.1;0;"2025-03-10 16:35"
"2024-10-02";"22:00 - 22:15";-135.7;388.4;-148.577;0;0;1751.4;0;0;0;287;-474.3;0;"2025-03-10 16:35"
"2024-10-02";"22:15 - 22:30";-118.5;436;-98.705;0;0;1847.5;0;0;0;264.9;-473.9;0;"2025-03-10 16:35"
"2024-10-02";"22:30 - 22:45";-108.8;418.6;-92.471;0;0;1676.5;0;0;0;296.4;-474;0;"2025-03-10 16:35"
"2024-10-02";"22:45 - 23:00";-99.5;428.3;-117.407;0;0;1724.7;0;0;0;318.9;-473.8;0;"2025-03-10 16:35"
"2024-10-02";"23:00 - 23:15";-197;277.5;-188.059;0;0;1587.7;0;0;0;326.3;-506.9;0;"2025-03-10 16:35"
"2024-10-02";"23:15 - 23:30";-231.8;229.4;-202.605;0;0;1654.2;0;0;0;349.2;-506.9;0;"2025-03-10 16:35"
"2024-10-02";"23:30 - 23:45";-206.6;275.6;-165.201;0;0;1781.1;0;0;0;313.1;-507.1;0;"2025-03-10 16:35"
"2024-10-02";"23:45 - 24:00";-194.4;249.8;-140.265;0;0;1508.4;0;0;0;400.3;-507.2;0;"2025-03-10 16:35"
"2024-10-03";"00:00 - 00:15";-264.9;127.6;-207.8;0;0;1495.4;0;0;0;422.5;-507.1;0;"2025-03-10 16:36"
"2024-10-03";"00:15 - 00:30";-254.3;104.2;-201.566;0;0;1335.8;0;0;0;445.6;-507.1;0;"2025-03-10 16:36"
"2024-10-03";"00:30 - 00:45";-213;160.8;-97.666;0;0;1368.8;0;0;0;434.5;-507.1;0;"2025-03-10 16:36"
"2024-10-03";"00:45 - 01:00";-233.2;111.7;-145.46;0;0;1317.3;0;0;0;432.3;-507.1;0;"2025-03-10 16:36"
