Doba handlowa;OREB;Czechy Eksport [MW];Czechy Import [MW];Słowacja Eksport [MW];Słowacja Import [MW];Niemcy Eksport [MW];Niemcy Import [MW];Szwecja Eksport [MW];Szwecja Import [MW];Ukraina Eksport [MW];Ukraina Import [MW];Litwa Eksport [MW];Litwa Import [MW];Data publikacji
"2024-11-01";"00:00 - 00:15";-1712.2;0;-998.479;0;-15.4;373.5;0;0;-187.5;0;-335.8;0;"2025-03-10 16:56"
"2024-11-01";"00:15 - 00:30";-1617.6;0;-945.49;0;0;481.7;0;0;-141.8;0;-335.8;0;"2025-03-10 16:56"
"2024-11-01";"00:30 - 00:45";-1746.9;0;-976.66;0;-60.3;345.7;0;0;-166.9;0;-335.8;0;"2025-03-10 16:56"
"2024-11-01";"00:45 - 01:00";-1660.5;0;-921.593;0;-69;294.5;0;0;-118.3;0;-192.4;0;"2025-03-10 16:56"
"2024-11-01";"01:00 - 01:15";-1772.1;0;-957.958;0;-258.4;481.6;0;0;-95.1;0;0;47.4;"2025-03-10 16:56"
"2024-11-01";"01:15 - 01:30";-1850.6;0;-988.089;0;-330.1;397.2;0;0;-78.2;0;0;50.8;"2025-03-10 16:56"
"2024-11-01";"01:30 - 01:45";-1819.5;0;-982.894;0;-357.6;446.2;0;0;-134;0;0;50;"2025-03-10 16:56"
"2024-11-01";"01:45 - 02:00";-1831.7;0;-983.933;0;-369.2;426.3;-126;0;-123.2;0;0;50.1;"2025-03-10 16:56"
"2024-11-01";"02:00 - 02:15";-1886.9;0;-989.128;0;-487.4;500.4;-231.9;0;-133.5;0;0;49.6;"2025-03-10 16:56"
"2024-11-01";"02:15 - 02:30";-1873.6;0;-1013.025;0;-411.4;544.1;-232;0;-108.6;0;0;50;"2025-03-10 16:56"
"2024-11-01";"02:30 - 02:45";-1884.2;0;-1020.298;0;-349.9;619.5;-232.1;0;-165.7;0;0;49.5;"2025-03-10 16:56"
"2024-11-01";"02:45 - 03:00";-1802.5;0;-962.114;0;-382.2;575.9;-170;0;-117.3;0;0;49.9;"2025-03-10 16:56"
"2024-11-01";"03:00 - 03:15";-1885.9;0;-1010.947;0;-515.7;452.9;-112;0;-131.9;0;0;50.1;"2025-03-10 16:56"
"2024-11-01";"03:15 - 03:30";-1867.2;0;-1009.908;0;-548.6;407.3;-111.9;0;-159.3;0;0;50.1;"2025-03-10 16:56"
"2024-11-01";"03:30 - 03:45";-1871.7;0;-1005.752;0;-486;473.4;-111.8;0;-164.4;0;0;50.3;"2025-03-10 16:56"
"2024-11-01";"03:45 - 04:00";-1865.5;0;-1001.596;0;-453.1;465;0;0;-161.5;0;0;50.3;"2025-03-10 16:56"
"2024-11-01";"04:00 - 04:15";-1932.6;0;-1034.844;0;-443.8;481.8;0;0;-218.1;0;0;50.7;"2025-03-10 16:56"
"2024-11-01";"04:15 - 04:30";-1916.1;0;-1028.61;0;-393.7;495.7;0;0;-249.1;0;0;50.3;"2025-03-10 16:56"
"2024-11-01";"04:30 - 04:45";-1985.7;0;-1072.248;0;-440.7;496.4;0;0;-274.1;0;0;50.2;"2025-03-10 16:56"
"2024-11-01";"04:45 - 05:00";-1991.2;0;-1068.092;0;-445.9;515.6;0;0;-270;0;0;47.1;"2025-03-10 16:56"
"2024-11-01";"05:00 - 05:15";-1961.7;0;-1050.429;0;-167.3;558.3;-62;0;-430.7;0;0;0;"2025-03-10 16:56"
"2024-11-01";"05:15 - 05:30";-2005.7;0;-1079.521;0;-146.3;557.5;-62.1;0;-389.8;0;0;0;"2025-03-10 16:56"
