Doba handlowa;OREB;Czechy Eksport [MW];Czechy Import [MW];Słowacja Eksport [MW];Słowacja Import [MW];Niemcy Eksport [MW];Niemcy Import [MW];Szwecja Eksport [MW];Szwecja Import [MW];Ukraina Eksport [MW];Ukraina Import [MW];Litwa Eksport [MW];Litwa Import [MW];Data publikacji
"2024-12-01";"00:00 - 00:15";-1393;0;-611.971;0;0;566.6;0;597;0;111.9;0;0;"2025-03-10 17:17"
"2024-12-01";"00:15 - 00:30";-1390.7;0;-630.673;0;0;642.1;0;597.4;0;114;0;0;"2025-03-10 17:17"
"2024-12-01";"00:30 - 00:45";-1303.1;0;-582.879;0;0;646.4;0;597.1;0;103.4;0;0;"2025-03-10 17:17"
"2024-12-01";"00:45 - 01:00";-1316.4;0;-597.425;0;0;604.2;0;597.1;0;119.5;0;20.2;"2025-03-10 17:17"
"2024-12-01";"01:00 - 01:15";-1471.9;0;-637.946;0;0;676;0;597.4;0;82.5;0;50.3;"2025-03-10 17:17"
"2024-12-01";"01:15 - 01:30";-1408;0;-573.528;0;0;634.3;0;597.4;0;105.4;0;50.7;"2025-03-10 17:17"
"2024-12-01";"01:30 - 01:45";-1453.5;0;-640.024;0;0;648.3;0;597.4;0;80.9;0;50.5;"2025-03-10 17:17"
"2024-12-01";"01:45 - 02:00";-1434.5;0;-556.904;0;0;535.5;0;597.2;0;114.7;0;50.4;"2025-03-10 17:17"
"2024-12-01";"02:00 - 02:15";-1474.1;0;-599.503;0;0;479;0;596.6;0;115.5;0;50;"2025-03-10 17:17"
"2024-12-01";"02:15 - 02:30";-1432.7;0;-607.815;0;0;648.5;0;597.1;0;111.3;0;49.9;"2025-03-10 17:17"
"2024-12-01";"02:30 - 02:45";-1405.7;0;-577.684;0;0;657.6;0;596.8;0;113.2;0;50.5;"2025-03-10 17:17"
"2024-12-01";"02:45 - 03:00";-1344.9;0;-508.071;0;0;540.2;0;597.2;0;152.1;0;50.3;"2025-03-10 17:17"
"2024-12-01";"03:00 - 03:15";-1447.3;0;-595.347;0;0;378.6;0;597.1;0;117.4;0;50.5;"2025-03-10 17:17"
"2024-12-01";"03:15 - 03:30";-1350.7;0;-553.787;0;0;534.2;0;597.4;0;175.6;0;50.4;"2025-03-10 17:17"
