Doba handlowa;OREB;Czechy Eksport [MW];Czechy Import [MW];Słowacja Eksport [MW];Słowacja Import [MW];Niemcy Eksport [MW];Niemcy Import [MW];Szwecja Eksport [MW];Szwecja Import [MW];Ukraina Eksport [MW];Ukraina Import [MW];Litwa Eksport [MW];Litwa Import [MW];Data publikacji
"2024-07-01";"04:00 - 04:15";-649.9;90;-616.127;0;0;989.8;0;593.4;-361.7;0;0;0;"2025-03-10 15:33"
"2024-07-01";"04:15 - 04:30";-574.2;132.2;-540.28;0;0;1194.7;0;593.7;-340.5;0;0;0;"2025-03-10 15:33"
"2024-07-01";"04:30 - 04:45";-583.2;116.4;-502.876;0;0;1197.8;0;593.6;-296.4;0;0;0;"2025-03-10 15:33"
"2024-07-01";"04:45 - 05:00";-551.3;112.5;-501.837;0;0;1223.8;0;593.9;-266.8;0;-90.6;0;"2025-03-10 15:33"
"2024-07-01";"05:00 - 05:15";-496.9;173.5;-448.848;0;0;1645;0;594.4;-281.3;0;-259.8;0;"2025-03-10 15:33"
"2024-07-01";"05:15 - 05:30";-484.4;188.9;-404.171;0;0;1678.4;0;593.9;-281.7;0;-259.7;0;"2025-03-10 15:33"
"2024-07-01";"05:30 - 05:45";-508;177.2;-394.82;0;0;1508;0;593.4;-286.3;0;-259.8;0;"2025-03-10 15:33"
"2024-07-01";"05:45 - 06:00";-577;165.6;-436.38;0;0;1363;0;593.9;-290.5;0;-210.2;0;"2025-03-10 15:33"
"2024-07-01";"06:00 - 06:15";-533.8;205.5;-374.04;0;0;1641.3;0;593.1;-243.1;0;-95;0;"2025-03-10 15:33"
"2024-07-01";"06:15 - 06:30";-543.8;194.6;-401.054;0;0;1831.3;0;593;-256.7;0;-95.4;0;"2025-03-10 15:33"
"2024-07-01";"06:30 - 06:45";-415.3;227.4;-331.441;0;0;1868.5;0;593.4;-226.6;0;-95.4;0;"2025-03-10 15:33"
"2024-07-01";"06:45 - 07:00";-520.5;207.1;-389.625;0;0;1690.4;0;593.9;-271.4;0;-87.2;0;"2025-03-10 15:33"
"2024-07-01";"07:00 - 07:15";-596.4;146.7;-417.678;0;0;1381.4;0;593.9;-231.4;0;-87.3;0;"2025-03-10 15:33"
"2024-07-01";"07:15 - 07:30";-610.5;147.6;-361.572;0;0;1442.9;0;593.4;-245.9;0;-86.9;0;"2025-03-10 15:33"
"2024-07-01";"07:30 - 07:45";-487.6;202.6;-251.438;0;0;1672.1;0;593.2;-214.3;0;-87.7;0;"2025-03-10 15:33"
"2024-07-01";"07:45 - 08:00";-520.7;182.8;-312.739;0;0;1581.6;0;593.3;-215.8;0;-87.4;0;"2025-03-10 15:33"
"2024-07-01";"08:00 - 08:15";-510.5;213.2;-264.945;0;0;1657.1;0;593.4;-252.3;0;-164.8;0;"2025-03-10 15:33"
"2024-07-01";"08:15 - 08:30";-470.1;228.7;-205.722;0;0;1733.7;0;593.2;-233.4;0;-164.8;0;"2025-03-10 15:33"
"2024-07-01";"08:30 - 08:45";-440;226.1;-172.474;0;0;1711.1;0;593.4;-225.2;0;-160.6;0;"2025-03-10 15:33"
"2024-07-01";"08:45 - 09:00";-399.4;212.8;-75.847;0;0;1476.2;0;593.2;-194.4;0;-369.1;0;"2025-03-10 15:33"
"2024-07-01";"09:00 - 09:15";-400.1;254.1;-105.978;0;0;1661.5;0;593.2;-249.8;0;-501.7;0;"2025-03-10 15:33"
"2024-07-01";"09:15 - 09:30";-345.5;363.6;-101.822;0;0;1681.3;0;593;-128.3;0;-501.4;0;"2025-03-10 15:33"
"2024-07-01";"09:30 - 09:45";-347.6;426.7;0;9.351;0;1708.8;0;593.2;-108.3;0;-501.5;0;"2025-03-10 15:33"
"2024-07-01";"09:45 - 10:00";-429.5;214.9;-204.683;0;0;1009.5;0;593.4;-130.3;0;-402.3;0;"2025-03-10 15:33"
"2024-07-01";"10:00 - 10:15";-596.3;161.4;-383.391;0;0;904.5;0;593.4;-203.2;0;-395.9;0;"2025-03-10 15:33"
"2024-07-01";"10:15 - 10:30";-605.6;137.4;-420.795;0;-70.7;864.5;0;593.4;-187.1;0;-396;0;"2025-03-10 15:33"
"2024-07-01";"10:30 - 10:45";-663.8;138;-405.21;0;0;980;0;593.6;-213.5;0;-396;0;"2025-03-10 15:33"
"2024-07-01";"10:45 - 11:00";-660.5;147.6;-424.951;0;0;879.4;0;593.5;-215.2;0;-320.2;0;"2025-03-10 15:33"
"2024-07-01";"11:00 - 11:15";-690.8;157.9;-445.731;0;0;1309.2;0;593.7;-262.5;0;-194;0;"2025-03-10 15:33"
"2024-07-01";"11:15 - 11:30";-668.1;157.4;-415.6;0;0;1199.5;0;593.6;-260.4;0;-194;0;"2025-03-10 15:33"
"2024-07-01";"11:30 - 11:45";-714.6;126.3;-461.316;0;0;1082.8;0;593.4;-213;0;-194.6;0;"2025-03-10 15:33"
"2024-07-01";"11:45 - 12:00";-661.3;153.3;-433.263;0;0;1054.8;0;593.7;-190.6;0;-194.2;0;"2025-03-10 15:33"
"2024-07-01";"12:00 - 12:15";-878.6;142.2;-570.411;0;0;1455.5;0;593.6;-272.5;0;-280.9;0;"2025-03-10 15:33"
"2024-07-01";"12:15 - 12:30";-829.7;160.3;-541.319;0;0;1450.6;0;593.4;-278.5;0;-280.9;0;"2025-03-10 15:33"
"2024-07-01";"12:30 - 12:45";-867.1;138.4;-563.138;0;0;1561;0;593.7;-277.6;0;-280.8;0;"2025-03-10 15:33"
"2024-07-01";"12:45 - 13:00";-881.9;104.1;-565.216;0;0;1253.5;0;593.5;-250;0;-179.4;0;"2025-03-10 15:33"
"2024-07-01";"13:00 - 13:15";-1002;77.5;-667.038;0;0;1401;0;593.6;-299.1;0;-90.6;0;"2025-03-10 15:33"
"2024-07-01";"13:15 - 13:30";-916.7;100.5;-574.567;0;0;1450.1;0;593.5;-248.5;0;-90.7;0;"2025-03-10 15:33"
"2024-07-01";"13:30 - 13:45";-958.4;96;-619.244;0;0;1468.4;0;593.3;-254.5;0;-90.9;0;"2025-03-10 15:33"
"2024-07-01";"13:45 - 14:00";-827.4;114.4;-550.67;0;0;1329.4;0;593.6;-199;0;-90.7;0;"2025-03-10 15:33"
"2024-07-01";"14:00 - 14:15";-734.5;161.1;-519.5;0;0;1478.8;0;593.5;-228.2;0;-138.3;0;"2025-03-10 15:33"
"2024-07-01";"14:15 - 14:30";-647.5;203.8;-508.071;0;0;1549.9;0;593.6;-243.1;0;-138.2;0;"2025-03-10 15:33"
"2024-07-01";"14:30 - 14:45";-758.9;180.3;-579.762;0;0;1554.3;0;593.5;-261.3;0;-138.4;0;"2025-03-10 15:33"
"2024-07-01";"14:45 - 15:00";-642.8;190.2;-485.213;0;0;1259.2;0;593.6;-215.6;0;-76.5;0;"2025-03-10 15:33"
"2024-07-01";"15:00 - 15:15";-535.3;0;-385.469;0;0;1575.6;0;593.7;-249.5;0;-76.5;0;"2025-03-10 15:33"
"2024-07-01";"15:15 - 15:30";-698.6;0;-540.28;0;0;1562.7;0;593.1;-296.9;0;-76.6;0;"2025-03-10 15:33"
"2024-07-01";"15:30 - 15:45";-747.7;0;-601.581;0;0;1555.4;0;593.3;-329.7;0;-77;0;"2025-03-10 15:33"
"2024-07-01";"15:45 - 16:00";-659.4;0;-553.787;0;0;1456.4;0;593.7;-315.3;0;-76.7;0;"2025-03-10 15:33"
"2024-07-01";"16:00 - 16:15";-570.7;0;-552.748;0;0;1513.8;0;593.5;-306.4;0;0;0;"2025-03-10 15:33"
"2024-07-01";"16:15 - 16:30";-654.4;0;-620.283;0;0;1823.6;0;593.5;-331.7;0;0;0;"2025-03-10 15:33"
"2024-07-01";"16:30 - 16:45";-668.1;0;-642.102;0;0;1620.7;0;593.4;-343.6;0;0;0;"2025-03-10 15:33"
"2024-07-01";"16:45 - 17:00";-591.8;0;-601.581;0;0;1510.5;0;593.7;-335.7;0;0;226.5;"2025-03-10 15:33"
"2024-07-01";"17:00 - 17:15";-488.6;0;-560.021;0;0;1700.6;0;593.5;-312.7;0;0;286.1;"2025-03-10 15:33"
"2024-07-01";"17:15 - 17:30";-389.1;23.9;-467.55;0;0;1844;0;593.2;-285.9;0;0;286.1;"2025-03-10 15:33"
"2024-07-01";"17:30 - 17:45";-394.2;57.7;-498.72;0;0;1812.5;0;593.2;-317;0;0;286.1;"2025-03-10 15:33"
"2024-07-01";"17:45 - 18:00";-395.4;43.3;-498.72;0;0;1815.9;0;593.6;-291.5;0;0;348.5;"2025-03-10 15:33"
"2024-07-01";"18:00 - 18:15";-361.7;88.3;-445.731;0;0;1997.7;0;593.3;-275.2;0;0;349.6;"2025-03-10 15:33"
"2024-07-01";"18:15 - 18:30";-392.1;90.8;-409.366;0;0;1957.7;0;593.3;-254.1;0;0;350;"2025-03-10 15:33"
"2024-07-01";"18:30 - 18:45";-446.4;46.2;-465.472;0;0;1904.7;0;593.5;-290.1;0;0;349.8;"2025-03-10 15:33"
"2024-07-01";"18:45 - 19:00";-412.8;114.9;-379.235;0;0;1840.2;0;593.6;-283.5;0;0;286.7;"2025-03-10 15:33"
"2024-07-01";"19:00 - 19:15";-417.7;133.9;-374.04;0;0;1669.9;0;593.4;-331.8;0;0;183.9;"2025-03-10 15:33"
"2024-07-01";"19:15 - 19:30";-392.2;108.8;-371.962;0;0;1441.3;0;593.1;-313.2;0;0;183.6;"2025-03-10 15:33"
"2024-07-01";"19:30 - 19:45";-379.6;160.2;-334.558;0;0;1686.8;0;593.4;-297;0;0;183.8;"2025-03-10 15:33"
"2024-07-01";"19:45 - 20:00";-381.4;119.8;-353.26;0;0;1575.4;0;593.5;-275.4;0;0;219.8;"2025-03-10 15:33"
"2024-07-01";"20:00 - 20:15";-314.9;147.5;-296.115;0;0;1523.5;0;593.2;-262.2;0;0;221.8;"2025-03-10 15:33"
"2024-07-01";"20:15 - 20:30";-320.7;163.4;-304.427;0;0;1586.2;0;593.4;-302.8;0;0;222;"2025-03-10 15:33"
"2024-07-01";"20:30 - 20:45";-323.8;150.8;-268.062;0;0;1410.8;0;593.4;-281.6;0;0;222;"2025-03-10 15:33"
"2024-07-01";"20:45 - 21:00";-321.5;143.3;-274.296;0;0;1305.6;0;593.4;-261.9;0;0;265.5;"2025-03-10 15:33"
"2024-07-01";"21:00 - 21:15";-284.4;206.8;-181.825;0;0;1472.7;0;593.5;-241.1;0;0;265.5;"2025-03-10 15:33"
"2024-07-01";"21:15 - 21:30";-244.3;264.5;-112.212;0;0;1414.5;0;593.6;-201.4;0;0;265.5;"2025-03-10 15:33"
"2024-07-01";"21:30 - 21:45";-245.8;264.7;-72.73;0;0;1280;0;593.7;-211.9;0;0;265.6;"2025-03-10 15:33"
"2024-07-01";"21:45 - 22:00";-206.3;292;0;31.17;0;1369;0;593.6;-73.7;0;0;265.7;"2025-03-10 15:33"
"2024-07-01";"22:00 - 22:15";-180.8;378.3;0;97.666;0;1967;0;593.6;-20.6;0;0;176.5;"2025-03-10 15:33"
"2024-07-01";"22:15 - 22:30";-166.6;344.2;0;62.34;0;1718;0;593.9;-3.1;0;0;175.6;"2025-03-10 15:33"
"2024-07-01";"22:30 - 22:45";-125.9;421;0;138.187;0;1843.3;0;593.7;-35;0;0;175.7;"2025-03-10 15:33"
"2024-07-01";"22:45 - 23:00";-156.9;383.6;0;95.588;0;1753.8;0;593.2;0;12.8;0;48.9;"2025-03-10 15:33"
"2024-07-01";"23:00 - 23:15";-248.9;220.7;-81.042;0;0;1534.6;0;593.5;-143.1;0;-131.3;0;"2025-03-10 15:33"
"2024-07-01";"23:15 - 23:30";-209.7;287.7;0;21.819;0;1535.2;0;593.6;-113;0;-131.2;0;"2025-03-10 15:33"
"2024-07-01";"23:30 - 23:45";-196.5;286.5;0;0;0;1482.9;0;593.7;-83.8;0;-131.2;0;"2025-03-10 15:33"
"2024-07-01";"23:45 - 24:00";-230.4;297.3;-32.209;0;0;1641.3;0;593.4;-111.9;0;-257.1;0;"2025-03-10 15:33"
"2024-07-02";"00:00 - 00:15";-296.6;146.9;-131.953;0;0;1312.6;0;593.4;-179.5;0;-507.9;0;"2025-03-10 15:34"
"2024-07-02";"00:15 - 00:30";-291.6;176.4;-147.538;0;0;1448.9;0;593.3;-191.5;0;-508;0;"2025-03-10 15:34"
"2024-07-02";"00:30 - 00:45";-303.1;147.4;-155.85;0;0;1236.9;0;593.5;-156.6;0;-507.9;0;"2025-03-10 15:34"
"2024-07-02";"00:45 - 01:00";-372.1;101.4;-157.928;0;0;1524.3;0;593;-232.5;0;-507.9;0;"2025-03-10 15:34"
"2024-07-02";"01:00 - 01:15";-554.8;0;-331.441;0;0;1198;0;593.6;-257.1;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"01:15 - 01:30";-421;16.8;-226.502;0;0;1183.8;0;594.1;-199.5;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"01:30 - 01:45";-499.5;139.2;-354.299;0;0;1221.1;0;593.6;-276.1;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"01:45 - 02:00";-458;162.7;-315.856;0;0;1306.2;0;593.6;-260.4;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"02:00 - 02:15";-539.1;124.9;-402.093;0;0;1040.5;0;594;-283.7;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"02:15 - 02:30";-553.7;128.8;-412.483;0;0;1082.2;0;593.8;-310.2;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"02:30 - 02:45";-557.3;115.5;-415.6;0;0;1085.2;0;593.3;-310.9;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"02:45 - 03:00";-606.9;115.8;-397.937;0;0;1208;0;593.5;-311.9;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"03:00 - 03:15";-608.5;102.3;-396.898;0;0;995;0;594;-284.9;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"03:15 - 03:30";-631;105.2;-457.16;0;0;1006.6;0;593.2;-354;0;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"03:30 - 03:45";-570.1;115;-400.015;0;0;977;0;593.8;-307.4;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"03:45 - 04:00";-590.2;100.4;-404.171;0;0;904;0;593.9;-302.5;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"04:00 - 04:15";-581.9;143.7;-432.224;0;0;912.4;0;593.5;-325.4;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"04:15 - 04:30";-540.7;155.8;-368.845;0;0;950;0;593.6;-321.4;0;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"04:30 - 04:45";-567.8;124.7;-403.132;0;0;678.7;0;593.6;-309.9;0;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"04:45 - 05:00";-550.7;143.2;-382.352;0;0;800.8;0;593.7;-288.5;0;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"05:00 - 05:15";-503.4;170.1;-368.845;0;0;1074.5;0;593.4;-287.1;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"05:15 - 05:30";-470;172.6;-330.402;0;0;1039.7;0;593.4;-276.7;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"05:30 - 05:45";-501.2;158.2;-342.87;0;0;951.5;0;593.7;-248.5;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"05:45 - 06:00";-452.9;180.1;-232.736;0;0;998.2;0;593.8;-187.7;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"06:00 - 06:15";-346.8;285.2;-117.407;0;0;1314.2;0;593.6;-170.3;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"06:15 - 06:30";-341.5;235.4;-152.733;0;0;1303.1;0;593.5;-183.7;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"06:30 - 06:45";-394.9;244.7;-171.435;0;0;1132.2;0;593.5;-189.8;0;-507.6;0;"2025-03-10 15:34"
"2024-07-02";"06:45 - 07:00";-417.2;259.4;-179.747;0;0;1175.2;0;593.7;-237.8;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"07:00 - 07:15";-383.4;292.3;-128.836;0;0;1115.4;0;594.1;-235.6;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"07:15 - 07:30";-399.8;310.7;-137.148;0;0;1116.8;0;593.3;-256;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"07:30 - 07:45";-417.4;271.1;-173.513;0;0;1021.3;0;593.6;-238.1;0;-507.3;0;"2025-03-10 15:34"
"2024-07-02";"07:45 - 08:00";-398.5;294.8;-107.017;0;0;885.9;0;593.6;-207.6;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"08:00 - 08:15";-592.6;205.6;-297.154;0;-167.3;774.7;0;593.5;-308.5;0;-507.5;0;"2025-03-10 15:34"
"2024-07-02";"08:15 - 08:30";-568;226.3;-193.254;0;-146.2;809.9;0;593.4;-265.8;0;-507.6;0;"2025-03-10 15:34"
"2024-07-02";"08:30 - 08:45";-595;230.7;-235.853;0;-123.6;773;0;593.4;-265.7;0;-507.6;0;"2025-03-10 15:34"
"2024-07-02";"08:45 - 09:00";-618.8;200.9;-263.906;0;-24.6;683.9;0;593.6;-259;0;-507.5;0;"2025-03-10 15:34"
"2024-07-02";"09:00 - 09:15";-775.1;170.9;-350.143;0;0;783.1;0;593.7;-316.8;0;-507.5;0;"2025-03-10 15:34"
"2024-07-02";"09:15 - 09:30";-787.2;164.6;-375.079;0;0;697.3;0;593.5;-332;0;-507.5;0;"2025-03-10 15:34"
"2024-07-02";"09:30 - 09:45";-795.7;155.9;-342.87;0;0;547.9;0;593.8;-318.3;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"09:45 - 10:00";-730.2;177.7;-312.739;0;0;554.1;0;593.3;-262.5;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"10:00 - 10:15";-763;152.5;-392.742;0;0;570.3;0;593.3;-273.9;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"10:15 - 10:30";-610.2;194.7;-258.711;0;0;682.5;0;593.5;-220.7;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"10:30 - 10:45";-677.8;185.1;-304.427;0;0;809.2;0;593.4;-249.5;0;-507.3;0;"2025-03-10 15:34"
"2024-07-02";"10:45 - 11:00";-674.7;186.4;-347.026;0;0;860.4;0;593.5;-247.4;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"11:00 - 11:15";-720.8;165.7;-405.21;0;0;807.6;0;593.2;-252.3;0;-507.3;0;"2025-03-10 15:34"
"2024-07-02";"11:15 - 11:30";-677.4;167.5;-302.349;0;0;765.7;0;593.2;-171.5;0;-507.7;0;"2025-03-10 15:34"
"2024-07-02";"11:30 - 11:45";-732.4;157.6;-417.678;0;0;987.1;0;593.5;-242.6;0;-507.8;0;"2025-03-10 15:34"
"2024-07-02";"11:45 - 12:00";-823.2;122.7;-466.511;0;0;881.1;0;593.4;-246.1;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"12:00 - 12:15";-1062.7;62;-648.336;0;0;915.2;0;593.6;-313;0;-507.3;0;"2025-03-10 15:34"
"2024-07-02";"12:15 - 12:30";-1113.4;70.4;-694.052;0;0;1037.1;0;593.6;-389;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"12:30 - 12:45";-1062.5;79.8;-641.063;0;0;1109.5;0;593.5;-333.2;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"12:45 - 13:00";-1065.4;45.5;-677.428;0;0;862.1;0;593.7;-333;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"13:00 - 13:15";-998.9;60.7;-576.645;0;0;992.6;0;593.3;-315.1;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"13:15 - 13:30";-947.7;85.2;-554.826;0;0;1066.2;0;593.6;-300.8;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"13:30 - 13:45";-1013;48.5;-615.088;0;0;992.1;0;593.6;-328.1;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"13:45 - 14:00";-1008.8;56.1;-599.503;0;0;970.7;0;593.3;-324.5;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"14:00 - 14:15";-974.6;55.4;-623.4;0;0;965.9;0;593.6;-297.6;0;-506.5;0;"2025-03-10 15:34"
"2024-07-02";"14:15 - 14:30";-973.6;56.6;-659.765;0;0;1045.1;0;593.6;-331.7;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"14:30 - 14:45";-967.1;74.1;-608.854;0;0;1232.6;0;593.3;-338.5;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"14:45 - 15:00";-977.9;78.3;-571.45;0;0;1129;0;593.7;-306.3;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"15:00 - 15:15";-917.4;108.2;-551.709;0;0;1318.7;0;593.3;-329.2;0;-506.2;0;"2025-03-10 15:34"
"2024-07-02";"15:15 - 15:30";-894.3;110;-548.592;0;0;1409.9;0;593.3;-342.4;0;-506.3;0;"2025-03-10 15:34"
"2024-07-02";"15:30 - 15:45";-900.1;127.7;-541.319;0;0;1593.1;0;593.5;-314.5;0;-506.2;0;"2025-03-10 15:34"
"2024-07-02";"15:45 - 16:00";-777.6;132.9;-460.277;0;0;1457;0;593.6;-272.5;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"16:00 - 16:15";-782.9;136.2;-462.355;0;0;1295.9;0;593.5;-320.3;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"16:15 - 16:30";-834.4;128.4;-537.163;0;0;1342.7;0;593.3;-373.1;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"16:30 - 16:45";-814.2;135.6;-504.954;0;0;1401.7;0;593.5;-348.1;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"16:45 - 17:00";-817.1;133.6;-491.447;0;0;1491.9;0;593.5;-324.5;0;-506.5;0;"2025-03-10 15:34"
"2024-07-02";"17:00 - 17:15";-744.5;130.5;-466.511;0;0;1552.1;0;593.3;-320.9;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"17:15 - 17:30";-701.4;144.8;-423.912;0;0;1558.1;0;593.1;-273.1;0;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"17:30 - 17:45";-758.1;137.5;-475.862;0;0;1338.5;0;593.4;-278.4;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"17:45 - 18:00";-718;121.8;-391.703;0;0;1220.7;0;593.8;-205.6;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"18:00 - 18:15";-530.9;180.1;-285.725;0;0;1771.5;0;593.5;-187.1;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"18:15 - 18:30";-625.1;163.4;-315.856;0;0;1727.2;0;593.2;-183;0;-506.8;0;"2025-03-10 15:34"
"2024-07-02";"18:30 - 18:45";-658.8;166.7;-338.714;0;0;1930.2;0;593.3;-220.5;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"18:45 - 19:00";-608.8;168.7;-315.856;0;0;1820.1;0;593.4;-229.3;0;-506.6;0;"2025-03-10 15:34"
"2024-07-02";"19:00 - 19:15";-393.9;270.1;-103.9;0;0;1847;0;593.4;-153.4;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"19:15 - 19:30";-426.1;239.4;-139.226;0;0;1934.6;0;593.5;-178.9;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"19:30 - 19:45";-308.2;485.7;-5.195;0;0;1570.7;0;593.4;-145;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"19:45 - 20:00";-281.8;531.4;0;8.312;0;1479.1;0;593.5;-110.1;0;-507.4;0;"2025-03-10 15:34"
"2024-07-02";"20:00 - 20:15";-253.9;595.3;0;91.432;0;1610;0;593.3;-121.3;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"20:15 - 20:30";-259.3;574.2;0;30.131;0;1532.4;0;593;-164.4;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"20:30 - 20:45";-249.7;544.8;0;4.156;0;1497.8;0;593.4;-144.4;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"20:45 - 21:00";-255;526.4;0;32.209;0;1455.4;0;593.5;-96.5;0;-507.2;0;"2025-03-10 15:34"
"2024-07-02";"21:00 - 21:15";-225.1;397;0;193.254;0;2002.7;0;593.1;-118.2;0;-507.1;0;"2025-03-10 15:34"
"2024-07-02";"21:15 - 21:30";-166.7;391.4;0;234.814;0;1608.2;0;593.5;-48.6;0;-507;0;"2025-03-10 15:34"
"2024-07-02";"21:30 - 21:45";-118.5;454.6;0;307.544;0;1650.5;0;593.3;-28.6;0;-506.9;0;"2025-03-10 15:34"
"2024-07-02";"21:45 - 22:00";-75.8;471.6;0;338.714;0;1493;0;593.4;0;80.6;-506.4;0;"2025-03-10 15:34"
"2024-07-02";"22:00 - 22:15";-115.9;465.3;0;294.037;0;1894.1;0;593.4;0;10.8;-506.7;0;"2025-03-10 15:34"
"2024-07-02";"22:15 - 22:30";-75.7;522.1;0;353.26;0;1899;0;593.7;0;67.9;-507;0;"2025-03-10 15:34"
