Doba handlowa;OREB;Czechy Eksport [MW];Czechy Import [MW];Słowacja Eksport [MW];Słowacja Import [MW];Niemcy Eksport [MW];Niemcy Import [MW];Szwecja Eksport [MW];Szwecja Import [MW];Ukraina Eksport [MW];Ukraina Import [MW];Litwa Eksport [MW];Litwa Import [MW];Data publikacji
"2024-08-01";"10:15 - 10:30";-871.5;0;-657.687;0;-342.5;350.2;0;593.8;-165.8;0;0;0;"2025-03-10 15:54"
"2024-08-01";"10:30 - 10:45";-964.2;0;-758.47;0;-407.8;252.2;0;593.8;-204.3;0;0;0;"2025-03-10 15:54"
"2024-08-01";"10:45 - 11:00";-939.6;0;-659.765;0;-415.8;281.9;0;593.5;-151.2;0;0;0;"2025-03-10 15:54"
"2024-08-01";"11:00 - 11:15";-930.8;0;-645.219;0;-102.8;454.6;0;593.7;-113.2;0;0;0;"2025-03-10 15:54"
"2024-08-01";"11:15 - 11:30";-894;14.9;-611.971;0;-99.7;450.2;0;593.5;-101.1;0;0;0;"2025-03-10 15:54"
"2024-08-01";"11:30 - 11:45";-905.7;18.1;-652.492;0;-104.1;423.7;0;593.4;-132.4;0;0;0;"2025-03-10 15:54"
"2024-08-01";"11:45 - 12:00";-887.5;32.7;-683.662;0;-15;578.6;0;593.7;-172.9;0;0;0;"2025-03-10 15:54"
"2024-08-01";"12:00 - 12:15";-953.4;34;-760.548;0;0;787.3;0;593.3;-223.4;0;0;0;"2025-03-10 15:54"
"2024-08-01";"12:15 - 12:30";-1004;21.4;-802.108;0;0;619.2;0;593.8;-193;0;0;0;"2025-03-10 15:54"
"2024-08-01";"12:30 - 12:45";-1017.5;23.7;-756.392;0;-52.8;526.4;0;593.7;-176.6;0;0;0;"2025-03-10 15:54"
"2024-08-01";"12:45 - 13:00";-990.4;31;-774.055;0;0;759;0;593.5;-237.5;0;0;0;"2025-03-10 15:54"
"2024-08-01";"13:00 - 13:15";-944.4;40.8;-797.952;0;0;721.6;0;593.6;-248;0;0;0;"2025-03-10 15:54"
"2024-08-01";"13:15 - 13:30";-952.9;53.8;-817.693;0;0;815.8;0;593.4;-289.4;0;0;0;"2025-03-10 15:54"
"2024-08-01";"13:30 - 13:45";-907.6;71;-796.913;0;0;819.4;0;593.2;-214;0;0;0;"2025-03-10 15:54"
"2024-08-01";"13:45 - 14:00";-859.2;93.7;-761.587;0;0;820.7;0;593.7;-239.6;0;0;0;"2025-03-10 15:54"
"2024-08-01";"14:00 - 14:15";-817.9;122.6;-784.445;0;0;1113.8;0;593.6;-295.7;0;0;0;"2025-03-10 15:54"
"2024-08-01";"14:15 - 14:30";-839.5;112.9;-836.395;0;0;957;0;593.7;-292.2;0;0;0;"2025-03-10 15:54"
"2024-08-01";"14:30 - 14:45";-878.7;111.9;-849.902;0;0;1074.6;0;593.5;-299.1;0;0;0;"2025-03-10 15:54"
"2024-08-01";"14:45 - 15:00";-861.7;70.7;-831.2;0;0;785.8;0;593.5;-265.9;0;0;0;"2025-03-10 15:54"
"2024-08-01";"15:00 - 15:15";-895.5;48.2;-853.019;0;-15.2;548.1;0;593.2;-284.8;0;0;0;"2025-03-10 15:54"
"2024-08-01";"15:15 - 15:30";-907;44.5;-939.256;0;0;779.8;0;593.1;-311.8;0;0;0;"2025-03-10 15:54"
"2024-08-01";"15:30 - 15:45";-949.3;41.3;-991.206;0;0;824.8;0;593.4;-303.8;0;0;0;"2025-03-10 15:54"
"2024-08-01";"15:45 - 16:00";-882.9;89.7;-885.228;0;0;833.5;0;593.6;-256.6;0;0;0;"2025-03-10 15:54"
"2024-08-01";"16:00 - 16:15";-663.8;160.2;-762.626;0;0;1084;0;593.9;-338.2;0;0;0;"2025-03-10 15:54"
"2024-08-01";"16:15 - 16:30";-737.3;105.9;-856.136;0;0;835;0;594.2;-312.2;0;0;0;"2025-03-10 15:54"
"2024-08-01";"16:30 - 16:45";-814.1;110.8;-874.838;0;0;999.4;0;593.9;-379.1;0;0;0;"2025-03-10 15:54"
"2024-08-01";"16:45 - 17:00";-670.3;148.9;-730.417;0;0;1021;0;555.9;-289.9;0;-121.6;0;"2025-03-10 15:54"
"2024-08-01";"17:00 - 17:15";-402.2;289.4;-539.241;0;0;1891.5;0;523.5;-315.8;0;-121.5;0;"2025-03-10 15:54"
"2024-08-01";"17:15 - 17:30";-346.3;348.6;-543.397;0;0;1734.3;0;523.4;-350.8;0;-121.7;0;"2025-03-10 15:54"
"2024-08-01";"17:30 - 17:45";-268.5;214.7;-402.093;0;0;1720.5;0;523.3;-286.3;0;-121.6;0;"2025-03-10 15:54"
"2024-08-01";"17:45 - 18:00";-192.8;337.9;-353.26;0;0;1581;0;563.1;-285.7;0;-163;0;"2025-03-10 15:54"
"2024-08-01";"18:00 - 18:15";-27.3;630.5;-145.46;0;0;1917.3;0;593.9;-223.3;0;-177.6;0;"2025-03-10 15:54"
"2024-08-01";"18:15 - 18:30";-57.9;570.4;-194.293;0;0;1817.1;0;594.1;-213.5;0;-177.4;0;"2025-03-10 15:54"
"2024-08-01";"18:30 - 18:45";-76.8;527.2;-236.892;0;0;1737.1;0;593.9;-219.3;0;-177.6;0;"2025-03-10 15:54"
"2024-08-01";"18:45 - 19:00";-16.4;633.9;-119.485;0;0;1707.1;0;593.9;-167.9;0;-309.2;0;"2025-03-10 15:54"
"2024-08-01";"19:00 - 19:15";0;896;0;113.251;0;1684.8;0;593.9;-65.4;0;-403.2;0;"2025-03-10 15:54"
"2024-08-01";"19:15 - 19:30";0;819.4;0;45.716;0;1590.7;0;593.7;-80.7;0;-403.2;0;"2025-03-10 15:54"
"2024-08-01";"19:30 - 19:45";0;819.4;0;31.17;0;1591.9;0;594;-67.5;0;-403;0;"2025-03-10 15:54"
"2024-08-01";"19:45 - 20:00";0;732.1;-9.351;0;0;1557.9;0;593.6;-64.7;0;-416.9;0;"2025-03-10 15:54"
"2024-08-01";"20:00 - 20:15";0;811.2;0;38.443;0;1731.6;0;594.2;-66.9;0;-467.3;0;"2025-03-10 15:54"
"2024-08-01";"20:15 - 20:30";0;738;-36.365;0;0;1598.7;0;594;-84.5;0;-467.4;0;"2025-03-10 15:54"
"2024-08-01";"20:30 - 20:45";0;750.1;0;4.156;0;1680.2;0;593.9;-75.1;0;-467.2;0;"2025-03-10 15:54"
"2024-08-01";"20:45 - 21:00";0;741.7;0;0;0;1725.2;0;580.7;-60.8;0;-457.8;0;"2025-03-10 15:54"
"2024-08-01";"21:00 - 21:15";0;627.7;-101.822;0;0;1696.6;0;568.6;-129;0;-457.9;0;"2025-03-10 15:54"
"2024-08-01";"21:15 - 21:30";0;699.6;0;0;0;1594.7;0;568.9;-67.1;0;-457.7;0;"2025-03-10 15:54"
"2024-08-01";"21:30 - 21:45";0;791.9;0;87.276;0;1618.8;0;568.8;-45;0;-457.6;0;"2025-03-10 15:54"
"2024-08-01";"21:45 - 22:00";0;702.3;0;51.95;0;1558.7;0;578.9;-48.1;0;-389.5;0;"2025-03-10 15:54"
"2024-08-01";"22:00 - 22:15";0;647.7;0;63.379;0;2043.3;0;593.6;-110.7;0;-232.5;0;"2025-03-10 15:54"
"2024-08-01";"22:15 - 22:30";0;662;0;72.73;0;1939;0;594.1;-76.9;0;-232.6;0;"2025-03-10 15:54"
"2024-08-01";"22:30 - 22:45";0;751.2;0;116.368;0;1827;0;593.1;-40.9;0;-234.5;0;"2025-03-10 15:54"
"2024-08-01";"22:45 - 23:00";0;735.2;0;114.29;0;1858.3;0;583.3;-76.9;0;-309.2;0;"2025-03-10 15:54"
"2024-08-01";"23:00 - 23:15";-64.7;478;-78.964;0;0;1714.5;0;526.8;-130.8;0;-387.5;0;"2025-03-10 15:54"
"2024-08-01";"23:15 - 23:30";-72.7;445.1;-96.627;0;0;1658.4;0;526.8;-123.5;0;-387.4;0;"2025-03-10 15:54"
"2024-08-01";"23:30 - 23:45";-60.1;466.4;-44.677;0;0;1746.6;0;526.9;-122.1;0;-387.6;0;"2025-03-10 15:54"
"2024-08-01";"23:45 - 24:00";-59.8;437.7;-76.886;0;0;1720.4;0;538.2;-104.7;0;-362.6;0;"2025-03-10 15:54"
"2024-08-02";"00:00 - 00:15";-225.9;172.4;-311.7;0;0;1763.1;0;594;-84.8;0;-287.7;0;"2025-03-10 15:55"
"2024-08-02";"00:15 - 00:30";-209.8;175;-308.583;0;0;1825;0;594.1;-90.5;0;-287.7;0;"2025-03-10 15:55"
"2024-08-02";"00:30 - 00:45";-197.3;176.2;-275.335;0;0;1714.3;0;594.1;-106.7;0;-287.6;0;"2025-03-10 15:55"
"2024-08-02";"00:45 - 01:00";-187.2;174.1;-265.984;0;0;1728.7;0;573.2;-58.4;0;-287.6;0;"2025-03-10 15:55"
"2024-08-02";"01:00 - 01:15";-297.9;50.5;-465.472;0;0;1284.2;0;548.1;-101.9;0;-287.6;0;"2025-03-10 15:55"
"2024-08-02";"01:15 - 01:30";-252.9;97.8;-367.806;0;0;1369.2;0;548.1;-82;0;-287.7;0;"2025-03-10 15:55"
"2024-08-02";"01:30 - 01:45";-246.5;106;-367.806;0;0;1406.1;0;548.1;-101.9;0;-287.6;0;"2025-03-10 15:55"
"2024-08-02";"01:45 - 02:00";-239.7;121.5;-333.519;0;0;1395.4;0;557.1;-114.4;0;-284.5;0;"2025-03-10 15:55"
"2024-08-02";"02:00 - 02:15";-209;314.2;-317.934;0;0;1260.6;0;556.8;-98.7;0;-284.7;0;"2025-03-10 15:55"
"2024-08-02";"02:15 - 02:30";-209;333.9;-294.037;0;0;1329.6;0;557;-86.9;0;-284.6;0;"2025-03-10 15:55"
"2024-08-02";"02:30 - 02:45";-204.2;324.2;-297.154;0;0;1328.1;0;557;-72.1;0;-284.8;0;"2025-03-10 15:55"
"2024-08-02";"02:45 - 03:00";-206.9;304.2;-317.934;0;0;1289.5;0;552.7;-59;0;-284.7;0;"2025-03-10 15:55"
"2024-08-02";"03:00 - 03:15";-205.8;333.4;-326.246;0;0;1513.4;0;489.3;-91.3;0;-190.8;0;"2025-03-10 15:55"
"2024-08-02";"03:15 - 03:30";-203.4;362.4;-302.349;0;0;1563.9;0;487.9;-116;0;-190.9;0;"2025-03-10 15:55"
"2024-08-02";"03:30 - 03:45";-219.3;317.5;-362.611;0;0;1568.1;0;487.6;-125.6;0;-190.9;0;"2025-03-10 15:55"
"2024-08-02";"03:45 - 04:00";-209.8;317.1;-294.037;0;0;1572;0;495.1;-94.5;0;-190.8;0;"2025-03-10 15:55"
"2024-08-02";"04:00 - 04:15";-210;330.7;-316.895;0;0;1696.4;0;507.8;-139.1;0;-220.6;0;"2025-03-10 15:55"
"2024-08-02";"04:15 - 04:30";-204;329;-296.115;0;0;1644.1;0;507.9;-115.7;0;-220.6;0;"2025-03-10 15:55"
"2024-08-02";"04:30 - 04:45";-207.5;294.4;-356.377;0;0;1699.3;0;507.9;-136.6;0;-220.5;0;"2025-03-10 15:55"
"2024-08-02";"04:45 - 05:00";-175;363;-242.087;0;0;1712.9;0;519.6;-73.8;0;-220.5;0;"2025-03-10 15:55"
"2024-08-02";"05:00 - 05:15";-225.2;270.9;-364.689;0;0;1797.5;0;528.8;-163.5;0;-299.1;0;"2025-03-10 15:55"
"2024-08-02";"05:15 - 05:30";-199.4;323.8;-327.285;0;0;2004.5;0;529.2;-189.9;0;-299.4;0;"2025-03-10 15:55"
"2024-08-02";"05:30 - 05:45";-285.2;209.1;-467.55;0;0;1715.8;0;528.9;-211;0;-299.3;0;"2025-03-10 15:55"
"2024-08-02";"05:45 - 06:00";-265.2;214.6;-469.628;0;0;1585.3;0;547.1;-196.1;0;-259.3;0;"2025-03-10 15:55"
"2024-08-02";"06:00 - 06:15";-240.4;317;-376.118;0;0;1803.9;0;562.8;-189.9;0;-259.4;0;"2025-03-10 15:55"
"2024-08-02";"06:15 - 06:30";-233.7;296.5;-363.65;0;0;1834.8;0;562.8;-138.9;0;-259.3;0;"2025-03-10 15:55"
"2024-08-02";"06:30 - 06:45";-237.5;304.1;-332.48;0;0;1938.7;0;562.7;-130.6;0;-259.3;0;"2025-03-10 15:55"
"2024-08-02";"06:45 - 07:00";-226.3;281;-294.037;0;0;1576;0;561.7;-94.5;0;-93.6;0;"2025-03-10 15:55"
"2024-08-02";"07:00 - 07:15";-337.3;178;-469.628;0;0;1116.4;0;561.6;-164.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"07:15 - 07:30";-328.9;166.8;-468.589;0;0;1035.5;0;561.8;-127.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"07:30 - 07:45";-342.4;155.5;-405.21;0;0;1042.3;0;561.8;-86.9;0;0;0;"2025-03-10 15:55"
"2024-08-02";"07:45 - 08:00";-361.7;165.9;-376.118;0;0;1140.8;0;573.1;-100.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"08:00 - 08:15";-580.7;59.7;-641.063;0;0;735;0;576.8;-180.2;0;0;0;"2025-03-10 15:55"
"2024-08-02";"08:15 - 08:30";-532.7;75.9;-525.734;0;0;670.5;0;576.8;-116.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"08:30 - 08:45";-568.6;77;-569.372;0;0;752.7;0;576.6;-152.2;0;0;0;"2025-03-10 15:55"
"2024-08-02";"08:45 - 09:00";-488;101.2;-460.277;0;0;1045.5;0;577;-106.4;0;0;0;"2025-03-10 15:55"
"2024-08-02";"09:00 - 09:15";-598.2;55.1;-569.372;0;0;791.2;0;576.6;-123;0;0;0;"2025-03-10 15:55"
"2024-08-02";"09:15 - 09:30";-567.5;80.4;-567.294;0;0;904.1;0;576.3;-131.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"09:30 - 09:45";-606.6;57.2;-605.737;0;0;791.6;0;576.6;-166.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"09:45 - 10:00";-601.3;15.3;-614.049;0;0;582;0;588.1;-112.1;0;0;0;"2025-03-10 15:55"
"2024-08-02";"10:00 - 10:15";-625;15.5;-637.946;0;0;793.4;0;594.2;-165.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"10:15 - 10:30";-696.6;0;-710.676;0;0;631.4;0;594.2;-167.2;0;0;0;"2025-03-10 15:55"
"2024-08-02";"10:30 - 10:45";-706.7;4.5;-721.066;0;0;651.5;0;593.8;-192.2;0;0;0;"2025-03-10 15:55"
"2024-08-02";"10:45 - 11:00";-689.7;0;-715.871;0;0;520.7;0;578.2;-146.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"11:00 - 11:15";-591.3;42;-563.138;0;0;1120.6;0;558.7;-137.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"11:15 - 11:30";-577.6;44.9;-551.709;0;0;1149.6;0;558.6;-133.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"11:30 - 11:45";-523.5;69;-537.163;0;0;1351.4;0;558.7;-131.3;0;0;0;"2025-03-10 15:55"
"2024-08-02";"11:45 - 12:00";-612.8;51.6;-646.258;0;0;1492.6;0;574.7;-203.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"12:00 - 12:15";-639.6;54.2;-663.921;0;0;1416.6;0;594;-196.8;0;0;0;"2025-03-10 15:55"
"2024-08-02";"12:15 - 12:30";-596;79.4;-651.453;0;0;1623.1;0;593.9;-198.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"12:30 - 12:45";-666.7;62.1;-738.729;0;0;1585;0;593.8;-232.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"12:45 - 13:00";-730.8;5.8;-798.991;0;0;1273.9;0;593.7;-216.9;0;0;0;"2025-03-10 15:55"
"2024-08-02";"13:00 - 13:15";-751.1;42.8;-841.59;0;0;1569.6;0;593.9;-289.4;0;0;0;"2025-03-10 15:55"
"2024-08-02";"13:15 - 13:30";-691.1;67.4;-790.679;0;0;1712.2;0;594;-270;0;0;0;"2025-03-10 15:55"
"2024-08-02";"13:30 - 13:45";-698.3;71.7;-783.406;0;0;1548;0;593.9;-262.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"13:45 - 14:00";-697.7;59.7;-802.108;0;0;1564;0;593.8;-260.5;0;0;0;"2025-03-10 15:55"
"2024-08-02";"14:00 - 14:15";-724.3;67.6;-813.537;0;0;1658.1;0;593.9;-285.9;0;0;0;"2025-03-10 15:55"
"2024-08-02";"14:15 - 14:30";-771.2;59.8;-838.473;0;0;1650.7;0;594.1;-295.4;0;0;0;"2025-03-10 15:55"
"2024-08-02";"14:30 - 14:45";-797.5;49.8;-889.384;0;0;1693.6;0;593.6;-329.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"14:45 - 15:00";-778.7;64.4;-837.434;0;0;1712;0;593.7;-309.3;0;0;0;"2025-03-10 15:55"
"2024-08-02";"15:00 - 15:15";-430.8;187.1;-488.33;0;0;2122.9;0;593.6;-217;0;0;0;"2025-03-10 15:55"
"2024-08-02";"15:15 - 15:30";-491.4;186.3;-480.018;0;0;2135.5;0;593.7;-207.3;0;0;0;"2025-03-10 15:55"
"2024-08-02";"15:30 - 15:45";-535.4;179.4;-554.826;0;0;2083.3;0;593.6;-257.7;0;0;0;"2025-03-10 15:55"
"2024-08-02";"15:45 - 16:00";-382.3;206.3;-471.706;0;0;1680.7;0;594;-170.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"16:00 - 16:15";-377.7;220.4;-445.731;0;0;1572.2;0;593.6;-283.6;0;0;0;"2025-03-10 15:55"
"2024-08-02";"16:15 - 16:30";-362.7;259.4;-435.341;0;0;1564.2;0;593.9;-321;0;0;0;"2025-03-10 15:55"
"2024-08-02";"16:30 - 16:45";-391.8;253.9;-554.826;0;0;1543.1;0;593.9;-267.9;0;0;0;"2025-03-10 15:55"
"2024-08-02";"16:45 - 17:00";-289.6;336.3;-438.458;0;0;1681.4;0;593.8;-233.2;0;-298.7;0;"2025-03-10 15:55"
"2024-08-02";"17:00 - 17:15";-110.9;504;-35.326;0;0;2325.8;0;593.7;-167.1;0;-474.1;0;"2025-03-10 15:55"
"2024-08-02";"17:15 - 17:30";-110.5;426.7;-126.758;0;0;1961.7;0;593.8;-222;0;-474.1;0;"2025-03-10 15:55"
"2024-08-02";"17:30 - 17:45";-113.8;430.4;-240.009;0;0;2006.2;0;594;-259.3;0;-474.1;0;"2025-03-10 15:55"
"2024-08-02";"17:45 - 18:00";-21.7;537.1;-154.811;0;0;1982;0;594.1;-213.5;0;-507.7;0;"2025-03-10 15:55"
"2024-08-02";"18:00 - 18:15";0;642.3;-47.794;0;0;1993;0;594;-200.1;0;-507.5;0;"2025-03-10 15:55"
"2024-08-02";"18:15 - 18:30";0;680;-6.234;0;0;2077.8;0;594;-193;0;-507.8;0;"2025-03-10 15:55"
"2024-08-02";"18:30 - 18:45";0;589.3;-41.56;0;0;1974;0;593.8;-175.9;0;-507.7;0;"2025-03-10 15:55"
"2024-08-02";"18:45 - 19:00";0;701.3;-64.418;0;0;1979.9;0;594;-142.5;0;-507.3;0;"2025-03-10 15:55"
"2024-08-02";"19:00 - 19:15";0;756.4;-54.028;0;0;1575.6;0;593.9;-85.5;0;-507.3;0;"2025-03-10 15:55"
"2024-08-02";"19:15 - 19:30";0;705.8;-60.262;0;0;1616.9;0;593.8;-86.5;0;-507.4;0;"2025-03-10 15:55"
"2024-08-02";"19:30 - 19:45";0;790.7;-4.156;0;0;1718.4;0;593.7;-84.4;0;-507.5;0;"2025-03-10 15:55"
"2024-08-02";"19:45 - 20:00";0;791.9;-68.574;0;0;1736.4;0;594.2;-120.6;0;-507.6;0;"2025-03-10 15:55"
"2024-08-02";"20:00 - 20:15";0;863.1;0;64.418;0;1374.1;0;594.1;-88.1;0;-507.4;0;"2025-03-10 15:55"
"2024-08-02";"20:15 - 20:30";0;906.9;0;61.301;0;1390.5;0;594;-56.5;0;-507.5;0;"2025-03-10 15:55"
"2024-08-02";"20:30 - 20:45";0;893;0;107.017;0;1397.3;0;594;-47.5;0;-507;0;"2025-03-10 15:55"
"2024-08-02";"20:45 - 21:00";0;818.7;0;22.858;0;1342.2;0;594.1;-99.1;0;-466.7;0;"2025-03-10 15:55"
"2024-08-02";"21:00 - 21:15";0;722.7;-51.95;0;0;1246.3;0;593.9;-123.8;0;-465.4;0;"2025-03-10 15:55"
"2024-08-02";"21:15 - 21:30";0;677.2;-69.613;0;0;1110.2;0;593.9;-126.3;0;-465.3;0;"2025-03-10 15:55"
"2024-08-02";"21:30 - 21:45";0;772.7;0;51.95;0;1229.5;0;593.8;-121.7;0;-465.2;0;"2025-03-10 15:55"
"2024-08-02";"21:45 - 22:00";0;756.1;0;67.535;0;1345.5;0;593.9;-105.3;0;-442.1;0;"2025-03-10 15:55"
"2024-08-02";"22:00 - 22:15";0;714.8;0;92.471;0;1484.2;0;593.8;-54.9;0;-442;0;"2025-03-10 15:55"
"2024-08-02";"22:15 - 22:30";0;792.8;0;152.733;0;1480.8;0;594;-57.3;0;-442.1;0;"2025-03-10 15:55"
"2024-08-02";"22:30 - 22:45";0;787.5;0;139.226;0;1635.8;0;593.9;-81.4;0;-442.2;0;"2025-03-10 15:55"
"2024-08-02";"22:45 - 23:00";0;736.8;0;112.212;0;1551.3;0;593.9;-75.3;0;-395.2;0;"2025-03-10 15:55"
"2024-08-02";"23:00 - 23:15";-44.1;528.3;-78.964;0;0;1344.2;0;594.1;-161.4;0;-395.2;0;"2025-03-10 15:55"
"2024-08-02";"23:15 - 23:30";-11.5;583.1;0;10.39;0;1395.8;0;594.2;-109.9;0;-395.3;0;"2025-03-10 15:55"
