Doba handlowa;OREB [Jednostka czasu od-do];Prognozowane zapotrzebowanie KSE [MW];Rzeczywiste zapotrzebowanie KSE [MW];Data publikacji
"2024-07-02";"03:15 - 03:30";14400;14375.631;"2025-02-02 19:49"
"2024-07-02";"03:30 - 03:45";14350;14534.985;"2025-02-02 19:49"
"2024-07-02";"03:45 - 04:00";14300;14360.725;"2025-02-02 19:49"
"2024-07-02";"04:00 - 04:15";14300;14460.813;"2025-02-02 19:49"
"2024-07-02";"04:15 - 04:30";14300;14487.806;"2025-02-02 19:49"
"2024-07-02";"04:30 - 04:45";14350;14495.254;"2025-02-02 19:49"
"2024-07-02";"04:45 - 05:00";14450;14600.416;"2025-02-02 19:49"
"2024-07-02";"05:00 - 05:15";14550;14756.5;"2025-02-02 19:49"
"2024-07-02";"05:15 - 05:30";14750;14984.935;"2025-02-02 19:49"
"2024-07-02";"05:30 - 05:45";15000;15081.012;"2025-02-02 19:49"
"2024-07-02";"05:45 - 06:00";15500;15576.913;"2025-02-02 19:49"
"2024-07-02";"06:00 - 06:15";16600;16792.281;"2025-02-02 19:49"
"2024-07-02";"06:15 - 06:30";17200;17480.203;"2025-02-02 19:49"
"2024-07-02";"06:30 - 06:45";17750;17817.213;"2025-02-02 19:49"
"2024-07-02";"06:45 - 07:00";18200;18274.793;"2025-02-02 19:49"
"2024-07-02";"07:00 - 07:15";18750;18838.094;"2025-02-02 19:49"
"2024-07-02";"07:15 - 07:30";19150;19062.521;"2025-02-02 19:49"
"2024-07-02";"07:30 - 07:45";19350;19322.121;"2025-02-02 19:49"
"2024-07-02";"07:45 - 08:00";19600;19599.297;"2025-02-02 19:49"
"2024-07-02";"08:00 - 08:15";19900;19771.104;"2025-02-02 19:49"
"2024-07-02";"08:15 - 08:30";20150;19876.266;"2025-02-02 19:49"
"2024-07-02";"08:30 - 08:45";20250;19634.969;"2025-02-02 19:49"
"2024-07-02";"08:45 - 09:00";20300;19943.066;"2025-02-02 19:49"
"2024-07-02";"09:00 - 09:15";20350;19985.482;"2025-02-02 19:49"
"2024-07-02";"09:15 - 09:30";20300;19819.879;"2025-02-02 19:49"
"2024-07-02";"09:30 - 09:45";20250;19744.74;"2025-02-02 19:49"
"2024-07-02";"09:45 - 10:00";20000;19586.049;"2025-02-02 19:49"
"2024-07-02";"10:00 - 10:15";19900;20011.092;"2025-02-02 19:49"
"2024-07-02";"10:15 - 10:30";20000;19618.355;"2025-02-02 19:49"
"2024-07-02";"10:30 - 10:45";20100;20486.305;"2025-02-02 19:49"
"2024-07-02";"10:45 - 11:00";20150;20199.982;"2025-02-02 19:49"
"2024-07-02";"11:00 - 11:15";20100;20061.29;"2025-02-02 19:49"
"2024-07-02";"11:15 - 11:30";20150;20361.807;"2025-02-02 19:49"
"2024-07-02";"11:30 - 11:45";20250;20095.088;"2025-02-02 19:49"
"2024-07-02";"11:45 - 12:00";20250;20430.637;"2025-02-02 19:49"
"2024-07-02";"12:00 - 12:15";20150;20494.486;"2025-02-02 19:49"
"2024-07-02";"12:15 - 12:30";20200;20696.045;"2025-02-02 19:49"
"2024-07-02";"12:30 - 12:45";20250;20496.4;"2025-02-02 19:49"
"2024-07-02";"12:45 - 13:00";20100;20140.824;"2025-02-02 19:49"
"2024-07-02";"13:00 - 13:15";20300;19551.107;"2025-02-02 19:49"
"2024-07-02";"13:15 - 13:30";20300;19588.719;"2025-02-02 19:49"
"2024-07-02";"13:30 - 13:45";20100;19988.953;"2025-02-02 19:49"
"2024-07-02";"13:45 - 14:00";19650;19102.717;"2025-02-02 19:49"
"2024-07-02";"14:00 - 14:15";19850;18733.984;"2025-02-02 19:49"
"2024-07-02";"14:15 - 14:30";20000;18981.766;"2025-02-02 19:49"
"2024-07-02";"14:30 - 14:45";19900;19366.604;"2025-02-02 19:49"
"2024-07-02";"14:45 - 15:00";19900;19087.197;"2025-02-02 19:49"
"2024-07-02";"15:00 - 15:15";19800;19348.225;"2025-02-02 19:49"
"2024-07-02";"15:15 - 15:30";19900;19251.455;"2025-02-02 19:49"
"2024-07-02";"15:30 - 15:45";20050;19352.512;"2025-02-02 19:49"
"2024-07-02";"15:45 - 16:00";20050;19394.643;"2025-02-02 19:49"
"2024-07-02";"16:00 - 16:15";20050;19371.328;"2025-02-02 19:49"
"2024-07-02";"16:15 - 16:30";20050;18839.902;"2025-02-02 19:49"
"2024-07-02";"16:30 - 16:45";20150;18972.516;"2025-02-02 19:49"
"2024-07-02";"16:45 - 17:00";20050;19454.594;"2025-02-02 19:49"
"2024-07-02";"17:00 - 17:15";20000;19504.61;"2025-02-02 19:49"
"2024-07-02";"17:15 - 17:30";20050;19840.17;"2025-02-02 19:49"
"2024-07-02";"17:30 - 17:45";20050;19615.768;"2025-02-02 19:49"
"2024-07-02";"17:45 - 18:00";19800;19392.01;"2025-02-02 19:49"
"2024-07-02";"18:00 - 18:15";19750;19432.027;"2025-02-02 19:49"
"2024-07-02";"18:15 - 18:30";19950;19612.2;"2025-02-02 19:49"
"2024-07-02";"18:30 - 18:45";20000;19861.605;"2025-02-02 19:49"
"2024-07-02";"18:45 - 19:00";20000;19810.082;"2025-02-02 19:49"
"2024-07-02";"19:00 - 19:15";20050;19669.695;"2025-02-02 19:49"
"2024-07-02";"19:15 - 19:30";20050;19745.008;"2025-02-02 19:49"
"2024-07-02";"19:30 - 19:45";20150;19717.117;"2025-02-02 19:49"
"2024-07-02";"19:45 - 20:00";20050;19707.094;"2025-02-02 19:49"
"2024-07-02";"20:00 - 20:15";20150;19817.047;"2025-02-02 19:49"
"2024-07-02";"20:15 - 20:30";20050;19632.635;"2025-02-02 19:49"
"2024-07-02";"20:30 - 20:45";20000;19487.402;"2025-02-02 19:49"
"2024-07-02";"20:45 - 21:00";19900;19502.867;"2025-02-02 19:49"
"2024-07-02";"21:00 - 21:15";19700;19313.291;"2025-02-02 19:49"
"2024-07-02";"21:15 - 21:30";19600;18960.635;"2025-02-02 19:49"
"2024-07-02";"21:30 - 21:45";19350;18963.068;"2025-02-02 19:49"
"2024-07-02";"21:45 - 22:00";18800;18386.291;"2025-02-02 19:49"
"2024-07-02";"22:00 - 22:15";18700;18061.594;"2025-02-02 19:49"
"2024-07-02";"22:15 - 22:30";18400;17990.559;"2025-02-02 19:49"
"2024-07-02";"22:30 - 22:45";18050;17570.182;"2025-02-02 19:49"
"2024-07-02";"22:45 - 23:00";17700;17249.303;"2025-02-02 19:49"
"2024-07-02";"23:00 - 23:15";17350;16852.605;"2025-02-02 19:49"
"2024-07-02";"23:15 - 23:30";17000;16717.92;"2025-02-02 19:49"
"2024-07-02";"23:30 - 23:45";16600;16027.024;"2025-02-02 19:49"
"2024-07-02";"23:45 - 24:00";16250;15736.429;"2025-02-02 19:49"
"2024-07-03";"00:00 - 00:15";15600;15536.573;"2025-02-02 19:49"
"2024-07-03";"00:15 - 00:30";15450;15254.358;"2025-02-02 19:49"
"2024-07-03";"00:30 - 00:45";15250;15175.26;"2025-02-02 19:49"
"2024-07-03";"00:45 - 01:00";15050;15080.453;"2025-02-02 19:49"
"2024-07-03";"01:00 - 01:15";14900;14733.006;"2025-02-02 19:49"
"2024-07-03";"01:15 - 01:30";14750;14817.137;"2025-02-02 19:49"
"2024-07-03";"01:30 - 01:45";14650;14573.854;"2025-02-02 19:49"
"2024-07-03";"01:45 - 02:00";14550;14588.075;"2025-02-02 19:49"
"2024-07-03";"02:00 - 02:15";14500;14387.219;"2025-02-02 19:49"
"2024-07-03";"02:15 - 02:30";14450;14578.372;"2025-02-02 19:49"
"2024-07-03";"02:30 - 02:45";14400;14424.244;"2025-02-02 19:49"
"2024-07-03";"02:45 - 03:00";14350;14475.981;"2025-02-02 19:49"
"2024-07-03";"03:00 - 03:15";14350;14559.713;"2025-02-02 19:49"
"2024-07-03";"03:15 - 03:30";14350;14429.727;"2025-02-02 19:49"
"2024-07-03";"03:30 - 03:45";14350;14515.204;"2025-02-02 19:49"
"2024-07-03";"03:45 - 04:00";14350;14453.999;"2025-02-02 19:49"
"2024-07-03";"04:00 - 04:15";14350;14348.504;"2025-02-02 19:49"
"2024-07-03";"04:15 - 04:30";14350;14214.409;"2025-02-02 19:49"
"2024-07-03";"04:30 - 04:45";14450;14267.006;"2025-02-02 19:49"
"2024-07-03";"04:45 - 05:00";14550;14331.883;"2025-02-02 19:49"
"2024-07-03";"05:00 - 05:15";14650;14475.443;"2025-02-02 19:49"
"2024-07-03";"05:15 - 05:30";14800;14675.007;"2025-02-02 19:49"
"2024-07-03";"05:30 - 05:45";15000;14891.421;"2025-02-02 19:49"
"2024-07-03";"05:45 - 06:00";15500;15427.216;"2025-02-02 19:49"
"2024-07-03";"06:00 - 06:15";16450;16507.902;"2025-02-02 19:49"
"2024-07-03";"06:15 - 06:30";17150;17173.113;"2025-02-02 19:49"
"2024-07-03";"06:30 - 06:45";17700;17563.57;"2025-02-02 19:49"
"2024-07-03";"06:45 - 07:00";18150;18116.6;"2025-02-02 19:49"
"2024-07-03";"07:00 - 07:15";18600;18605.814;"2025-02-02 19:49"
"2024-07-03";"07:15 - 07:30";19000;19025.004;"2025-02-02 19:49"
"2024-07-03";"07:30 - 07:45";19400;19076.055;"2025-02-02 19:49"
"2024-07-03";"07:45 - 08:00";19800;19328.738;"2025-02-02 19:49"
"2024-07-03";"08:00 - 08:15";20050;19402.123;"2025-02-02 19:49"
"2024-07-03";"08:15 - 08:30";20200;19489.758;"2025-02-02 19:49"
"2024-07-03";"08:30 - 08:45";20350;19734.336;"2025-02-02 19:49"
"2024-07-03";"08:45 - 09:00";20400;19948.678;"2025-02-02 19:49"
"2024-07-03";"09:00 - 09:15";20450;19979.066;"2025-02-02 19:49"
"2024-07-03";"09:15 - 09:30";20450;19806.025;"2025-02-02 19:49"
"2024-07-03";"09:30 - 09:45";20450;19908.178;"2025-02-02 19:49"
"2024-07-03";"09:45 - 10:00";20300;20175.422;"2025-02-02 19:49"
"2024-07-03";"10:00 - 10:15";20200;19944.727;"2025-02-02 19:49"
"2024-07-03";"10:15 - 10:30";20250;19887.922;"2025-02-02 19:49"
"2024-07-03";"10:30 - 10:45";20300;20040.531;"2025-02-02 19:49"
"2024-07-03";"10:45 - 11:00";20350;19886.44;"2025-02-02 19:49"
"2024-07-03";"11:00 - 11:15";20400;19895.566;"2025-02-02 19:49"
"2024-07-03";"11:15 - 11:30";20450;19893.736;"2025-02-02 19:49"
"2024-07-03";"11:30 - 11:45";20500;19990.018;"2025-02-02 19:49"
"2024-07-03";"11:45 - 12:00";20550;19913.848;"2025-02-02 19:49"
"2024-07-03";"12:00 - 12:15";20550;19886.893;"2025-02-02 19:49"
"2024-07-03";"12:15 - 12:30";20550;19875.807;"2025-02-02 19:49"
"2024-07-03";"12:30 - 12:45";20550;19906.736;"2025-02-02 19:49"
"2024-07-03";"12:45 - 13:00";20550;20073.664;"2025-02-02 19:49"
"2024-07-03";"13:00 - 13:15";20550;20172.82;"2025-02-02 19:49"
"2024-07-03";"13:15 - 13:30";20550;20155.104;"2025-02-02 19:49"
"2024-07-03";"13:30 - 13:45";20350;19868.752;"2025-02-02 19:49"
"2024-07-03";"13:45 - 14:00";19900;19445.799;"2025-02-02 19:49"
"2024-07-03";"14:00 - 14:15";20100;19776.87;"2025-02-02 19:49"
"2024-07-03";"14:15 - 14:30";20150;19862.838;"2025-02-02 19:49"
"2024-07-03";"14:30 - 14:45";20150;19830.594;"2025-02-02 19:49"
"2024-07-03";"14:45 - 15:00";20150;19440.234;"2025-02-02 19:49"
"2024-07-03";"15:00 - 15:15";20150;19609.383;"2025-02-02 19:49"
"2024-07-03";"15:15 - 15:30";20150;19801.355;"2025-02-02 19:49"
"2024-07-03";"15:30 - 15:45";20150;19510.14;"2025-02-02 19:49"
"2024-07-03";"15:45 - 16:00";20150;19358.648;"2025-02-02 19:49"
"2024-07-03";"16:00 - 16:15";20150;19346.736;"2025-02-02 19:49"
"2024-07-03";"16:15 - 16:30";20150;19358.225;"2025-02-02 19:49"
"2024-07-03";"16:30 - 16:45";20150;19449.361;"2025-02-02 19:49"
"2024-07-03";"16:45 - 17:00";20150;19368.95;"2025-02-02 19:49"
"2024-07-03";"17:00 - 17:15";20150;19279.08;"2025-02-02 19:49"
"2024-07-03";"17:15 - 17:30";20150;19423.844;"2025-02-02 19:49"
"2024-07-03";"17:30 - 17:45";20100;19424.668;"2025-02-02 19:49"
"2024-07-03";"17:45 - 18:00";19800;19170.46;"2025-02-02 19:49"
"2024-07-03";"18:00 - 18:15";19800;19102.635;"2025-02-02 19:49"
"2024-07-03";"18:15 - 18:30";19900;19369.646;"2025-02-02 19:49"
"2024-07-03";"18:30 - 18:45";19950;19556.98;"2025-02-02 19:49"
"2024-07-03";"18:45 - 19:00";19950;19505.65;"2025-02-02 19:49"
"2024-07-03";"19:00 - 19:15";19950;19422.69;"2025-02-02 19:49"
"2024-07-03";"19:15 - 19:30";19950;19447.021;"2025-02-02 19:49"
"2024-07-03";"19:30 - 19:45";19950;19668.459;"2025-02-02 19:49"
"2024-07-03";"19:45 - 20:00";19950;19697.424;"2025-02-02 19:49"
"2024-07-03";"20:00 - 20:15";19900;19712.84;"2025-02-02 19:49"
"2024-07-03";"20:15 - 20:30";19850;19539.408;"2025-02-02 19:49"
"2024-07-03";"20:30 - 20:45";19800;19591.014;"2025-02-02 19:49"
"2024-07-03";"20:45 - 21:00";19750;19474.453;"2025-02-02 19:49"
"2024-07-03";"21:00 - 21:15";19650;19239.434;"2025-02-02 19:49"
"2024-07-03";"21:15 - 21:30";19450;19086.244;"2025-02-02 19:49"
"2024-07-03";"21:30 - 21:45";19100;18839.975;"2025-02-02 19:49"
"2024-07-03";"21:45 - 22:00";18600;18295.475;"2025-02-02 19:49"
"2024-07-03";"22:00 - 22:15";18500;18282.533;"2025-02-02 19:49"
"2024-07-03";"22:15 - 22:30";18150;18020.533;"2025-02-02 19:49"
"2024-07-03";"22:30 - 22:45";17800;17731.732;"2025-02-02 19:49"
"2024-07-03";"22:45 - 23:00";17450;17337.648;"2025-02-02 19:49"
"2024-07-03";"23:00 - 23:15";17100;17123.227;"2025-02-02 19:49"
"2024-07-03";"23:15 - 23:30";16750;16733.254;"2025-02-02 19:49"
"2024-07-03";"23:30 - 23:45";16350;16377.357;"2025-02-02 19:49"
"2024-07-03";"23:45 - 24:00";16000;16123.742;"2025-02-02 19:49"
"2024-07-04";"00:00 - 00:15";15400;16015.858;"2025-02-02 19:49"
"2024-07-04";"00:15 - 00:30";15250;15771.091;"2025-02-02 19:49"
"2024-07-04";"00:30 - 00:45";15100;15471.671;"2025-02-02 19:49"
"2024-07-04";"00:45 - 01:00";14900;15347.459;"2025-02-02 19:49"
"2024-07-04";"01:00 - 01:15";14750;15335.957;"2025-02-02 19:49"
"2024-07-04";"01:15 - 01:30";14650;15163.383;"2025-02-02 19:49"
"2024-07-04";"01:30 - 01:45";14550;14964.306;"2025-02-02 19:49"
"2024-07-04";"01:45 - 02:00";14450;14778.738;"2025-02-02 19:49"
"2024-07-04";"02:00 - 02:15";14400;14869.609;"2025-02-02 19:49"
"2024-07-04";"02:15 - 02:30";14350;14627.107;"2025-02-02 19:49"
"2024-07-04";"02:30 - 02:45";14300;14713.748;"2025-02-02 19:49"
"2024-07-04";"02:45 - 03:00";14250;14790.404;"2025-02-02 19:49"
"2024-07-04";"03:00 - 03:15";14250;14736.649;"2025-02-02 19:49"
"2024-07-04";"03:15 - 03:30";14250;14765.831;"2025-02-02 19:49"
"2024-07-04";"03:30 - 03:45";14250;14720.699;"2025-02-02 19:49"
"2024-07-04";"03:45 - 04:00";14250;14624.184;"2025-02-02 19:49"
"2024-07-04";"04:00 - 04:15";14250;14614.252;"2025-02-02 19:49"
"2024-07-04";"04:15 - 04:30";14250;14686.867;"2025-02-02 19:49"
"2024-07-04";"04:30 - 04:45";14350;14822.94;"2025-02-02 19:49"
"2024-07-04";"04:45 - 05:00";14450;14593.097;"2025-02-02 19:49"
"2024-07-04";"05:00 - 05:15";14550;14969.94;"2025-02-02 19:49"
"2024-07-04";"05:15 - 05:30";14700;15061.182;"2025-02-02 19:49"
"2024-07-04";"05:30 - 05:45";14900;15335.223;"2025-02-02 19:49"
"2024-07-04";"05:45 - 06:00";15400;15790.55;"2025-02-02 19:49"
"2024-07-04";"06:00 - 06:15";16350;16828.219;"2025-02-02 19:49"
"2024-07-04";"06:15 - 06:30";17050;17366.389;"2025-02-02 19:49"
"2024-07-04";"06:30 - 06:45";17600;17669.863;"2025-02-02 19:49"
"2024-07-04";"06:45 - 07:00";18050;18125.926;"2025-02-02 19:49"
"2024-07-04";"07:00 - 07:15";18500;18702.057;"2025-02-02 19:49"
"2024-07-04";"07:15 - 07:30";18800;18941.535;"2025-02-02 19:49"
"2024-07-04";"07:30 - 07:45";19150;19088.39;"2025-02-02 19:49"
"2024-07-04";"07:45 - 08:00";19450;19453.43;"2025-02-02 19:49"
"2024-07-04";"08:00 - 08:15";19700;19455.156;"2025-02-02 19:49"
"2024-07-04";"08:15 - 08:30";19850;19492.664;"2025-02-02 19:49"
"2024-07-04";"08:30 - 08:45";19900;19787.95;"2025-02-02 19:49"
"2024-07-04";"08:45 - 09:00";19950;19911.887;"2025-02-02 19:49"
"2024-07-04";"09:00 - 09:15";20000;19937.047;"2025-02-02 19:49"
"2024-07-04";"09:15 - 09:30";20000;19816.936;"2025-02-02 19:49"
"2024-07-04";"09:30 - 09:45";20000;19844.66;"2025-02-02 19:49"
"2024-07-04";"09:45 - 10:00";20000;19723.385;"2025-02-02 19:49"
"2024-07-04";"10:00 - 10:15";20000;19608.469;"2025-02-02 19:49"
"2024-07-04";"10:15 - 10:30";19850;19682.984;"2025-02-02 19:49"
"2024-07-04";"10:30 - 10:45";19950;19579.988;"2025-02-02 19:49"
"2024-07-04";"10:45 - 11:00";20000;19848.447;"2025-02-02 19:49"
"2024-07-04";"11:00 - 11:15";20000;19458.186;"2025-02-02 19:49"
"2024-07-04";"11:15 - 11:30";20000;19643.691;"2025-02-02 19:49"
"2024-07-04";"11:30 - 11:45";20000;19727.611;"2025-02-02 19:49"
"2024-07-04";"11:45 - 12:00";20000;19921.396;"2025-02-02 19:49"
"2024-07-04";"12:00 - 12:15";20000;20279.281;"2025-02-02 19:49"
"2024-07-04";"12:15 - 12:30";20000;20273.566;"2025-02-02 19:49"
"2024-07-04";"12:30 - 12:45";20100;20046.934;"2025-02-02 19:49"
"2024-07-04";"12:45 - 13:00";20250;19880.059;"2025-02-02 19:49"
"2024-07-04";"13:00 - 13:15";20300;19751.363;"2025-02-02 19:49"
"2024-07-04";"13:15 - 13:30";20300;19993.676;"2025-02-02 19:49"
"2024-07-04";"13:30 - 13:45";20000;19678.799;"2025-02-02 19:49"
"2024-07-04";"13:45 - 14:00";19550;19376.309;"2025-02-02 19:49"
"2024-07-04";"14:00 - 14:15";19700;19327.338;"2025-02-02 19:49"
"2024-07-04";"14:15 - 14:30";19800;19267.906;"2025-02-02 19:49"
