Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20160201;1;15400;14964,013
20160201;2;15050;14482,950
20160201;3;15000;14380,613
20160201;4;15025;14496,975
20160201;5;15350;14852,925
20160201;6;16475;15817,000
20160201;7;19025;18740,325
20160201;8;20950;20695,863
20160201;9;21950;21931,925
20160201;10;22475;22546,713
20160201;11;22775;22487,163
20160201;12;22975;22682,138
20160201;13;23025;22792,463
20160201;14;23075;22941,100
20160201;15;22600;22589,413
20160201;16;22400;22269,950
20160201;17;22925;22712,038
20160201;18;24025;23560,250
20160201;19;23900;23340,950
20160201;20;23650;23119,288
20160201;21;22875;22319,913
20160201;22;21375;20860,625
20160201;23;19850;19193,813
20160201;24;18450;17798,388
20160202;1;16732;16703,663
20160202;2;16015;16085,275
20160202;3;15802;15729,638
20160202;4;15850;15744,563
20160202;5;16168;16073,725
20160202;6;17182;16735,400
20160202;7;19485;19231,700
20160202;8;21175;20652,375
20160202;9;21995;21516,325
20160202;10;22445;21845,975
20160202;11;22400;21868,363
20160202;12;22402;22012,350
20160202;13;22418;22086,363
20160202;14;22642;22210,888
20160202;15;22152;21897,938
20160202;16;21988;21634,913
20160202;17;22592;21970,900
20160202;18;23605;23097,250
20160202;19;23380;22786,913
20160202;20;23088;22674,800
20160202;21;22310;22032,563
20160202;22;20885;20584,400
20160202;23;19292;18954,825
20160202;24;17940;17540,575
20160203;1;16658;16564,513
20160203;2;16032;15967,963
20160203;3;15828;15719,938
20160203;4;15850;15789,988
20160203;5;16168;16017,475
20160203;6;17090;16717,213
20160203;7;19540;19128,650
20160203;8;21012;20777,888
20160203;9;21742;21623,425
20160203;10;22278;21936,688
20160203;11;22328;21890,225
20160203;12;22382;22054,350
20160203;13;22422;22187,325
20160203;14;22440;22311,988
20160203;15;21928;21931,738
20160203;16;21750;21768,738
20160203;17;22712;22287,788
20160203;18;23650;23309,050
20160203;19;23385;23145,788
20160203;20;23132;22886,063
20160203;21;22310;22352,063
20160203;22;20890;20827,913
20160203;23;19348;19241,163
20160203;24;18095;17903,250
20160204;1;17100;16818,400
20160204;2;16300;16337,025
20160204;3;16000;16091,550
20160204;4;16100;15995,238
20160204;5;16600;16288,275
20160204;6;17900;16897,775
20160204;7;20900;19282,638
20160204;8;22000;20801,150
20160204;9;22600;21672,513
20160204;10;22800;22089,050
20160204;11;22800;22095,875
20160204;12;22900;22380,363
20160204;13;23000;22470,588
20160204;14;23200;22720,475
20160204;15;22700;22276,450
20160204;16;22300;22063,088
20160204;17;23600;22322,038
20160204;18;23900;23430,963
20160204;19;23600;23249,838
20160204;20;23300;23159,325
20160204;21;22600;22492,650
20160204;22;21200;21115,463
20160204;23;19600;19620,950
20160204;24;18300;18197,563
20160205;1;17300;17202,675
20160205;2;16700;16636,350
20160205;3;16300;16320,613
20160205;4;16400;16300,575
20160205;5;16900;16557,938
20160205;6;18100;17291,850
20160205;7;20900;19718,600
20160205;8;22000;21189,825
20160205;9;22600;22132,675
20160205;10;22800;22700,150
20160205;11;22900;22597,838
20160205;12;22900;22838,088
20160205;13;22900;22933,400
20160205;14;23100;22972,525
20160205;15;22800;22559,200
20160205;16;22400;22323,700
20160205;17;23400;22543,325
20160205;18;24000;23647,725
20160205;19;23800;23500,288
20160205;20;23700;23226,488
20160205;21;23100;22453,238
20160205;22;21600;21018,175
20160205;23;20000;19526,375
