Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20240101;1;14899;14097,625
20240101;2;14425;13695,188
20240101;3;13744;13190,863
20240101;4;13363;12752,413
20240101;5;13181;12708,300
20240101;6;13195;12810,550
20240101;7;13452;13031,375
20240101;8;13408;13042,588
20240101;9;13502;13265,000
20240101;10;14225;13970,263
20240101;11;14794;14833,450
20240101;12;15324;15593,625
20240101;13;15830;16178,475
20240101;14;16037;16679,213
20240101;15;16054;16669,613
20240101;16;16743;16752,638
20240101;17;17681;17333,625
20240101;18;17711;17323,300
20240101;19;17693;17262,663
20240101;20;17677;17301,563
20240101;21;17515;17014,400
20240101;22;16708;16213,788
20240101;23;16058;15424,538
20240101;24;15116;14435,163
20240102;1;14309;13653,488
20240102;2;13818;13216,513
20240102;3;13579;12978,100
20240102;4;13693;13100,900
20240102;5;14310;13510,313
20240102;6;16278;14635,700
20240102;7;19343;17228,638
20240102;8;20600;19191,150
20240102;9;21710;20306,688
20240102;10;21990;21046,263
20240102;11;22331;21249,063
20240102;12;22296;21560,725
20240102;13;22551;21724,675
20240102;14;22821;22047,825
20240102;15;22440;21734,263
20240102;16;22953;21876,725
20240102;17;23407;22418,938
20240102;18;23208;22289,950
20240102;19;22820;21948,500
20240102;20;22645;21704,538
20240102;21;22228;21113,125
20240102;22;21113;19855,463
20240102;23;19494;18607,425
20240102;24;18173;17226,250
20240103;1;16729;16156,625
20240103;2;16069;15545,875
20240103;3;15761;15404,750
20240103;4;15806;15332,563
20240103;5;16348;15769,388
20240103;6;17744;16799,600
20240103;7;20891;19403,925
20240103;8;22040;21485,375
20240103;9;22860;22722,250
20240103;10;23093;22945,025
20240103;11;23234;22851,875
20240103;12;23460;22971,250
20240103;13;23486;23051,850
20240103;14;23836;23236,163
20240103;15;23421;22836,100
20240103;16;23851;22938,150
20240103;17;24279;23417,263
20240103;18;24181;23485,863
20240103;19;23784;23186,050
20240103;20;23633;22943,713
20240103;21;23084;22288,000
20240103;22;21941;20909,438
20240103;23;20304;19363,138
20240103;24;18970;17998,225
20240104;1;16729;16907,538
20240104;2;15988;16427,413
20240104;3;15696;16057,213
20240104;4;15754;15975,875
20240104;5;16310;16398,950
20240104;6;17715;17352,088
20240104;7;20669;19853,713
20240104;8;21861;21717,125
20240104;9;22819;22639,313
20240104;10;22818;23016,850
20240104;11;22912;22916,588
20240104;12;22872;23326,100
20240104;13;22992;23689,800
20240104;14;23307;23623,863
20240104;15;22972;23233,788
20240104;16;23285;23291,075
20240104;17;23563;23935,350
20240104;18;23554;23875,850
20240104;19;23158;23715,575
20240104;20;23071;23559,225
20240104;21;22533;22962,225
20240104;22;21350;21606,088
20240104;23;19774;20054,363
20240104;24;18446;18834,275
20240105;1;16910;17901,838
20240105;2;16196;17342,600
20240105;3;15940;17122,975
20240105;4;16028;17094,038
20240105;5;16609;17568,150
20240105;6;18240;18417,950
20240105;7;21214;20979,925
20240105;8;22281;22927,325
20240105;9;23195;23809,825
20240105;10;23116;24292,863
20240105;11;22855;24179,213
20240105;12;22837;24299,750
20240105;13;22961;24515,963
20240105;14;23297;24288,038
20240105;15;22901;23948,638
20240105;16;23269;23897,613
20240105;17;23959;24524,250
20240105;18;23946;24445,225
20240105;19;23537;24032,438
20240105;20;23427;23672,938
20240105;21;22867;23064,363
20240105;22;21664;21729,338
20240105;23;20063;20425,500
20240105;24;18716;19165,238
20240106;1;17699;17940,550
20240106;2;16946;17201,513
20240106;3;16347;16715,538
20240106;4;15996;16506,300
