Doba handlowa;OREB [Jednostka czasu od-do];Prognozowane zapotrzebowanie KSE [MW];Rzeczywiste zapotrzebowanie KSE [MW];Data publikacji
"2024-08-01";"21:00 - 21:15";19550;19708.889;"2025-02-02 19:50"
"2024-08-01";"21:15 - 21:30";19250;19324.24;"2025-02-02 19:50"
"2024-08-01";"21:30 - 21:45";18750;18849.2;"2025-02-02 19:50"
"2024-08-01";"21:45 - 22:00";18250;18256.771;"2025-02-02 19:50"
"2024-08-01";"22:00 - 22:15";18100;18181.44;"2025-02-02 19:50"
"2024-08-01";"22:15 - 22:30";17800;17816.19;"2025-02-02 19:50"
"2024-08-01";"22:30 - 22:45";17450;17459.03;"2025-02-02 19:50"
"2024-08-01";"22:45 - 23:00";17050;17102.064;"2025-02-02 19:50"
"2024-08-01";"23:00 - 23:15";16700;16857.525;"2025-02-02 19:50"
"2024-08-01";"23:15 - 23:30";16300;16326.784;"2025-02-02 19:50"
"2024-08-01";"23:30 - 23:45";16000;16070.989;"2025-02-02 19:50"
"2024-08-01";"23:45 - 24:00";15650;15766.349;"2025-02-02 19:50"
"2024-08-02";"00:00 - 00:15";15050;15443.225;"2025-02-02 19:50"
"2024-08-02";"00:15 - 00:30";14800;15156.108;"2025-02-02 19:50"
"2024-08-02";"00:30 - 00:45";14650;14865.839;"2025-02-02 19:50"
"2024-08-02";"00:45 - 01:00";14550;14827.83;"2025-02-02 19:50"
"2024-08-02";"01:00 - 01:15";14400;14563.78;"2025-02-02 19:50"
"2024-08-02";"01:15 - 01:30";14300;14581.989;"2025-02-02 19:50"
"2024-08-02";"01:30 - 01:45";14150;14475.272;"2025-02-02 19:50"
"2024-08-02";"01:45 - 02:00";14000;14395.285;"2025-02-02 19:50"
"2024-08-02";"02:00 - 02:15";13950;14313.768;"2025-02-02 19:50"
"2024-08-02";"02:15 - 02:30";13900;14385.529;"2025-02-02 19:50"
"2024-08-02";"02:30 - 02:45";13850;14406.866;"2025-02-02 19:50"
"2024-08-02";"02:45 - 03:00";13850;14296.564;"2025-02-02 19:50"
"2024-08-02";"03:00 - 03:15";13850;14170.18;"2025-02-02 19:50"
"2024-08-02";"03:15 - 03:30";13850;14213.082;"2025-02-02 19:50"
"2024-08-02";"03:30 - 03:45";13900;14140.069;"2025-02-02 19:50"
"2024-08-02";"03:45 - 04:00";13950;14242.387;"2025-02-02 19:50"
"2024-08-02";"04:00 - 04:15";14050;14222.96;"2025-02-02 19:50"
"2024-08-02";"04:15 - 04:30";14100;14343.39;"2025-02-02 19:50"
"2024-08-02";"04:30 - 04:45";14100;14114.293;"2025-02-02 19:50"
"2024-08-02";"04:45 - 05:00";14000;14354.991;"2025-02-02 19:50"
"2024-08-02";"05:00 - 05:15";14150;14405.409;"2025-02-02 19:50"
"2024-08-02";"05:15 - 05:30";14250;14568.234;"2025-02-02 19:50"
"2024-08-02";"05:30 - 05:45";14500;14654.582;"2025-02-02 19:50"
"2024-08-02";"05:45 - 06:00";15000;15059.284;"2025-02-02 19:50"
"2024-08-02";"06:00 - 06:15";15950;16222.007;"2025-02-02 19:50"
"2024-08-02";"06:15 - 06:30";16450;16550.832;"2025-02-02 19:50"
"2024-08-02";"06:30 - 06:45";16950;17097.984;"2025-02-02 19:50"
"2024-08-02";"06:45 - 07:00";17450;17540.018;"2025-02-02 19:50"
"2024-08-02";"07:00 - 07:15";18000;17900.693;"2025-02-02 19:50"
"2024-08-02";"07:15 - 07:30";18350;18146.246;"2025-02-02 19:50"
"2024-08-02";"07:30 - 07:45";18500;18628.035;"2025-02-02 19:50"
"2024-08-02";"07:45 - 08:00";18700;19022.967;"2025-02-02 19:50"
"2024-08-02";"08:00 - 08:15";18950;19124.533;"2025-02-02 19:50"
"2024-08-02";"08:15 - 08:30";19100;19375.242;"2025-02-02 19:50"
"2024-08-02";"08:30 - 08:45";19200;19505.549;"2025-02-02 19:50"
"2024-08-02";"08:45 - 09:00";19250;19767.055;"2025-02-02 19:50"
"2024-08-02";"09:00 - 09:15";19250;19851.984;"2025-02-02 19:50"
"2024-08-02";"09:15 - 09:30";19250;20011.877;"2025-02-02 19:50"
"2024-08-02";"09:30 - 09:45";19200;19918.387;"2025-02-02 19:50"
"2024-08-02";"09:45 - 10:00";18950;19514.66;"2025-02-02 19:50"
"2024-08-02";"10:00 - 10:15";18750;19565.885;"2025-02-02 19:50"
"2024-08-02";"10:15 - 10:30";18950;19631.586;"2025-02-02 19:50"
"2024-08-02";"10:30 - 10:45";19100;20149.877;"2025-02-02 19:50"
"2024-08-02";"10:45 - 11:00";19150;20046.047;"2025-02-02 19:50"
"2024-08-02";"11:00 - 11:15";19150;20306.607;"2025-02-02 19:50"
"2024-08-02";"11:15 - 11:30";19200;20251.82;"2025-02-02 19:50"
"2024-08-02";"11:30 - 11:45";19200;20384.906;"2025-02-02 19:50"
"2024-08-02";"11:45 - 12:00";19150;20117.816;"2025-02-02 19:50"
"2024-08-02";"12:00 - 12:15";19100;20298.799;"2025-02-02 19:50"
"2024-08-02";"12:15 - 12:30";19150;20331.162;"2025-02-02 19:50"
"2024-08-02";"12:30 - 12:45";19150;20378.686;"2025-02-02 19:50"
"2024-08-02";"12:45 - 13:00";19100;20213.441;"2025-02-02 19:50"
"2024-08-02";"13:00 - 13:15";19300;20407.25;"2025-02-02 19:50"
"2024-08-02";"13:15 - 13:30";19150;20601.814;"2025-02-02 19:50"
"2024-08-02";"13:30 - 13:45";18900;20259.547;"2025-02-02 19:50"
"2024-08-02";"13:45 - 14:00";18550;19892.771;"2025-02-02 19:50"
"2024-08-02";"14:00 - 14:15";18700;19912.814;"2025-02-02 19:50"
"2024-08-02";"14:15 - 14:30";18850;20127.697;"2025-02-02 19:50"
"2024-08-02";"14:30 - 14:45";18900;19962.19;"2025-02-02 19:50"
"2024-08-02";"14:45 - 15:00";18750;20045.416;"2025-02-02 19:50"
"2024-08-02";"15:00 - 15:15";18850;20228.947;"2025-02-02 19:50"
"2024-08-02";"15:15 - 15:30";18850;20198.238;"2025-02-02 19:50"
"2024-08-02";"15:30 - 15:45";19000;20090.777;"2025-02-02 19:50"
"2024-08-02";"15:45 - 16:00";19000;20365.326;"2025-02-02 19:50"
"2024-08-02";"16:00 - 16:15";18900;20224.393;"2025-02-02 19:50"
"2024-08-02";"16:15 - 16:30";19000;20400.605;"2025-02-02 19:50"
"2024-08-02";"16:30 - 16:45";19000;20235.436;"2025-02-02 19:50"
"2024-08-02";"16:45 - 17:00";18800;20031.547;"2025-02-02 19:50"
"2024-08-02";"17:00 - 17:15";19000;20091.332;"2025-02-02 19:50"
"2024-08-02";"17:15 - 17:30";19100;19923.145;"2025-02-02 19:50"
"2024-08-02";"17:30 - 17:45";19050;19829.838;"2025-02-02 19:50"
"2024-08-02";"17:45 - 18:00";18950;19644.77;"2025-02-02 19:50"
"2024-08-02";"18:00 - 18:15";18900;19472.506;"2025-02-02 19:50"
"2024-08-02";"18:15 - 18:30";19050;19761.133;"2025-02-02 19:50"
"2024-08-02";"18:30 - 18:45";19200;19706.865;"2025-02-02 19:50"
"2024-08-02";"18:45 - 19:00";19150;19712.17;"2025-02-02 19:50"
"2024-08-02";"19:00 - 19:15";19050;19343.248;"2025-02-02 19:50"
"2024-08-02";"19:15 - 19:30";19150;19374.287;"2025-02-02 19:50"
"2024-08-02";"19:30 - 19:45";19250;19499.973;"2025-02-02 19:50"
"2024-08-02";"19:45 - 20:00";19250;19515.455;"2025-02-02 19:50"
"2024-08-02";"20:00 - 20:15";19100;19437.514;"2025-02-02 19:50"
"2024-08-02";"20:15 - 20:30";19150;19437.465;"2025-02-02 19:50"
"2024-08-02";"20:30 - 20:45";19250;19557.432;"2025-02-02 19:50"
"2024-08-02";"20:45 - 21:00";19250;19308.12;"2025-02-02 19:50"
"2024-08-02";"21:00 - 21:15";19150;19111.377;"2025-02-02 19:50"
"2024-08-02";"21:15 - 21:30";18900;18657.531;"2025-02-02 19:50"
"2024-08-02";"21:30 - 21:45";18400;18313.617;"2025-02-02 19:50"
"2024-08-02";"21:45 - 22:00";17900;17836.1;"2025-02-02 19:50"
"2024-08-02";"22:00 - 22:15";17800;17560.832;"2025-02-02 19:50"
"2024-08-02";"22:15 - 22:30";17550;17348.816;"2025-02-02 19:50"
"2024-08-02";"22:30 - 22:45";17200;16989.016;"2025-02-02 19:50"
"2024-08-02";"22:45 - 23:00";16850;16633.346;"2025-02-02 19:50"
"2024-08-02";"23:00 - 23:15";16450;16340.066;"2025-02-02 19:50"
"2024-08-02";"23:15 - 23:30";16050;16102.726;"2025-02-02 19:50"
"2024-08-02";"23:30 - 23:45";15700;15689.532;"2025-02-02 19:50"
"2024-08-02";"23:45 - 24:00";15300;15351.189;"2025-02-02 19:50"
"2024-08-03";"00:00 - 00:15";15300;15306.621;"2025-02-02 19:50"
"2024-08-03";"00:15 - 00:30";15100;14877.522;"2025-02-02 19:50"
"2024-08-03";"00:30 - 00:45";14900;14720.027;"2025-02-02 19:50"
"2024-08-03";"00:45 - 01:00";14700;14714.401;"2025-02-02 19:50"
"2024-08-03";"01:00 - 01:15";14550;14413.986;"2025-02-02 19:50"
"2024-08-03";"01:15 - 01:30";14400;14446.625;"2025-02-02 19:50"
"2024-08-03";"01:30 - 01:45";14250;14305.762;"2025-02-02 19:50"
"2024-08-03";"01:45 - 02:00";14100;14098.974;"2025-02-02 19:50"
"2024-08-03";"02:00 - 02:15";14050;13937.793;"2025-02-02 19:50"
"2024-08-03";"02:15 - 02:30";13950;13952.549;"2025-02-02 19:50"
"2024-08-03";"02:30 - 02:45";13900;14019.082;"2025-02-02 19:50"
"2024-08-03";"02:45 - 03:00";13900;13792.69;"2025-02-02 19:50"
"2024-08-03";"03:00 - 03:15";13850;13853.474;"2025-02-02 19:50"
"2024-08-03";"03:15 - 03:30";13750;13770.62;"2025-02-02 19:50"
"2024-08-03";"03:30 - 03:45";13700;13709.288;"2025-02-02 19:50"
"2024-08-03";"03:45 - 04:00";13700;13590.709;"2025-02-02 19:50"
"2024-08-03";"04:00 - 04:15";13700;13577.584;"2025-02-02 19:50"
"2024-08-03";"04:15 - 04:30";13700;13608.168;"2025-02-02 19:50"
"2024-08-03";"04:30 - 04:45";13600;13326.531;"2025-02-02 19:50"
"2024-08-03";"04:45 - 05:00";13450;13435.635;"2025-02-02 19:50"
"2024-08-03";"05:00 - 05:15";13350;13497.503;"2025-02-02 19:50"
"2024-08-03";"05:15 - 05:30";13300;13313.095;"2025-02-02 19:50"
"2024-08-03";"05:30 - 05:45";13400;13443.457;"2025-02-02 19:50"
"2024-08-03";"05:45 - 06:00";13650;13581.195;"2025-02-02 19:50"
"2024-08-03";"06:00 - 06:15";14000;13928.967;"2025-02-02 19:50"
"2024-08-03";"06:15 - 06:30";14200;14237.558;"2025-02-02 19:50"
"2024-08-03";"06:30 - 06:45";14450;14305.178;"2025-02-02 19:50"
"2024-08-03";"06:45 - 07:00";14750;14577.269;"2025-02-02 19:50"
"2024-08-03";"07:00 - 07:15";15150;14778.24;"2025-02-02 19:50"
"2024-08-03";"07:15 - 07:30";15450;15045.048;"2025-02-02 19:50"
"2024-08-03";"07:30 - 07:45";15750;15379.469;"2025-02-02 19:50"
"2024-08-03";"07:45 - 08:00";16000;15652.189;"2025-02-02 19:50"
"2024-08-03";"08:00 - 08:15";16300;16132.847;"2025-02-02 19:50"
"2024-08-03";"08:15 - 08:30";16550;16266.593;"2025-02-02 19:50"
"2024-08-03";"08:30 - 08:45";16800;16529.672;"2025-02-02 19:50"
"2024-08-03";"08:45 - 09:00";16950;16778.348;"2025-02-02 19:50"
"2024-08-03";"09:00 - 09:15";17050;17266.883;"2025-02-02 19:50"
"2024-08-03";"09:15 - 09:30";17150;17231.354;"2025-02-02 19:50"
"2024-08-03";"09:30 - 09:45";17200;17156.715;"2025-02-02 19:50"
"2024-08-03";"09:45 - 10:00";17250;17276.523;"2025-02-02 19:50"
"2024-08-03";"10:00 - 10:15";17250;17428.172;"2025-02-02 19:50"
"2024-08-03";"10:15 - 10:30";17300;17590.45;"2025-02-02 19:50"
"2024-08-03";"10:30 - 10:45";17250;17461.867;"2025-02-02 19:50"
"2024-08-03";"10:45 - 11:00";17350;17369.29;"2025-02-02 19:50"
"2024-08-03";"11:00 - 11:15";17300;17235.639;"2025-02-02 19:50"
"2024-08-03";"11:15 - 11:30";17350;17246.105;"2025-02-02 19:50"
"2024-08-03";"11:30 - 11:45";17300;17273.12;"2025-02-02 19:50"
"2024-08-03";"11:45 - 12:00";17150;17289.553;"2025-02-02 19:50"
"2024-08-03";"12:00 - 12:15";17100;17333.742;"2025-02-02 19:50"
"2024-08-03";"12:15 - 12:30";17050;16954.158;"2025-02-02 19:50"
"2024-08-03";"12:30 - 12:45";17100;17076.545;"2025-02-02 19:50"
"2024-08-03";"12:45 - 13:00";17150;16977.785;"2025-02-02 19:50"
"2024-08-03";"13:00 - 13:15";17300;17188.803;"2025-02-02 19:50"
"2024-08-03";"13:15 - 13:30";17250;16815.578;"2025-02-02 19:50"
"2024-08-03";"13:30 - 13:45";17000;16741.49;"2025-02-02 19:50"
"2024-08-03";"13:45 - 14:00";16700;16760.87;"2025-02-02 19:50"
"2024-08-03";"14:00 - 14:15";16700;16761.256;"2025-02-02 19:50"
"2024-08-03";"14:15 - 14:30";16850;16780.516;"2025-02-02 19:50"
"2024-08-03";"14:30 - 14:45";16900;16604.064;"2025-02-02 19:50"
"2024-08-03";"14:45 - 15:00";16750;16752.842;"2025-02-02 19:50"
"2024-08-03";"15:00 - 15:15";16800;16622.543;"2025-02-02 19:50"
"2024-08-03";"15:15 - 15:30";16800;16716.246;"2025-02-02 19:50"
"2024-08-03";"15:30 - 15:45";16800;16374.75;"2025-02-02 19:50"
"2024-08-03";"15:45 - 16:00";16750;16259.403;"2025-02-02 19:50"
"2024-08-03";"16:00 - 16:15";16850;16225.907;"2025-02-02 19:50"
"2024-08-03";"16:15 - 16:30";16950;16167.433;"2025-02-02 19:50"
"2024-08-03";"16:30 - 16:45";17000;16421.91;"2025-02-02 19:50"
"2024-08-03";"16:45 - 17:00";17050;16660.994;"2025-02-02 19:50"
"2024-08-03";"17:00 - 17:15";17050;16765.643;"2025-02-02 19:50"
"2024-08-03";"17:15 - 17:30";17150;16686.297;"2025-02-02 19:50"
"2024-08-03";"17:30 - 17:45";17150;16257.949;"2025-02-02 19:50"
"2024-08-03";"17:45 - 18:00";17150;16348.303;"2025-02-02 19:50"
"2024-08-03";"18:00 - 18:15";17200;16496.846;"2025-02-02 19:50"
"2024-08-03";"18:15 - 18:30";17200;16317.99;"2025-02-02 19:50"
"2024-08-03";"18:30 - 18:45";17200;16624.104;"2025-02-02 19:50"
"2024-08-03";"18:45 - 19:00";17200;16694.79;"2025-02-02 19:50"
"2024-08-03";"19:00 - 19:15";17200;16685.299;"2025-02-02 19:50"
"2024-08-03";"19:15 - 19:30";17200;16611.004;"2025-02-02 19:50"
"2024-08-03";"19:30 - 19:45";17250;16732.006;"2025-02-02 19:50"
"2024-08-03";"19:45 - 20:00";17200;16795.242;"2025-02-02 19:50"
"2024-08-03";"20:00 - 20:15";17150;16499.82;"2025-02-02 19:50"
"2024-08-03";"20:15 - 20:30";17200;16686.332;"2025-02-02 19:50"
"2024-08-03";"20:30 - 20:45";17300;16869.984;"2025-02-02 19:50"
"2024-08-03";"20:45 - 21:00";17350;16925.586;"2025-02-02 19:50"
"2024-08-03";"21:00 - 21:15";17300;16711.55;"2025-02-02 19:50"
"2024-08-03";"21:15 - 21:30";17150;16607.342;"2025-02-02 19:50"
"2024-08-03";"21:30 - 21:45";16950;16197.62;"2025-02-02 19:50"
"2024-08-03";"21:45 - 22:00";16700;16166.734;"2025-02-02 19:50"
"2024-08-03";"22:00 - 22:15";16500;15610.201;"2025-02-02 19:50"
"2024-08-03";"22:15 - 22:30";16150;15460.206;"2025-02-02 19:50"
"2024-08-03";"22:30 - 22:45";15850;15176.027;"2025-02-02 19:50"
"2024-08-03";"22:45 - 23:00";15500;14927.921;"2025-02-02 19:50"
"2024-08-03";"23:00 - 23:15";15200;14670.98;"2025-02-02 19:50"
"2024-08-03";"23:15 - 23:30";14900;14406.383;"2025-02-02 19:50"
"2024-08-03";"23:30 - 23:45";14550;14185.033;"2025-02-02 19:50"
"2024-08-03";"23:45 - 24:00";14200;13775.973;"2025-02-02 19:50"
"2024-08-04";"00:00 - 00:15";14050;13481.434;"2025-02-02 19:50"
"2024-08-04";"00:15 - 00:30";13800;13407.155;"2025-02-02 19:50"
"2024-08-04";"00:30 - 00:45";13600;13163.041;"2025-02-02 19:50"
"2024-08-04";"00:45 - 01:00";13450;13043.207;"2025-02-02 19:50"
"2024-08-04";"01:00 - 01:15";13300;12733.974;"2025-02-02 19:50"
"2024-08-04";"01:15 - 01:30";13200;12789.094;"2025-02-02 19:50"
"2024-08-04";"01:30 - 01:45";13050;12751.655;"2025-02-02 19:50"
"2024-08-04";"01:45 - 02:00";12950;12728.088;"2025-02-02 19:50"
"2024-08-04";"02:00 - 02:15";12900;12444.728;"2025-02-02 19:50"
"2024-08-04";"02:15 - 02:30";12750;12368.877;"2025-02-02 19:50"
"2024-08-04";"02:30 - 02:45";12700;12418.957;"2025-02-02 19:50"
"2024-08-04";"02:45 - 03:00";12650;12204.426;"2025-02-02 19:50"
"2024-08-04";"03:00 - 03:15";12650;12181.284;"2025-02-02 19:50"
"2024-08-04";"03:15 - 03:30";12550;12176.28;"2025-02-02 19:50"
"2024-08-04";"03:30 - 03:45";12550;12325.941;"2025-02-02 19:50"
"2024-08-04";"03:45 - 04:00";12450;12272.981;"2025-02-02 19:50"
"2024-08-04";"04:00 - 04:15";12450;12293.482;"2025-02-02 19:50"
"2024-08-04";"04:15 - 04:30";12400;12225.507;"2025-02-02 19:50"
"2024-08-04";"04:30 - 04:45";12350;12096.972;"2025-02-02 19:50"
"2024-08-04";"04:45 - 05:00";12150;12013.551;"2025-02-02 19:50"
"2024-08-04";"05:00 - 05:15";12100;11880.383;"2025-02-02 19:50"
"2024-08-04";"05:15 - 05:30";12050;11675.963;"2025-02-02 19:50"
"2024-08-04";"05:30 - 05:45";12050;11680.769;"2025-02-02 19:50"
"2024-08-04";"05:45 - 06:00";12100;11715.633;"2025-02-02 19:50"
"2024-08-04";"06:00 - 06:15";12300;11977.505;"2025-02-02 19:50"
"2024-08-04";"06:15 - 06:30";12450;12166.691;"2025-02-02 19:50"
"2024-08-04";"06:30 - 06:45";12600;12367.474;"2025-02-02 19:50"
"2024-08-04";"06:45 - 07:00";12750;12605.887;"2025-02-02 19:50"
"2024-08-04";"07:00 - 07:15";12950;12664.123;"2025-02-02 19:50"
"2024-08-04";"07:15 - 07:30";13150;13023.906;"2025-02-02 19:50"
"2024-08-04";"07:30 - 07:45";13350;13164.131;"2025-02-02 19:50"
"2024-08-04";"07:45 - 08:00";13550;13231.558;"2025-02-02 19:50"
"2024-08-04";"08:00 - 08:15";13750;13407.306;"2025-02-02 19:50"
"2024-08-04";"08:15 - 08:30";13900;13499.65;"2025-02-02 19:50"
"2024-08-04";"08:30 - 08:45";14100;13653.134;"2025-02-02 19:50"
"2024-08-04";"08:45 - 09:00";14300;13735.539;"2025-02-02 19:50"
"2024-08-04";"09:00 - 09:15";14500;13836.011;"2025-02-02 19:50"
"2024-08-04";"09:15 - 09:30";14700;13919.1;"2025-02-02 19:50"
"2024-08-04";"09:30 - 09:45";14800;14176.118;"2025-02-02 19:50"
"2024-08-04";"09:45 - 10:00";14850;14035.128;"2025-02-02 19:50"
"2024-08-04";"10:00 - 10:15";14950;14207.225;"2025-02-02 19:50"
"2024-08-04";"10:15 - 10:30";15050;14433.575;"2025-02-02 19:50"
"2024-08-04";"10:30 - 10:45";15100;14539.342;"2025-02-02 19:50"
"2024-08-04";"10:45 - 11:00";15150;14244.935;"2025-02-02 19:50"
"2024-08-04";"11:00 - 11:15";15150;14371.222;"2025-02-02 19:50"
"2024-08-04";"11:15 - 11:30";15200;15321.863;"2025-02-02 19:50"
"2024-08-04";"11:30 - 11:45";15300;14896.285;"2025-02-02 19:50"
"2024-08-04";"11:45 - 12:00";15300;15447.029;"2025-02-02 19:50"
"2024-08-04";"12:00 - 12:15";15300;15368.802;"2025-02-02 19:50"
"2024-08-04";"12:15 - 12:30";15300;15699.43;"2025-02-02 19:50"
"2024-08-04";"12:30 - 12:45";15350;15312.132;"2025-02-02 19:50"
"2024-08-04";"12:45 - 13:00";15400;15393.039;"2025-02-02 19:50"
"2024-08-04";"13:00 - 13:15";15400;14460.064;"2025-02-02 19:50"
"2024-08-04";"13:15 - 13:30";15350;14499.661;"2025-02-02 19:50"
"2024-08-04";"13:30 - 13:45";15250;14519.324;"2025-02-02 19:50"
"2024-08-04";"13:45 - 14:00";15050;14724.85;"2025-02-02 19:50"
"2024-08-04";"14:00 - 14:15";15000;14860.661;"2025-02-02 19:50"
"2024-08-04";"14:15 - 14:30";14950;14814.167;"2025-02-02 19:50"
