Doba handlowa;OREB [Jednostka czasu od-do];Prognozowane zapotrzebowanie KSE [MW];Rzeczywiste zapotrzebowanie KSE [MW];Data publikacji
"2024-09-01";"06:45 - 07:00";13300;12699.232;"2025-02-02 19:51"
"2024-09-01";"07:00 - 07:15";13550;13071.286;"2025-02-02 19:51"
"2024-09-01";"07:15 - 07:30";13800;13342.392;"2025-02-02 19:51"
"2024-09-01";"07:30 - 07:45";14000;13491.181;"2025-02-02 19:51"
"2024-09-01";"07:45 - 08:00";14250;13780.146;"2025-02-02 19:51"
"2024-09-01";"08:00 - 08:15";14550;14113.649;"2025-02-02 19:51"
"2024-09-01";"08:15 - 08:30";14750;14334.236;"2025-02-02 19:51"
"2024-09-01";"08:30 - 08:45";15000;14483.676;"2025-02-02 19:51"
"2024-09-01";"08:45 - 09:00";15200;14724.763;"2025-02-02 19:51"
"2024-09-01";"09:00 - 09:15";15450;14754.183;"2025-02-02 19:51"
"2024-09-01";"09:15 - 09:30";15600;14989.184;"2025-02-02 19:51"
"2024-09-01";"09:30 - 09:45";15750;14804.094;"2025-02-02 19:51"
"2024-09-01";"09:45 - 10:00";15950;14939.795;"2025-02-02 19:51"
"2024-09-01";"10:00 - 10:15";16100;14905.772;"2025-02-02 19:51"
"2024-09-01";"10:15 - 10:30";16200;14775.449;"2025-02-02 19:51"
"2024-09-01";"10:30 - 10:45";16300;14538.398;"2025-02-02 19:51"
"2024-09-01";"10:45 - 11:00";16400;14437.2;"2025-02-02 19:51"
"2024-09-01";"11:00 - 11:15";16450;14532.216;"2025-02-02 19:51"
"2024-09-01";"11:15 - 11:30";16450;14288.418;"2025-02-02 19:51"
"2024-09-01";"11:30 - 11:45";16450;14315.124;"2025-02-02 19:51"
"2024-09-01";"11:45 - 12:00";16450;14231.22;"2025-02-02 19:51"
"2024-09-01";"12:00 - 12:15";16450;14190.846;"2025-02-02 19:51"
"2024-09-01";"12:15 - 12:30";16450;14162.338;"2025-02-02 19:51"
"2024-09-01";"12:30 - 12:45";16450;14174.674;"2025-02-02 19:51"
"2024-09-01";"12:45 - 13:00";16450;14114.316;"2025-02-02 19:51"
"2024-09-01";"13:00 - 13:15";16450;14086.26;"2025-02-02 19:51"
"2024-09-01";"13:15 - 13:30";16450;14209.17;"2025-02-02 19:51"
"2024-09-01";"13:30 - 13:45";16450;14304.638;"2025-02-02 19:51"
"2024-09-01";"13:45 - 14:00";16400;14053.568;"2025-02-02 19:51"
"2024-09-01";"14:00 - 14:15";16350;13528.638;"2025-02-02 19:51"
"2024-09-01";"14:15 - 14:30";16300;13859.611;"2025-02-02 19:51"
"2024-09-01";"14:30 - 14:45";16250;14119.792;"2025-02-02 19:51"
"2024-09-01";"14:45 - 15:00";16200;14185.317;"2025-02-02 19:51"
"2024-09-01";"15:00 - 15:15";16150;14341.401;"2025-02-02 19:51"
"2024-09-01";"15:15 - 15:30";16100;14305.105;"2025-02-02 19:51"
"2024-09-01";"15:30 - 15:45";16100;14386.079;"2025-02-02 19:51"
"2024-09-01";"15:45 - 16:00";16100;14387.74;"2025-02-02 19:51"
"2024-09-01";"16:00 - 16:15";16100;14851.57;"2025-02-02 19:51"
"2024-09-01";"16:15 - 16:30";16100;15043.206;"2025-02-02 19:51"
"2024-09-01";"16:30 - 16:45";16100;15024.682;"2025-02-02 19:51"
"2024-09-01";"16:45 - 17:00";16100;15439.301;"2025-02-02 19:51"
"2024-09-01";"17:00 - 17:15";16150;15339.059;"2025-02-02 19:51"
"2024-09-01";"17:15 - 17:30";16250;15540.258;"2025-02-02 19:51"
"2024-09-01";"17:30 - 17:45";16300;15602.29;"2025-02-02 19:51"
"2024-09-01";"17:45 - 18:00";16350;15755.863;"2025-02-02 19:51"
"2024-09-01";"18:00 - 18:15";16400;15681.652;"2025-02-02 19:51"
"2024-09-01";"18:15 - 18:30";16450;16036.903;"2025-02-02 19:51"
"2024-09-01";"18:30 - 18:45";16600;16102.314;"2025-02-02 19:51"
"2024-09-01";"18:45 - 19:00";16700;16223.29;"2025-02-02 19:51"
"2024-09-01";"19:00 - 19:15";16750;16254.29;"2025-02-02 19:51"
"2024-09-01";"19:15 - 19:30";16900;16539.469;"2025-02-02 19:51"
"2024-09-01";"19:30 - 19:45";17050;16808.771;"2025-02-02 19:51"
"2024-09-01";"19:45 - 20:00";17200;16762.248;"2025-02-02 19:51"
"2024-09-01";"20:00 - 20:15";17250;17182.229;"2025-02-02 19:51"
"2024-09-01";"20:15 - 20:30";17250;17110.684;"2025-02-02 19:51"
"2024-09-01";"20:30 - 20:45";17250;16865.11;"2025-02-02 19:51"
"2024-09-01";"20:45 - 21:00";17150;16519.94;"2025-02-02 19:51"
"2024-09-01";"21:00 - 21:15";16950;16528.645;"2025-02-02 19:51"
"2024-09-01";"21:15 - 21:30";16650;16105.966;"2025-02-02 19:51"
"2024-09-01";"21:30 - 21:45";16350;15775.735;"2025-02-02 19:51"
"2024-09-01";"21:45 - 22:00";16150;15598.746;"2025-02-02 19:51"
"2024-09-01";"22:00 - 22:15";16000;15401.707;"2025-02-02 19:51"
"2024-09-01";"22:15 - 22:30";15800;15054.584;"2025-02-02 19:51"
"2024-09-01";"22:30 - 22:45";15500;14951.941;"2025-02-02 19:51"
"2024-09-01";"22:45 - 23:00";15250;14711.157;"2025-02-02 19:51"
"2024-09-01";"23:00 - 23:15";14950;14247.027;"2025-02-02 19:51"
"2024-09-01";"23:15 - 23:30";14700;14152.844;"2025-02-02 19:51"
"2024-09-01";"23:30 - 23:45";14450;13859.482;"2025-02-02 19:51"
"2024-09-01";"23:45 - 24:00";14150;13636.365;"2025-02-02 19:51"
"2024-09-02";"00:00 - 00:15";13950;13545.949;"2025-02-02 19:51"
"2024-09-02";"00:15 - 00:30";13800;13355.145;"2025-02-02 19:51"
"2024-09-02";"00:30 - 00:45";13650;13309.584;"2025-02-02 19:51"
"2024-09-02";"00:45 - 01:00";13650;13112.355;"2025-02-02 19:51"
"2024-09-02";"01:00 - 01:15";13500;13096.954;"2025-02-02 19:51"
"2024-09-02";"01:15 - 01:30";13400;12865.89;"2025-02-02 19:51"
"2024-09-02";"01:30 - 01:45";13350;12621.976;"2025-02-02 19:51"
"2024-09-02";"01:45 - 02:00";13250;12760.566;"2025-02-02 19:51"
"2024-09-02";"02:00 - 02:15";13250;12680.749;"2025-02-02 19:51"
"2024-09-02";"02:15 - 02:30";13250;12806.061;"2025-02-02 19:51"
"2024-09-02";"02:30 - 02:45";13250;12853.746;"2025-02-02 19:51"
"2024-09-02";"02:45 - 03:00";13250;12779.356;"2025-02-02 19:51"
"2024-09-02";"03:00 - 03:15";13250;12727.239;"2025-02-02 19:51"
"2024-09-02";"03:15 - 03:30";13250;12771.517;"2025-02-02 19:51"
"2024-09-02";"03:30 - 03:45";13250;12654.78;"2025-02-02 19:51"
"2024-09-02";"03:45 - 04:00";13300;13067.054;"2025-02-02 19:51"
"2024-09-02";"04:00 - 04:15";13400;12995.524;"2025-02-02 19:51"
"2024-09-02";"04:15 - 04:30";13450;13217.163;"2025-02-02 19:51"
"2024-09-02";"04:30 - 04:45";13650;13374.549;"2025-02-02 19:51"
"2024-09-02";"04:45 - 05:00";13750;13445.516;"2025-02-02 19:51"
"2024-09-02";"05:00 - 05:15";13900;13948.296;"2025-02-02 19:51"
"2024-09-02";"05:15 - 05:30";14150;14034.377;"2025-02-02 19:51"
"2024-09-02";"05:30 - 05:45";14500;14290.943;"2025-02-02 19:51"
"2024-09-02";"05:45 - 06:00";15150;14653.723;"2025-02-02 19:51"
"2024-09-02";"06:00 - 06:15";16100;15834.106;"2025-02-02 19:51"
"2024-09-02";"06:15 - 06:30";16750;16348.678;"2025-02-02 19:51"
"2024-09-02";"06:30 - 06:45";17300;16978.32;"2025-02-02 19:51"
"2024-09-02";"06:45 - 07:00";18150;17484.977;"2025-02-02 19:51"
"2024-09-02";"07:00 - 07:15";18700;18224.664;"2025-02-02 19:51"
"2024-09-02";"07:15 - 07:30";19100;18603.695;"2025-02-02 19:51"
"2024-09-02";"07:30 - 07:45";19400;18711.441;"2025-02-02 19:51"
"2024-09-02";"07:45 - 08:00";19750;19036.236;"2025-02-02 19:51"
"2024-09-02";"08:00 - 08:15";20050;19400.33;"2025-02-02 19:51"
"2024-09-02";"08:15 - 08:30";20300;19634.383;"2025-02-02 19:51"
"2024-09-02";"08:30 - 08:45";20400;19414.225;"2025-02-02 19:51"
"2024-09-02";"08:45 - 09:00";20500;19516.95;"2025-02-02 19:51"
"2024-09-02";"09:00 - 09:15";20550;19559.04;"2025-02-02 19:51"
"2024-09-02";"09:15 - 09:30";20550;19224.34;"2025-02-02 19:51"
"2024-09-02";"09:30 - 09:45";20400;19433.336;"2025-02-02 19:51"
"2024-09-02";"09:45 - 10:00";20300;19083.45;"2025-02-02 19:51"
"2024-09-02";"10:00 - 10:15";20150;18747.494;"2025-02-02 19:51"
"2024-09-02";"10:15 - 10:30";20300;19067.018;"2025-02-02 19:51"
"2024-09-02";"10:30 - 10:45";20450;19121.88;"2025-02-02 19:51"
"2024-09-02";"10:45 - 11:00";20450;19136.297;"2025-02-02 19:51"
"2024-09-02";"11:00 - 11:15";20500;19344.502;"2025-02-02 19:51"
"2024-09-02";"11:15 - 11:30";20500;19385.31;"2025-02-02 19:51"
"2024-09-02";"11:30 - 11:45";20500;19250.89;"2025-02-02 19:51"
"2024-09-02";"11:45 - 12:00";20500;19423.182;"2025-02-02 19:51"
"2024-09-02";"12:00 - 12:15";20500;19371.705;"2025-02-02 19:51"
"2024-09-02";"12:15 - 12:30";20500;19405.748;"2025-02-02 19:51"
"2024-09-02";"12:30 - 12:45";20500;19692.816;"2025-02-02 19:51"
"2024-09-02";"12:45 - 13:00";20500;19589.373;"2025-02-02 19:51"
"2024-09-02";"13:00 - 13:15";20500;19912.953;"2025-02-02 19:51"
"2024-09-02";"13:15 - 13:30";20500;19931.393;"2025-02-02 19:51"
"2024-09-02";"13:30 - 13:45";20500;19746.28;"2025-02-02 19:51"
"2024-09-02";"13:45 - 14:00";20000;19521.06;"2025-02-02 19:51"
"2024-09-02";"14:00 - 14:15";20100;19549.69;"2025-02-02 19:51"
"2024-09-02";"14:15 - 14:30";20150;19778.82;"2025-02-02 19:51"
"2024-09-02";"14:30 - 14:45";20150;19934.332;"2025-02-02 19:51"
"2024-09-02";"14:45 - 15:00";20150;19980.346;"2025-02-02 19:51"
"2024-09-02";"15:00 - 15:15";20150;20129.803;"2025-02-02 19:51"
"2024-09-02";"15:15 - 15:30";20150;20381.51;"2025-02-02 19:51"
"2024-09-02";"15:30 - 15:45";20150;20341.598;"2025-02-02 19:51"
"2024-09-02";"15:45 - 16:00";20150;20362.605;"2025-02-02 19:51"
"2024-09-02";"16:00 - 16:15";20150;20197.217;"2025-02-02 19:51"
"2024-09-02";"16:15 - 16:30";20150;20377.264;"2025-02-02 19:51"
"2024-09-02";"16:30 - 16:45";20150;20464.865;"2025-02-02 19:51"
"2024-09-02";"16:45 - 17:00";20150;20359.69;"2025-02-02 19:51"
"2024-09-02";"17:00 - 17:15";20150;20504.398;"2025-02-02 19:51"
"2024-09-02";"17:15 - 17:30";20150;20572.098;"2025-02-02 19:51"
"2024-09-02";"17:30 - 17:45";20150;20470.885;"2025-02-02 19:51"
"2024-09-02";"17:45 - 18:00";20150;20069.367;"2025-02-02 19:51"
"2024-09-02";"18:00 - 18:15";20150;20048.18;"2025-02-02 19:51"
"2024-09-02";"18:15 - 18:30";20200;20269.85;"2025-02-02 19:51"
"2024-09-02";"18:30 - 18:45";20350;20486.988;"2025-02-02 19:51"
"2024-09-02";"18:45 - 19:00";20400;20421.752;"2025-02-02 19:51"
"2024-09-02";"19:00 - 19:15";20500;20304.443;"2025-02-02 19:51"
"2024-09-02";"19:15 - 19:30";20750;20518.818;"2025-02-02 19:51"
"2024-09-02";"19:30 - 19:45";21050;20831.824;"2025-02-02 19:51"
"2024-09-02";"19:45 - 20:00";21300;21203.402;"2025-02-02 19:51"
"2024-09-02";"20:00 - 20:15";21350;20998.148;"2025-02-02 19:51"
"2024-09-02";"20:15 - 20:30";21350;20869.31;"2025-02-02 19:51"
"2024-09-02";"20:30 - 20:45";21150;20531.598;"2025-02-02 19:51"
"2024-09-02";"20:45 - 21:00";20800;20242.062;"2025-02-02 19:51"
"2024-09-02";"21:00 - 21:15";20300;19718.77;"2025-02-02 19:51"
"2024-09-02";"21:15 - 21:30";19800;19360.988;"2025-02-02 19:51"
"2024-09-02";"21:30 - 21:45";19250;18637.346;"2025-02-02 19:51"
"2024-09-02";"21:45 - 22:00";18600;18207.969;"2025-02-02 19:51"
"2024-09-02";"22:00 - 22:15";18200;17985.756;"2025-02-02 19:51"
"2024-09-02";"22:15 - 22:30";17900;17516.514;"2025-02-02 19:51"
"2024-09-02";"22:30 - 22:45";17600;17115.508;"2025-02-02 19:51"
"2024-09-02";"22:45 - 23:00";17250;16877.844;"2025-02-02 19:51"
"2024-09-02";"23:00 - 23:15";16950;16517.652;"2025-02-02 19:51"
"2024-09-02";"23:15 - 23:30";16600;16036.225;"2025-02-02 19:51"
"2024-09-02";"23:30 - 23:45";16250;15831.624;"2025-02-02 19:51"
"2024-09-02";"23:45 - 24:00";15900;15569.166;"2025-02-02 19:51"
"2024-09-03";"00:00 - 00:15";15250;15325.812;"2025-02-02 19:51"
"2024-09-03";"00:15 - 00:30";15150;15269.079;"2025-02-02 19:51"
"2024-09-03";"00:30 - 00:45";15050;14977.684;"2025-02-02 19:51"
"2024-09-03";"00:45 - 01:00";14950;14721.491;"2025-02-02 19:51"
"2024-09-03";"01:00 - 01:15";14900;14838.768;"2025-02-02 19:51"
"2024-09-03";"01:15 - 01:30";14800;14494.755;"2025-02-02 19:51"
"2024-09-03";"01:30 - 01:45";14750;14499.072;"2025-02-02 19:51"
"2024-09-03";"01:45 - 02:00";14700;14333.962;"2025-02-02 19:51"
"2024-09-03";"02:00 - 02:15";14650;14217.739;"2025-02-02 19:51"
"2024-09-03";"02:15 - 02:30";14650;14294.817;"2025-02-02 19:51"
"2024-09-03";"02:30 - 02:45";14650;14333.035;"2025-02-02 19:51"
"2024-09-03";"02:45 - 03:00";14650;14464.583;"2025-02-02 19:51"
"2024-09-03";"03:00 - 03:15";14650;14399.23;"2025-02-02 19:51"
"2024-09-03";"03:15 - 03:30";14650;14164.511;"2025-02-02 19:51"
"2024-09-03";"03:30 - 03:45";14650;14361.022;"2025-02-02 19:51"
"2024-09-03";"03:45 - 04:00";14650;14484.612;"2025-02-02 19:51"
"2024-09-03";"04:00 - 04:15";14800;14562.298;"2025-02-02 19:51"
"2024-09-03";"04:15 - 04:30";14900;14640.604;"2025-02-02 19:51"
"2024-09-03";"04:30 - 04:45";15000;14738.926;"2025-02-02 19:51"
"2024-09-03";"04:45 - 05:00";15150;14927.598;"2025-02-02 19:51"
"2024-09-03";"05:00 - 05:15";15400;15095.897;"2025-02-02 19:51"
"2024-09-03";"05:15 - 05:30";15550;15378.925;"2025-02-02 19:51"
"2024-09-03";"05:30 - 05:45";15750;15348.327;"2025-02-02 19:51"
"2024-09-03";"05:45 - 06:00";16200;15842.258;"2025-02-02 19:51"
"2024-09-03";"06:00 - 06:15";17000;17056.82;"2025-02-02 19:51"
"2024-09-03";"06:15 - 06:30";17600;17564.104;"2025-02-02 19:51"
"2024-09-03";"06:30 - 06:45";18050;18100.303;"2025-02-02 19:51"
"2024-09-03";"06:45 - 07:00";18550;18538.04;"2025-02-02 19:51"
"2024-09-03";"07:00 - 07:15";19100;18924.795;"2025-02-02 19:51"
"2024-09-03";"07:15 - 07:30";19450;19237.53;"2025-02-02 19:51"
"2024-09-03";"07:30 - 07:45";19800;19357.324;"2025-02-02 19:51"
"2024-09-03";"07:45 - 08:00";20150;19791.152;"2025-02-02 19:51"
"2024-09-03";"08:00 - 08:15";20500;19955.621;"2025-02-02 19:51"
"2024-09-03";"08:15 - 08:30";20750;20223.283;"2025-02-02 19:51"
"2024-09-03";"08:30 - 08:45";20850;20329.824;"2025-02-02 19:51"
"2024-09-03";"08:45 - 09:00";20850;20304.68;"2025-02-02 19:51"
"2024-09-03";"09:00 - 09:15";20850;20263.955;"2025-02-02 19:51"
"2024-09-03";"09:15 - 09:30";20850;20345.447;"2025-02-02 19:51"
"2024-09-03";"09:30 - 09:45";20850;20179.16;"2025-02-02 19:51"
"2024-09-03";"09:45 - 10:00";20650;19809.164;"2025-02-02 19:51"
"2024-09-03";"10:00 - 10:15";20450;19512.104;"2025-02-02 19:51"
"2024-09-03";"10:15 - 10:30";20500;19865.299;"2025-02-02 19:51"
"2024-09-03";"10:30 - 10:45";20600;20033.223;"2025-02-02 19:51"
"2024-09-03";"10:45 - 11:00";20650;19820.521;"2025-02-02 19:51"
"2024-09-03";"11:00 - 11:15";20700;19958.09;"2025-02-02 19:51"
"2024-09-03";"11:15 - 11:30";20750;19938.58;"2025-02-02 19:51"
"2024-09-03";"11:30 - 11:45";20750;19919.012;"2025-02-02 19:51"
"2024-09-03";"11:45 - 12:00";20750;19924.533;"2025-02-02 19:51"
"2024-09-03";"12:00 - 12:15";20750;19952.422;"2025-02-02 19:51"
"2024-09-03";"12:15 - 12:30";20750;20110.117;"2025-02-02 19:51"
"2024-09-03";"12:30 - 12:45";20750;20121.895;"2025-02-02 19:51"
"2024-09-03";"12:45 - 13:00";20750;20154.41;"2025-02-02 19:51"
"2024-09-03";"13:00 - 13:15";20750;20295.135;"2025-02-02 19:51"
"2024-09-03";"13:15 - 13:30";20750;20229.494;"2025-02-02 19:51"
"2024-09-03";"13:30 - 13:45";20600;19993.002;"2025-02-02 19:51"
"2024-09-03";"13:45 - 14:00";20200;19791.156;"2025-02-02 19:51"
"2024-09-03";"14:00 - 14:15";20450;20104.34;"2025-02-02 19:51"
"2024-09-03";"14:15 - 14:30";20550;20295.121;"2025-02-02 19:51"
"2024-09-03";"14:30 - 14:45";20700;20615.953;"2025-02-02 19:51"
"2024-09-03";"14:45 - 15:00";20750;20365.398;"2025-02-02 19:51"
"2024-09-03";"15:00 - 15:15";20750;20578.26;"2025-02-02 19:51"
"2024-09-03";"15:15 - 15:30";20750;20604.32;"2025-02-02 19:51"
"2024-09-03";"15:30 - 15:45";20750;20836.863;"2025-02-02 19:51"
"2024-09-03";"15:45 - 16:00";20750;20856.943;"2025-02-02 19:51"
"2024-09-03";"16:00 - 16:15";20750;20842.828;"2025-02-02 19:51"
"2024-09-03";"16:15 - 16:30";20800;21112.152;"2025-02-02 19:51"
"2024-09-03";"16:30 - 16:45";20850;21255.387;"2025-02-02 19:51"
"2024-09-03";"16:45 - 17:00";20900;21250.014;"2025-02-02 19:51"
"2024-09-03";"17:00 - 17:15";20950;21154.158;"2025-02-02 19:51"
"2024-09-03";"17:15 - 17:30";21000;21244.666;"2025-02-02 19:51"
"2024-09-03";"17:30 - 17:45";21000;21027.35;"2025-02-02 19:51"
"2024-09-03";"17:45 - 18:00";20800;20861.727;"2025-02-02 19:51"
"2024-09-03";"18:00 - 18:15";20650;20708.96;"2025-02-02 19:51"
"2024-09-03";"18:15 - 18:30";20800;20835.201;"2025-02-02 19:51"
"2024-09-03";"18:30 - 18:45";21000;20922.783;"2025-02-02 19:51"
"2024-09-03";"18:45 - 19:00";21000;20834.986;"2025-02-02 19:51"
"2024-09-03";"19:00 - 19:15";20950;20698.729;"2025-02-02 19:51"
"2024-09-03";"19:15 - 19:30";21100;20634.834;"2025-02-02 19:51"
"2024-09-03";"19:30 - 19:45";21450;21179.229;"2025-02-02 19:51"
"2024-09-03";"19:45 - 20:00";21550;21239.64;"2025-02-02 19:51"
"2024-09-03";"20:00 - 20:15";21550;21207.94;"2025-02-02 19:51"
"2024-09-03";"20:15 - 20:30";21450;21072.623;"2025-02-02 19:51"
"2024-09-03";"20:30 - 20:45";21200;20896.258;"2025-02-02 19:51"
"2024-09-03";"20:45 - 21:00";20900;20503.256;"2025-02-02 19:51"
"2024-09-03";"21:00 - 21:15";20450;20079.469;"2025-02-02 19:51"
"2024-09-03";"21:15 - 21:30";19900;19625.98;"2025-02-02 19:51"
"2024-09-03";"21:30 - 21:45";19300;18919.578;"2025-02-02 19:51"
"2024-09-03";"21:45 - 22:00";18650;18291.133;"2025-02-02 19:51"
"2024-09-03";"22:00 - 22:15";18400;18071.629;"2025-02-02 19:51"
"2024-09-03";"22:15 - 22:30";18150;17768.482;"2025-02-02 19:51"
"2024-09-03";"22:30 - 22:45";17800;17365.654;"2025-02-02 19:51"
"2024-09-03";"22:45 - 23:00";17400;17225.004;"2025-02-02 19:51"
"2024-09-03";"23:00 - 23:15";17050;16738.314;"2025-02-02 19:51"
"2024-09-03";"23:15 - 23:30";16650;16414.496;"2025-02-02 19:51"
"2024-09-03";"23:30 - 23:45";16350;16229.277;"2025-02-02 19:51"
"2024-09-03";"23:45 - 24:00";16000;15697.622;"2025-02-02 19:51"
"2024-09-04";"00:00 - 00:15";15700;15778.048;"2025-02-02 19:51"
"2024-09-04";"00:15 - 00:30";15550;15289.343;"2025-02-02 19:51"
"2024-09-04";"00:30 - 00:45";15350;15178.559;"2025-02-02 19:51"
"2024-09-04";"00:45 - 01:00";15200;15051.882;"2025-02-02 19:51"
"2024-09-04";"01:00 - 01:15";15100;14807.377;"2025-02-02 19:51"
"2024-09-04";"01:15 - 01:30";15000;14892.51;"2025-02-02 19:51"
"2024-09-04";"01:30 - 01:45";14900;14798.36;"2025-02-02 19:51"
"2024-09-04";"01:45 - 02:00";14850;14626.675;"2025-02-02 19:51"
"2024-09-04";"02:00 - 02:15";14750;14521.757;"2025-02-02 19:51"
"2024-09-04";"02:15 - 02:30";14750;14624.429;"2025-02-02 19:51"
"2024-09-04";"02:30 - 02:45";14750;14534.172;"2025-02-02 19:51"
"2024-09-04";"02:45 - 03:00";14750;14505.33;"2025-02-02 19:51"
"2024-09-04";"03:00 - 03:15";14750;14575.488;"2025-02-02 19:51"
"2024-09-04";"03:15 - 03:30";14750;14632.176;"2025-02-02 19:51"
"2024-09-04";"03:30 - 03:45";14750;14528.283;"2025-02-02 19:51"
"2024-09-04";"03:45 - 04:00";14750;14636.169;"2025-02-02 19:51"
"2024-09-04";"04:00 - 04:15";14800;14712.593;"2025-02-02 19:51"
"2024-09-04";"04:15 - 04:30";14900;14744.73;"2025-02-02 19:51"
"2024-09-04";"04:30 - 04:45";15050;14905.913;"2025-02-02 19:51"
"2024-09-04";"04:45 - 05:00";15250;14903.555;"2025-02-02 19:51"
"2024-09-04";"05:00 - 05:15";15400;15441.891;"2025-02-02 19:51"
"2024-09-04";"05:15 - 05:30";15600;15368.603;"2025-02-02 19:51"
"2024-09-04";"05:30 - 05:45";15900;15432.068;"2025-02-02 19:51"
"2024-09-04";"05:45 - 06:00";16250;16077.679;"2025-02-02 19:51"
"2024-09-04";"06:00 - 06:15";17150;17169.213;"2025-02-02 19:51"
"2024-09-04";"06:15 - 06:30";17750;17593.643;"2025-02-02 19:51"
"2024-09-04";"06:30 - 06:45";18200;18129.629;"2025-02-02 19:51"
"2024-09-04";"06:45 - 07:00";18700;18668.506;"2025-02-02 19:51"
"2024-09-04";"07:00 - 07:15";19600;19229.2;"2025-02-02 19:51"
"2024-09-04";"07:15 - 07:30";19800;19438.78;"2025-02-02 19:51"
"2024-09-04";"07:30 - 07:45";19850;19551.223;"2025-02-02 19:51"
"2024-09-04";"07:45 - 08:00";20100;19893.934;"2025-02-02 19:51"
"2024-09-04";"08:00 - 08:15";20400;20294.38;"2025-02-02 19:51"
"2024-09-04";"08:15 - 08:30";20600;20489.027;"2025-02-02 19:51"
"2024-09-04";"08:30 - 08:45";20750;20568.23;"2025-02-02 19:51"
"2024-09-04";"08:45 - 09:00";20750;20687.95;"2025-02-02 19:51"
"2024-09-04";"09:00 - 09:15";20750;20565.225;"2025-02-02 19:51"
"2024-09-04";"09:15 - 09:30";20750;20721.133;"2025-02-02 19:51"
"2024-09-04";"09:30 - 09:45";20750;20506.77;"2025-02-02 19:51"
"2024-09-04";"09:45 - 10:00";20500;19920.684;"2025-02-02 19:51"
"2024-09-04";"10:00 - 10:15";20450;20072.168;"2025-02-02 19:51"
"2024-09-04";"10:15 - 10:30";20500;20246.197;"2025-02-02 19:51"
"2024-09-04";"10:30 - 10:45";20600;20179.783;"2025-02-02 19:51"
"2024-09-04";"10:45 - 11:00";20700;20204.793;"2025-02-02 19:51"
"2024-09-04";"11:00 - 11:15";20750;20146.725;"2025-02-02 19:51"
"2024-09-04";"11:15 - 11:30";20800;20009.13;"2025-02-02 19:51"
"2024-09-04";"11:30 - 11:45";20800;20152.2;"2025-02-02 19:51"
"2024-09-04";"11:45 - 12:00";20850;20039.762;"2025-02-02 19:51"
"2024-09-04";"12:00 - 12:15";20900;20058.598;"2025-02-02 19:51"
"2024-09-04";"12:15 - 12:30";21000;20209.371;"2025-02-02 19:51"
"2024-09-04";"12:30 - 12:45";21000;20368.766;"2025-02-02 19:51"
"2024-09-04";"12:45 - 13:00";21050;20216.594;"2025-02-02 19:51"
"2024-09-04";"13:00 - 13:15";21250;20355.398;"2025-02-02 19:51"
"2024-09-04";"13:15 - 13:30";21250;20329.111;"2025-02-02 19:51"
"2024-09-04";"13:30 - 13:45";21150;20100.695;"2025-02-02 19:51"
"2024-09-04";"13:45 - 14:00";20700;19881.04;"2025-02-02 19:51"
"2024-09-04";"14:00 - 14:15";20900;19987.092;"2025-02-02 19:51"
"2024-09-04";"14:15 - 14:30";21050;20340.648;"2025-02-02 19:51"
