Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20210101;1;15200;15289,913
20210101;2;14350;14682,838
20210101;3;13700;14100,713
20210101;4;13300;13705,113
20210101;5;13000;13607,150
20210101;6;13000;13709,950
20210101;7;13200;13820,800
20210101;8;13200;13882,375
20210101;9;13100;13892,550
20210101;10;13800;14644,025
20210101;11;14600;15463,325
20210101;12;15200;16043,125
20210101;13;15700;16416,125
20210101;14;16000;16752,563
20210101;15;16000;16697,275
20210101;16;16700;16816,338
20210101;17;17600;17744,038
20210101;18;17800;17949,863
20210101;19;17900;17892,900
20210101;20;17900;17803,963
20210101;21;17700;17502,738
20210101;22;17000;16820,700
20210101;23;16250;16223,725
20210101;24;15300;15319,413
20210102;1;14300;14492,938
20210102;2;13650;13889,038
20210102;3;13300;13640,688
20210102;4;13300;13520,113
20210102;5;13700;13691,213
20210102;6;14500;14084,150
20210102;7;15800;15028,750
20210102;8;16400;15684,738
20210102;9;17800;16398,688
20210102;10;18700;17682,163
20210102;11;19200;18650,388
20210102;12;19400;18898,888
20210102;13;19700;19047,488
20210102;14;19900;19294,763
20210102;15;19700;19252,250
20210102;16;20400;19313,113
20210102;17;21300;20169,988
20210102;18;21200;20125,450
20210102;19;20950;19863,975
20210102;20;20800;19601,088
20210102;21;20400;19010,138
20210102;22;19450;18159,325
20210102;23;18250;17364,850
20210102;24;17100;16266,550
20210103;1;15800;15196,550
20210103;2;15050;14500,913
20210103;3;14550;14147,000
20210103;4;14400;13876,713
20210103;5;14400;13916,425
20210103;6;14600;14064,463
20210103;7;15300;14483,013
20210103;8;15600;14881,525
20210103;9;16800;15270,688
20210103;10;17800;16184,463
20210103;11;18400;17255,263
20210103;12;18700;17734,313
20210103;13;18900;17946,313
20210103;14;19200;18314,700
20210103;15;19000;18007,613
20210103;16;19400;17880,200
20210103;17;20400;18825,500
20210103;18;20600;19020,275
20210103;19;20600;19147,488
20210103;20;20500;19140,813
20210103;21;20100;18683,238
20210103;22;19200;17877,125
20210103;23;18250;17305,863
20210103;24;17200;16288,275
20210104;1;16150;15442,513
20210104;2;15400;14923,900
20210104;3;15050;14729,963
20210104;4;15100;14722,100
20210104;5;15600;15188,163
20210104;6;17500;16502,088
20210104;7;20200;18946,850
20210104;8;21200;20840,238
20210104;9;22450;21904,463
20210104;10;22750;22649,300
20210104;11;23050;23133,725
20210104;12;23150;23520,438
20210104;13;23350;23532,975
20210104;14;23450;23415,300
20210104;15;22950;23125,725
20210104;16;23300;23153,613
20210104;17;24100;23826,475
20210104;18;24050;23719,425
20210104;19;23675;23355,925
20210104;20;23450;23090,400
20210104;21;22900;22585,638
20210104;22;21750;21244,188
20210104;23;20100;19777,325
20210104;24;18800;18538,850
20210105;1;16750;17504,213
20210105;2;15650;16850,713
20210105;3;15100;16603,538
20210105;4;15250;16594,013
20210105;5;15900;16929,163
20210105;6;17550;17635,188
20210105;7;20350;19926,775
20210105;8;21550;21667,550
20210105;9;22550;22617,250
20210105;10;22650;23349,463
20210105;11;22800;23916,200
20210105;12;22800;24413,875
20210105;13;23000;24439,513
20210105;14;23150;24393,225
20210105;15;22800;23993,400
20210105;16;22900;23902,338
20210105;17;23500;24381,300
20210105;18;23400;24196,450
20210105;19;22950;23707,938
20210105;20;22750;23348,913
20210105;21;22150;22723,675
20210105;22;20900;21407,700
20210105;23;19150;20105,575
20210105;24;17850;18869,763
20210106;1;17400;17754,738
20210106;2;16600;16999,113
20210106;3;16100;16474,275
20210106;4;15900;16225,338
20210106;5;15850;16201,100
20210106;6;15750;16054,825
20210106;7;15900;16150,600
20210106;8;15900;16369,663
20210106;9;16800;16877,325
20210106;10;17800;17953,075
20210106;11;18300;18785,300
20210106;12;18500;19286,088
20210106;13;18700;19601,625
20210106;14;18850;19858,400
20210106;15;18350;19579,838
20210106;16;18800;19382,100
20210106;17;19800;20234,300
20210106;18;19800;20314,125
20210106;19;19750;20243,563
20210106;20;19800;20202,575
20210106;21;19500;19876,525
20210106;22;18800;19121,625
20210106;23;18050;18341,650
20210106;24;16950;17365,800
20210107;1;16000;16430,700
20210107;2;15300;15866,850
20210107;3;14950;15583,675
20210107;4;15100;15665,013
20210107;5;15800;16094,000
20210107;6;17500;16961,825
20210107;7;20400;19762,050
20210107;8;21600;22024,938
