Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20230701;1;16400;15886,700
20230701;2;15650;15250,588
20230701;3;15050;14775,850
20230701;4;14800;14557,813
20230701;5;14400;14263,450
20230701;6;14450;14172,888
20230701;7;15850;14958,175
20230701;8;17300;16054,800
20230701;9;18450;17219,600
20230701;10;18900;18048,013
20230701;11;19100;18124,013
20230701;12;19100;17986,200
20230701;13;19100;17567,150
20230701;14;19100;17675,288
20230701;15;18800;17097,375
20230701;16;18400;17253,075
20230701;17;18000;17276,225
20230701;18;17750;17219,000
20230701;19;17550;17088,238
20230701;20;17300;17193,350
20230701;21;17250;17121,425
20230701;22;17100;16914,188
20230701;23;16650;16326,375
20230701;24;15550;15074,150
20230702;1;14350;13890,688
20230702;2;13600;13250,475
20230702;3;13150;12894,975
20230702;4;12800;12669,025
20230702;5;12450;12299,650
20230702;6;12350;12164,650
20230702;7;13100;12546,775
20230702;8;14150;13250,963
20230702;9;15000;14047,400
20230702;10;15700;14748,663
20230702;11;16100;14775,238
20230702;12;16150;14317,088
20230702;13;16100;14629,825
20230702;14;16100;14140,800
20230702;15;15950;14107,138
20230702;16;15550;13688,750
20230702;17;15350;13529,650
20230702;18;15500;14512,263
20230702;19;15900;15346,063
20230702;20;16200;15945,425
20230702;21;16500;15901,750
20230702;22;16650;15988,825
20230702;23;16650;15828,750
20230702;24;15500;14704,450
20230703;1;13869;13691,963
20230703;2;13404;13107,550
20230703;3;13112;12891,863
20230703;4;13082;12934,725
20230703;5;13057;12946,938
20230703;6;13730;13760,088
20230703;7;16680;16253,113
20230703;8;18902;18440,688
20230703;9;19984;19471,950
20230703;10;20136;19714,413
20230703;11;19957;19644,800
20230703;12;20054;19722,125
20230703;13;20070;19813,738
20230703;14;20168;19917,100
20230703;15;20064;19268,838
20230703;16;20144;19570,800
20230703;17;20176;19741,113
20230703;18;20248;19846,263
20230703;19;20327;20114,350
20230703;20;20497;20346,075
20230703;21;20538;20343,800
20230703;22;20040;19818,600
20230703;23;18783;18744,813
20230703;24;17230;17340,175
20230704;1;16150;15950,113
20230704;2;15500;15345,925
20230704;3;15000;14912,013
20230704;4;14900;14835,050
20230704;5;14950;14583,350
20230704;6;16150;14967,913
20230704;7;18950;17246,275
20230704;8;20350;19150,388
20230704;9;21100;19861,613
20230704;10;21150;20028,313
20230704;11;21150;19690,650
