"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2018 00:00:00 - 01/01/2018 01:00:00","BZN|CZ","Without sequence","-10.0","",""
"01/01/2018 01:00:00 - 01/01/2018 02:00:00","BZN|CZ","Without sequence","-19.0","",""
"01/01/2018 02:00:00 - 01/01/2018 03:00:00","BZN|CZ","Without sequence","-20.1","",""
"01/01/2018 03:00:00 - 01/01/2018 04:00:00","BZN|CZ","Without sequence","-26.9","",""
"01/01/2018 04:00:00 - 01/01/2018 05:00:00","BZN|CZ","Without sequence","-27.5","",""
"01/01/2018 05:00:00 - 01/01/2018 06:00:00","BZN|CZ","Without sequence","-34.0","",""
"01/01/2018 06:00:00 - 01/01/2018 07:00:00","BZN|CZ","Without sequence","-35.0","",""
"01/01/2018 07:00:00 - 01/01/2018 08:00:00","BZN|CZ","Without sequence","-30.0","",""
"01/01/2018 08:00:00 - 01/01/2018 09:00:00","BZN|CZ","Without sequence","-35.0","",""
"01/01/2018 09:00:00 - 01/01/2018 10:00:00","BZN|CZ","Without sequence","-21.0","",""
"01/01/2018 10:00:00 - 01/01/2018 11:00:00","BZN|CZ","Without sequence","-4.01","",""
"01/01/2018 11:00:00 - 01/01/2018 12:00:00","BZN|CZ","Without sequence","-2.0","",""
"01/01/2018 12:00:00 - 01/01/2018 13:00:00","BZN|CZ","Without sequence","-4.01","",""
"01/01/2018 13:00:00 - 01/01/2018 14:00:00","BZN|CZ","Without sequence","-2.01","",""
"01/01/2018 14:00:00 - 01/01/2018 15:00:00","BZN|CZ","Without sequence","1.85","",""
"01/01/2018 15:00:00 - 01/01/2018 16:00:00","BZN|CZ","Without sequence","6.03","",""
"01/01/2018 16:00:00 - 01/01/2018 17:00:00","BZN|CZ","Without sequence","15.0","",""
"01/01/2018 17:00:00 - 01/01/2018 18:00:00","BZN|CZ","Without sequence","22.38","",""
"01/01/2018 18:00:00 - 01/01/2018 19:00:00","BZN|CZ","Without sequence","25.99","",""
"01/01/2018 19:00:00 - 01/01/2018 20:00:00","BZN|CZ","Without sequence","26.54","",""
"01/01/2018 20:00:00 - 01/01/2018 21:00:00","BZN|CZ","Without sequence","28.7","",""
"01/01/2018 21:00:00 - 01/01/2018 22:00:00","BZN|CZ","Without sequence","26.0","",""
"01/01/2018 22:00:00 - 01/01/2018 23:00:00","BZN|CZ","Without sequence","25.02","",""
"01/01/2018 23:00:00 - 02/01/2018 00:00:00","BZN|CZ","Without sequence","17.35","",""
"02/01/2018 00:00:00 - 02/01/2018 01:00:00","BZN|CZ","Without sequence","17.99","",""
