"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|CZ","Without sequence","145.61","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|CZ","Without sequence","143.35","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|CZ","Without sequence","144.38","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|CZ","Without sequence","143.76","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|CZ","Without sequence","148.2","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|CZ","Without sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|CZ","Without sequence","162.79","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|CZ","Without sequence","170.45","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|CZ","Without sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|CZ","Without sequence","164.6","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|CZ","Without sequence","153.0","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|CZ","Without sequence","141.67","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|CZ","Without sequence","134.91","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|CZ","Without sequence","124.22","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|CZ","Without sequence","130.01","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|CZ","Without sequence","120.0","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|CZ","Without sequence","118.76","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|CZ","Without sequence","115.0","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|CZ","Without sequence","113.63","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|CZ","Without sequence","116.27","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|CZ","Without sequence","138.92","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|CZ","Without sequence","159.92","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|CZ","Without sequence","169.17","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|CZ","Without sequence","171.18","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|CZ","Without sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|CZ","Without sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|CZ","Without sequence","164.5","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|CZ","Without sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|CZ","Without sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|CZ","Without sequence","166.42","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|CZ","Without sequence","169.59","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|CZ","Without sequence","165.85","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|CZ","Without sequence","168.23","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|CZ","Without sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|CZ","Without sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|CZ","Without sequence","135.03","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|CZ","Without sequence","119.03","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|CZ","Without sequence","104.95","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|CZ","Without sequence","90.34","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|CZ","Without sequence","80.01","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|CZ","Without sequence","77.87","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|CZ","Without sequence","62.38","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|CZ","Without sequence","80.01","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|CZ","Without sequence","88.44","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|CZ","Without sequence","107.48","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|CZ","Without sequence","132.33","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|CZ","Without sequence","135.0","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|CZ","Without sequence","133.09","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|CZ","Without sequence","125.0","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|CZ","Without sequence","123.38","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|CZ","Without sequence","129.67","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|CZ","Without sequence","120.92","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|CZ","Without sequence","121.55","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|CZ","Without sequence","115.29","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|CZ","Without sequence","121.43","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|CZ","Without sequence","156.88","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|CZ","Without sequence","133.58","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|CZ","Without sequence","155.83","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|CZ","Without sequence","153.14","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|CZ","Without sequence","149.69","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|CZ","Without sequence","150.09","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|CZ","Without sequence","105.03","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|CZ","Without sequence","112.27","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|CZ","Without sequence","117.85","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|CZ","Without sequence","104.17","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|CZ","Without sequence","56.07","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|CZ","Without sequence","90.74","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|CZ","Without sequence","113.43","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|CZ","Without sequence","120.27","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|CZ","Without sequence","150.0","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|CZ","Without sequence","153.73","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|CZ","Without sequence","144.97","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|CZ","Without sequence","140.03","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|CZ","Without sequence","144.25","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|CZ","Without sequence","142.2","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|CZ","Without sequence","142.72","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|CZ","Without sequence","151.03","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|CZ","Without sequence","159.48","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|CZ","Without sequence","172.73","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|CZ","Without sequence","193.42","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|CZ","Without sequence","194.67","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|CZ","Without sequence","177.98","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|CZ","Without sequence","163.99","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|CZ","Without sequence","152.0","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|CZ","Without sequence","144.64","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|CZ","Without sequence","127.0","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|CZ","Without sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|CZ","Without sequence","101.1","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|CZ","Without sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|CZ","Without sequence","82.72","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|CZ","Without sequence","84.99","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|CZ","Without sequence","90.26","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|CZ","Without sequence","100.76","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|CZ","Without sequence","123.33","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|CZ","Without sequence","127.38","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|CZ","Without sequence","128.27","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|CZ","Without sequence","124.89","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|CZ","Without sequence","117.69","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|CZ","Without sequence","117.77","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|CZ","Without sequence","113.38","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|CZ","Without sequence","127.84","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|CZ","Without sequence","138.09","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|CZ","Without sequence","145.28","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|CZ","Without sequence","155.93","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|CZ","Without sequence","163.5","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|CZ","Without sequence","146.74","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|CZ","Without sequence","139.27","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|CZ","Without sequence","129.99","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|CZ","Without sequence","129.94","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|CZ","Without sequence","121.21","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|CZ","Without sequence","101.02","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|CZ","Without sequence","100.92","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|CZ","Without sequence","96.34","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|CZ","Without sequence","89.43","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|CZ","Without sequence","85.01","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|CZ","Without sequence","86.96","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|CZ","Without sequence","97.41","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|CZ","Without sequence","103.21","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|CZ","Without sequence","128.66","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|CZ","Without sequence","135.71","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|CZ","Without sequence","126.08","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|CZ","Without sequence","122.97","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|CZ","Without sequence","120.0","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|CZ","Without sequence","117.14","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|CZ","Without sequence","122.24","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|CZ","Without sequence","123.58","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|CZ","Without sequence","99.99","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|CZ","Without sequence","103.86","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|CZ","Without sequence","115.0","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|CZ","Without sequence","104.83","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|CZ","Without sequence","110.0","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|CZ","Without sequence","98.41","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|CZ","Without sequence","98.74","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|CZ","Without sequence","70.27","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|CZ","Without sequence","57.66","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|CZ","Without sequence","58.82","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|CZ","Without sequence","51.71","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|CZ","Without sequence","39.15","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|CZ","Without sequence","50.25","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|CZ","Without sequence","49.78","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|CZ","Without sequence","55.4","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|CZ","Without sequence","62.86","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|CZ","Without sequence","79.01","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|CZ","Without sequence","97.55","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|CZ","Without sequence","102.4","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|CZ","Without sequence","103.87","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|CZ","Without sequence","101.69","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|CZ","Without sequence","99.0","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|CZ","Without sequence","104.29","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|CZ","Without sequence","107.91","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|CZ","Without sequence","125.6","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|CZ","Without sequence","133.98","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|CZ","Without sequence","127.83","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|CZ","Without sequence","119.68","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|CZ","Without sequence","120.0","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|CZ","Without sequence","106.05","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|CZ","Without sequence","100.24","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|CZ","Without sequence","81.35","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|CZ","Without sequence","75.13","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|CZ","Without sequence","64.38","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|CZ","Without sequence","60.28","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|CZ","Without sequence","39.41","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|CZ","Without sequence","49.2","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|CZ","Without sequence","75.26","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|CZ","Without sequence","113.36","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|CZ","Without sequence","164.96","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|CZ","Without sequence","180.0","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|CZ","Without sequence","178.4","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|CZ","Without sequence","166.12","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|CZ","Without sequence","169.99","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|CZ","Without sequence","159.15","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|CZ","Without sequence","158.72","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|CZ","Without sequence","159.82","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|CZ","Without sequence","167.49","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|CZ","Without sequence","174.66","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|CZ","Without sequence","175.93","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|CZ","Without sequence","182.18","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|CZ","Without sequence","175.8","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|CZ","Without sequence","164.22","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|CZ","Without sequence","140.34","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|CZ","Without sequence","132.0","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|CZ","Without sequence","108.31","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|CZ","Without sequence","106.1","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|CZ","Without sequence","96.47","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|CZ","Without sequence","94.63","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|CZ","Without sequence","90.7","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|CZ","Without sequence","95.64","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|CZ","Without sequence","108.6","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|CZ","Without sequence","142.77","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|CZ","Without sequence","167.67","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|CZ","Without sequence","174.33","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|CZ","Without sequence","169.49","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|CZ","Without sequence","165.16","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|CZ","Without sequence","159.01","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|CZ","Without sequence","154.99","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|CZ","Without sequence","155.43","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|CZ","Without sequence","158.23","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|CZ","Without sequence","158.83","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|CZ","Without sequence","157.59","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|CZ","Without sequence","160.94","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|CZ","Without sequence","155.24","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|CZ","Without sequence","148.57","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|CZ","Without sequence","136.78","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|CZ","Without sequence","114.06","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|CZ","Without sequence","104.18","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|CZ","Without sequence","67.83","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|CZ","Without sequence","19.48","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|CZ","Without sequence","5.43","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|CZ","Without sequence","7.91","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|CZ","Without sequence","1.96","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|CZ","Without sequence","15.15","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|CZ","Without sequence","57.0","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|CZ","Without sequence","113.9","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|CZ","Without sequence","155.41","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|CZ","Without sequence","166.02","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|CZ","Without sequence","177.57","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|CZ","Without sequence","161.21","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|CZ","Without sequence","156.02","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|CZ","Without sequence","157.83","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|CZ","Without sequence","143.03","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|CZ","Without sequence","147.84","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|CZ","Without sequence","148.16","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|CZ","Without sequence","153.11","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|CZ","Without sequence","157.97","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|CZ","Without sequence","155.22","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|CZ","Without sequence","156.0","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|CZ","Without sequence","146.14","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|CZ","Without sequence","128.01","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|CZ","Without sequence","123.78","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|CZ","Without sequence","103.32","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|CZ","Without sequence","77.0","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|CZ","Without sequence","80.19","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|CZ","Without sequence","61.15","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|CZ","Without sequence","61.71","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|CZ","Without sequence","60.01","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|CZ","Without sequence","78.25","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|CZ","Without sequence","132.12","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|CZ","Without sequence","160.0","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|CZ","Without sequence","155.22","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|CZ","Without sequence","170.01","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|CZ","Without sequence","152.78","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|CZ","Without sequence","144.62","",""
