"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2023 03:00:00 - 02/01/2023 04:00:00","BZN|LT","Without sequence","44.16","",""
"02/01/2023 04:00:00 - 02/01/2023 05:00:00","BZN|LT","Without sequence","50.08","",""
"02/01/2023 05:00:00 - 02/01/2023 06:00:00","BZN|LT","Without sequence","70.73","",""
"02/01/2023 06:00:00 - 02/01/2023 07:00:00","BZN|LT","Without sequence","105.08","",""
"02/01/2023 07:00:00 - 02/01/2023 08:00:00","BZN|LT","Without sequence","138.19","",""
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|LT","Without sequence","145.98","",""
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|LT","Without sequence","147.05","",""
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|LT","Without sequence","145.61","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|LT","Without sequence","143.35","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|LT","Without sequence","144.38","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|LT","Without sequence","143.76","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|LT","Without sequence","148.2","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|LT","Without sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|LT","Without sequence","162.89","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|LT","Without sequence","170.0","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|LT","Without sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|LT","Without sequence","164.46","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|LT","Without sequence","153.0","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|LT","Without sequence","141.67","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|LT","Without sequence","131.67","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|LT","Without sequence","118.06","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|LT","Without sequence","78.81","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|LT","Without sequence","73.93","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|LT","Without sequence","73.94","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|LT","Without sequence","71.44","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|LT","Without sequence","72.33","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|LT","Without sequence","77.14","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|LT","Without sequence","102.48","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|LT","Without sequence","154.96","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|LT","Without sequence","163.92","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|LT","Without sequence","167.07","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|LT","Without sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|LT","Without sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|LT","Without sequence","164.5","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|LT","Without sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|LT","Without sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|LT","Without sequence","167.73","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|LT","Without sequence","166.61","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|LT","Without sequence","170.72","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|LT","Without sequence","168.93","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|LT","Without sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|LT","Without sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|LT","Without sequence","131.05","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|LT","Without sequence","114.27","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|LT","Without sequence","93.66","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|LT","Without sequence","82.88","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|LT","Without sequence","78.84","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|LT","Without sequence","69.93","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|LT","Without sequence","69.26","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|LT","Without sequence","71.75","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|LT","Without sequence","81.73","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|LT","Without sequence","112.76","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|LT","Without sequence","126.72","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|LT","Without sequence","127.91","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|LT","Without sequence","127.92","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|LT","Without sequence","125.08","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|LT","Without sequence","138.88","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|LT","Without sequence","135.8","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|LT","Without sequence","136.74","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|LT","Without sequence","130.08","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|LT","Without sequence","130.05","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|LT","Without sequence","125.07","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|LT","Without sequence","133.44","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|LT","Without sequence","125.01","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|LT","Without sequence","119.88","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|LT","Without sequence","64.56","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|LT","Without sequence","57.26","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|LT","Without sequence","37.94","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|LT","Without sequence","30.82","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|LT","Without sequence","86.16","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|LT","Without sequence","76.62","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|LT","Without sequence","63.17","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|LT","Without sequence","70.48","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|LT","Without sequence","28.63","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|LT","Without sequence","40.0","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|LT","Without sequence","62.7","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|LT","Without sequence","85.53","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|LT","Without sequence","93.54","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|LT","Without sequence","107.92","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|LT","Without sequence","128.75","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|LT","Without sequence","139.64","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|LT","Without sequence","139.99","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|LT","Without sequence","142.58","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|LT","Without sequence","149.4","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|LT","Without sequence","155.2","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|LT","Without sequence","168.59","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|LT","Without sequence","190.03","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|LT","Without sequence","190.0","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|LT","Without sequence","173.71","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|LT","Without sequence","160.05","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|LT","Without sequence","148.62","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|LT","Without sequence","141.17","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|LT","Without sequence","127.0","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|LT","Without sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|LT","Without sequence","101.1","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|LT","Without sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|LT","Without sequence","82.34","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|LT","Without sequence","81.93","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|LT","Without sequence","98.11","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|LT","Without sequence","100.72","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|LT","Without sequence","128.3","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|LT","Without sequence","135.57","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|LT","Without sequence","126.91","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|LT","Without sequence","123.17","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|LT","Without sequence","116.12","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|LT","Without sequence","116.83","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|LT","Without sequence","106.79","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|LT","Without sequence","127.54","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|LT","Without sequence","131.27","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|LT","Without sequence","135.62","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|LT","Without sequence","150.72","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|LT","Without sequence","142.11","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|LT","Without sequence","119.92","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|LT","Without sequence","107.22","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|LT","Without sequence","101.02","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|LT","Without sequence","74.25","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|LT","Without sequence","71.74","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|LT","Without sequence","71.67","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|LT","Without sequence","69.93","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|LT","Without sequence","69.94","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|LT","Without sequence","70.95","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|LT","Without sequence","73.83","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|LT","Without sequence","75.26","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|LT","Without sequence","81.83","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|LT","Without sequence","75.97","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|LT","Without sequence","104.86","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|LT","Without sequence","137.07","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|LT","Without sequence","126.68","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|LT","Without sequence","137.83","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|LT","Without sequence","121.52","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|LT","Without sequence","95.22","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|LT","Without sequence","95.27","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|LT","Without sequence","139.85","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|LT","Without sequence","161.63","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|LT","Without sequence","110.71","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|LT","Without sequence","104.88","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|LT","Without sequence","143.98","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|LT","Without sequence","95.22","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|LT","Without sequence","59.99","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|LT","Without sequence","48.8","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|LT","Without sequence","35.9","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|LT","Without sequence","24.44","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|LT","Without sequence","52.5","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|LT","Without sequence","46.16","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|LT","Without sequence","34.41","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|LT","Without sequence","44.38","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|LT","Without sequence","43.76","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|LT","Without sequence","49.71","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|LT","Without sequence","57.67","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|LT","Without sequence","75.53","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|LT","Without sequence","95.76","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|LT","Without sequence","98.53","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|LT","Without sequence","47.0","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|LT","Without sequence","47.0","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|LT","Without sequence","48.96","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|LT","Without sequence","54.91","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|LT","Without sequence","63.49","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|LT","Without sequence","66.11","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|LT","Without sequence","69.19","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|LT","Without sequence","69.91","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|LT","Without sequence","65.62","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|LT","Without sequence","60.98","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|LT","Without sequence","57.41","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|LT","Without sequence","50.02","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|LT","Without sequence","46.29","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|LT","Without sequence","69.04","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|LT","Without sequence","64.38","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|LT","Without sequence","60.28","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|LT","Without sequence","39.41","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|LT","Without sequence","47.34","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|LT","Without sequence","73.11","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|LT","Without sequence","112.29","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|LT","Without sequence","156.16","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|LT","Without sequence","175.68","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|LT","Without sequence","172.89","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|LT","Without sequence","155.25","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|LT","Without sequence","156.71","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|LT","Without sequence","140.1","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|LT","Without sequence","140.06","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|LT","Without sequence","146.44","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|LT","Without sequence","147.4","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|LT","Without sequence","158.08","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|LT","Without sequence","171.85","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|LT","Without sequence","172.51","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|LT","Without sequence","157.7","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|LT","Without sequence","145.07","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|LT","Without sequence","140.04","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|LT","Without sequence","83.84","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|LT","Without sequence","80.59","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|LT","Without sequence","76.05","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|LT","Without sequence","79.95","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|LT","Without sequence","78.82","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|LT","Without sequence","80.06","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|LT","Without sequence","95.68","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|LT","Without sequence","108.6","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|LT","Without sequence","152.39","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|LT","Without sequence","151.02","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|LT","Without sequence","169.15","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|LT","Without sequence","156.57","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|LT","Without sequence","151.02","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|LT","Without sequence","142.94","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|LT","Without sequence","169.1","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|LT","Without sequence","139.97","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|LT","Without sequence","169.11","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|LT","Without sequence","169.2","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|LT","Without sequence","139.31","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|LT","Without sequence","142.83","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|LT","Without sequence","169.17","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|LT","Without sequence","149.35","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|LT","Without sequence","105.64","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|LT","Without sequence","142.04","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|LT","Without sequence","105.69","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|LT","Without sequence","87.07","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|LT","Without sequence","52.69","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|LT","Without sequence","31.85","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|LT","Without sequence","25.17","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|LT","Without sequence","22.57","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|LT","Without sequence","41.96","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|LT","Without sequence","65.81","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|LT","Without sequence","117.59","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|LT","Without sequence","138.27","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|LT","Without sequence","109.25","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|LT","Without sequence","106.48","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|LT","Without sequence","142.0","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|LT","Without sequence","106.5","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|LT","Without sequence","117.51","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|LT","Without sequence","137.99","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|LT","Without sequence","111.27","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|LT","Without sequence","106.73","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|LT","Without sequence","116.34","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|LT","Without sequence","128.28","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|LT","Without sequence","106.48","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|LT","Without sequence","67.99","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|LT","Without sequence","65.16","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|LT","Without sequence","60.01","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|LT","Without sequence","49.91","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|LT","Without sequence","43.32","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|LT","Without sequence","19.88","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|LT","Without sequence","5.55","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|LT","Without sequence","4.69","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|LT","Without sequence","0.1","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|LT","Without sequence","2.73","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|LT","Without sequence","24.94","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|LT","Without sequence","98.32","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|LT","Without sequence","125.01","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|LT","Without sequence","125.02","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|LT","Without sequence","125.03","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|LT","Without sequence","109.34","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|LT","Without sequence","105.86","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|LT","Without sequence","113.08","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|LT","Without sequence","125.04","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|LT","Without sequence","73.76","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|LT","Without sequence","125.01","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|LT","Without sequence","105.9","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|LT","Without sequence","109.94","",""
