"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2016 00:00:00 - 01/01/2016 01:00:00","BZN|LT","Without sequence","28.11","",""
"01/01/2016 01:00:00 - 01/01/2016 02:00:00","BZN|LT","Without sequence","16.04","",""
"01/01/2016 02:00:00 - 01/01/2016 03:00:00","BZN|LT","Without sequence","15.74","",""
"01/01/2016 03:00:00 - 01/01/2016 04:00:00","BZN|LT","Without sequence","15.57","",""
"01/01/2016 04:00:00 - 01/01/2016 05:00:00","BZN|LT","Without sequence","15.47","",""
"01/01/2016 05:00:00 - 01/01/2016 06:00:00","BZN|LT","Without sequence","15.75","",""
"01/01/2016 06:00:00 - 01/01/2016 07:00:00","BZN|LT","Without sequence","15.36","",""
"01/01/2016 07:00:00 - 01/01/2016 08:00:00","BZN|LT","Without sequence","15.37","",""
"01/01/2016 08:00:00 - 01/01/2016 09:00:00","BZN|LT","Without sequence","17.57","",""
"01/01/2016 09:00:00 - 01/01/2016 10:00:00","BZN|LT","Without sequence","35.0","",""
"01/01/2016 10:00:00 - 01/01/2016 11:00:00","BZN|LT","Without sequence","35.06","",""
"01/01/2016 11:00:00 - 01/01/2016 12:00:00","BZN|LT","Without sequence","35.03","",""
"01/01/2016 12:00:00 - 01/01/2016 13:00:00","BZN|LT","Without sequence","35.04","",""
"01/01/2016 13:00:00 - 01/01/2016 14:00:00","BZN|LT","Without sequence","35.05","",""
"01/01/2016 14:00:00 - 01/01/2016 15:00:00","BZN|LT","Without sequence","35.07","",""
"01/01/2016 15:00:00 - 01/01/2016 16:00:00","BZN|LT","Without sequence","39.81","",""
"01/01/2016 16:00:00 - 01/01/2016 17:00:00","BZN|LT","Without sequence","39.81","",""
"01/01/2016 17:00:00 - 01/01/2016 18:00:00","BZN|LT","Without sequence","39.81","",""
"01/01/2016 18:00:00 - 01/01/2016 19:00:00","BZN|LT","Without sequence","39.81","",""
"01/01/2016 19:00:00 - 01/01/2016 20:00:00","BZN|LT","Without sequence","35.69","",""
"01/01/2016 20:00:00 - 01/01/2016 21:00:00","BZN|LT","Without sequence","35.08","",""
"01/01/2016 21:00:00 - 01/01/2016 22:00:00","BZN|LT","Without sequence","33.43","",""
"01/01/2016 22:00:00 - 01/01/2016 23:00:00","BZN|LT","Without sequence","27.08","",""
"01/01/2016 23:00:00 - 02/01/2016 00:00:00","BZN|LT","Without sequence","20.08","",""
"02/01/2016 00:00:00 - 02/01/2016 01:00:00","BZN|LT","Without sequence","16.47","",""
"02/01/2016 01:00:00 - 02/01/2016 02:00:00","BZN|LT","Without sequence","20.01","",""
"02/01/2016 02:00:00 - 02/01/2016 03:00:00","BZN|LT","Without sequence","18.07","",""
"02/01/2016 03:00:00 - 02/01/2016 04:00:00","BZN|LT","Without sequence","19.21","",""
"02/01/2016 04:00:00 - 02/01/2016 05:00:00","BZN|LT","Without sequence","19.42","",""
"02/01/2016 05:00:00 - 02/01/2016 06:00:00","BZN|LT","Without sequence","19.21","",""
"02/01/2016 06:00:00 - 02/01/2016 07:00:00","BZN|LT","Without sequence","20.29","",""
"02/01/2016 07:00:00 - 02/01/2016 08:00:00","BZN|LT","Without sequence","35.68","",""
"02/01/2016 08:00:00 - 02/01/2016 09:00:00","BZN|LT","Without sequence","37.08","",""
"02/01/2016 09:00:00 - 02/01/2016 10:00:00","BZN|LT","Without sequence","37.05","",""
"02/01/2016 10:00:00 - 02/01/2016 11:00:00","BZN|LT","Without sequence","37.08","",""
"02/01/2016 11:00:00 - 02/01/2016 12:00:00","BZN|LT","Without sequence","37.09","",""
"02/01/2016 12:00:00 - 02/01/2016 13:00:00","BZN|LT","Without sequence","37.09","",""
"02/01/2016 13:00:00 - 02/01/2016 14:00:00","BZN|LT","Without sequence","37.09","",""
"02/01/2016 14:00:00 - 02/01/2016 15:00:00","BZN|LT","Without sequence","39.8","",""
"02/01/2016 15:00:00 - 02/01/2016 16:00:00","BZN|LT","Without sequence","39.89","",""
"02/01/2016 16:00:00 - 02/01/2016 17:00:00","BZN|LT","Without sequence","39.89","",""
"02/01/2016 17:00:00 - 02/01/2016 18:00:00","BZN|LT","Without sequence","39.87","",""
"02/01/2016 18:00:00 - 02/01/2016 19:00:00","BZN|LT","Without sequence","39.89","",""
"02/01/2016 19:00:00 - 02/01/2016 20:00:00","BZN|LT","Without sequence","39.86","",""
"02/01/2016 20:00:00 - 02/01/2016 21:00:00","BZN|LT","Without sequence","39.82","",""
"02/01/2016 21:00:00 - 02/01/2016 22:00:00","BZN|LT","Without sequence","35.7","",""
"02/01/2016 22:00:00 - 02/01/2016 23:00:00","BZN|LT","Without sequence","29.2","",""
"02/01/2016 23:00:00 - 03/01/2016 00:00:00","BZN|LT","Without sequence","27.12","",""
"03/01/2016 00:00:00 - 03/01/2016 01:00:00","BZN|LT","Without sequence","25.32","",""
"03/01/2016 01:00:00 - 03/01/2016 02:00:00","BZN|LT","Without sequence","19.41","",""
"03/01/2016 02:00:00 - 03/01/2016 03:00:00","BZN|LT","Without sequence","18.64","",""
"03/01/2016 03:00:00 - 03/01/2016 04:00:00","BZN|LT","Without sequence","19.41","",""
"03/01/2016 04:00:00 - 03/01/2016 05:00:00","BZN|LT","Without sequence","19.22","",""
"03/01/2016 05:00:00 - 03/01/2016 06:00:00","BZN|LT","Without sequence","19.46","",""
"03/01/2016 06:00:00 - 03/01/2016 07:00:00","BZN|LT","Without sequence","35.68","",""
"03/01/2016 07:00:00 - 03/01/2016 08:00:00","BZN|LT","Without sequence","39.88","",""
"03/01/2016 08:00:00 - 03/01/2016 09:00:00","BZN|LT","Without sequence","45.01","",""
"03/01/2016 09:00:00 - 03/01/2016 10:00:00","BZN|LT","Without sequence","45.09","",""
"03/01/2016 10:00:00 - 03/01/2016 11:00:00","BZN|LT","Without sequence","45.0","",""
"03/01/2016 11:00:00 - 03/01/2016 12:00:00","BZN|LT","Without sequence","45.01","",""
"03/01/2016 12:00:00 - 03/01/2016 13:00:00","BZN|LT","Without sequence","45.01","",""
"03/01/2016 13:00:00 - 03/01/2016 14:00:00","BZN|LT","Without sequence","45.01","",""
"03/01/2016 14:00:00 - 03/01/2016 15:00:00","BZN|LT","Without sequence","45.0","",""
"03/01/2016 15:00:00 - 03/01/2016 16:00:00","BZN|LT","Without sequence","45.1","",""
"03/01/2016 16:00:00 - 03/01/2016 17:00:00","BZN|LT","Without sequence","45.04","",""
"03/01/2016 17:00:00 - 03/01/2016 18:00:00","BZN|LT","Without sequence","45.04","",""
"03/01/2016 18:00:00 - 03/01/2016 19:00:00","BZN|LT","Without sequence","50.04","",""
"03/01/2016 19:00:00 - 03/01/2016 20:00:00","BZN|LT","Without sequence","39.87","",""
"03/01/2016 20:00:00 - 03/01/2016 21:00:00","BZN|LT","Without sequence","39.89","",""
"03/01/2016 21:00:00 - 03/01/2016 22:00:00","BZN|LT","Without sequence","35.68","",""
"03/01/2016 22:00:00 - 03/01/2016 23:00:00","BZN|LT","Without sequence","31.89","",""
"03/01/2016 23:00:00 - 04/01/2016 00:00:00","BZN|LT","Without sequence","26.06","",""
"04/01/2016 00:00:00 - 04/01/2016 01:00:00","BZN|LT","Without sequence","30.37","",""
"04/01/2016 01:00:00 - 04/01/2016 02:00:00","BZN|LT","Without sequence","29.91","",""
"04/01/2016 02:00:00 - 04/01/2016 03:00:00","BZN|LT","Without sequence","26.08","",""
"04/01/2016 03:00:00 - 04/01/2016 04:00:00","BZN|LT","Without sequence","26.08","",""
"04/01/2016 04:00:00 - 04/01/2016 05:00:00","BZN|LT","Without sequence","31.56","",""
"04/01/2016 05:00:00 - 04/01/2016 06:00:00","BZN|LT","Without sequence","51.31","",""
"04/01/2016 06:00:00 - 04/01/2016 07:00:00","BZN|LT","Without sequence","51.32","",""
"04/01/2016 07:00:00 - 04/01/2016 08:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 08:00:00 - 04/01/2016 09:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 09:00:00 - 04/01/2016 10:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 10:00:00 - 04/01/2016 11:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 11:00:00 - 04/01/2016 12:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 12:00:00 - 04/01/2016 13:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 13:00:00 - 04/01/2016 14:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 14:00:00 - 04/01/2016 15:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 15:00:00 - 04/01/2016 16:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 16:00:00 - 04/01/2016 17:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 17:00:00 - 04/01/2016 18:00:00","BZN|LT","Without sequence","51.33","",""
"04/01/2016 18:00:00 - 04/01/2016 19:00:00","BZN|LT","Without sequence","51.32","",""
"04/01/2016 19:00:00 - 04/01/2016 20:00:00","BZN|LT","Without sequence","51.32","",""
"04/01/2016 20:00:00 - 04/01/2016 21:00:00","BZN|LT","Without sequence","48.07","",""
"04/01/2016 21:00:00 - 04/01/2016 22:00:00","BZN|LT","Without sequence","48.0","",""
"04/01/2016 22:00:00 - 04/01/2016 23:00:00","BZN|LT","Without sequence","34.98","",""
"04/01/2016 23:00:00 - 05/01/2016 00:00:00","BZN|LT","Without sequence","30.95","",""
"05/01/2016 00:00:00 - 05/01/2016 01:00:00","BZN|LT","Without sequence","30.42","",""
"05/01/2016 01:00:00 - 05/01/2016 02:00:00","BZN|LT","Without sequence","29.07","",""
"05/01/2016 02:00:00 - 05/01/2016 03:00:00","BZN|LT","Without sequence","30.06","",""
"05/01/2016 03:00:00 - 05/01/2016 04:00:00","BZN|LT","Without sequence","30.07","",""
"05/01/2016 04:00:00 - 05/01/2016 05:00:00","BZN|LT","Without sequence","31.44","",""
"05/01/2016 05:00:00 - 05/01/2016 06:00:00","BZN|LT","Without sequence","37.58","",""
"05/01/2016 06:00:00 - 05/01/2016 07:00:00","BZN|LT","Without sequence","48.07","",""
"05/01/2016 07:00:00 - 05/01/2016 08:00:00","BZN|LT","Without sequence","55.04","",""
"05/01/2016 08:00:00 - 05/01/2016 09:00:00","BZN|LT","Without sequence","55.09","",""
"05/01/2016 09:00:00 - 05/01/2016 10:00:00","BZN|LT","Without sequence","55.11","",""
"05/01/2016 10:00:00 - 05/01/2016 11:00:00","BZN|LT","Without sequence","55.1","",""
"05/01/2016 11:00:00 - 05/01/2016 12:00:00","BZN|LT","Without sequence","55.13","",""
"05/01/2016 12:00:00 - 05/01/2016 13:00:00","BZN|LT","Without sequence","55.1","",""
"05/01/2016 13:00:00 - 05/01/2016 14:00:00","BZN|LT","Without sequence","55.11","",""
"05/01/2016 14:00:00 - 05/01/2016 15:00:00","BZN|LT","Without sequence","55.11","",""
"05/01/2016 15:00:00 - 05/01/2016 16:00:00","BZN|LT","Without sequence","55.1","",""
"05/01/2016 16:00:00 - 05/01/2016 17:00:00","BZN|LT","Without sequence","55.12","",""
"05/01/2016 17:00:00 - 05/01/2016 18:00:00","BZN|LT","Without sequence","55.11","",""
"05/01/2016 18:00:00 - 05/01/2016 19:00:00","BZN|LT","Without sequence","55.07","",""
"05/01/2016 19:00:00 - 05/01/2016 20:00:00","BZN|LT","Without sequence","55.0","",""
"05/01/2016 20:00:00 - 05/01/2016 21:00:00","BZN|LT","Without sequence","49.04","",""
"05/01/2016 21:00:00 - 05/01/2016 22:00:00","BZN|LT","Without sequence","41.34","",""
"05/01/2016 22:00:00 - 05/01/2016 23:00:00","BZN|LT","Without sequence","35.72","",""
"05/01/2016 23:00:00 - 06/01/2016 00:00:00","BZN|LT","Without sequence","33.26","",""
"06/01/2016 00:00:00 - 06/01/2016 01:00:00","BZN|LT","Without sequence","33.36","",""
"06/01/2016 01:00:00 - 06/01/2016 02:00:00","BZN|LT","Without sequence","31.53","",""
"06/01/2016 02:00:00 - 06/01/2016 03:00:00","BZN|LT","Without sequence","30.19","",""
"06/01/2016 03:00:00 - 06/01/2016 04:00:00","BZN|LT","Without sequence","30.08","",""
"06/01/2016 04:00:00 - 06/01/2016 05:00:00","BZN|LT","Without sequence","31.52","",""
"06/01/2016 05:00:00 - 06/01/2016 06:00:00","BZN|LT","Without sequence","37.34","",""
"06/01/2016 06:00:00 - 06/01/2016 07:00:00","BZN|LT","Without sequence","50.06","",""
"06/01/2016 07:00:00 - 06/01/2016 08:00:00","BZN|LT","Without sequence","50.07","",""
"06/01/2016 08:00:00 - 06/01/2016 09:00:00","BZN|LT","Without sequence","55.03","",""
"06/01/2016 09:00:00 - 06/01/2016 10:00:00","BZN|LT","Without sequence","45.03","",""
"06/01/2016 10:00:00 - 06/01/2016 11:00:00","BZN|LT","Without sequence","45.03","",""
"06/01/2016 11:00:00 - 06/01/2016 12:00:00","BZN|LT","Without sequence","44.08","",""
"06/01/2016 12:00:00 - 06/01/2016 13:00:00","BZN|LT","Without sequence","50.03","",""
"06/01/2016 13:00:00 - 06/01/2016 14:00:00","BZN|LT","Without sequence","44.09","",""
