"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2017 00:00:00 - 01/01/2017 01:00:00","BZN|SK","Without sequence","18.5","",""
"01/01/2017 01:00:00 - 01/01/2017 02:00:00","BZN|SK","Without sequence","13.0","",""
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|SK","Without sequence","16.0","",""
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|SK","Without sequence","16.4","",""
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|SK","Without sequence","16.0","",""
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|SK","Without sequence","16.67","",""
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|SK","Without sequence","15.0","",""
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|SK","Without sequence","14.4","",""
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|SK","Without sequence","16.08","",""
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|SK","Without sequence","16.47","",""
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|SK","Without sequence","14.3","",""
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|SK","Without sequence","18.5","",""
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|SK","Without sequence","20.93","",""
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|SK","Without sequence","20.5","",""
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|SK","Without sequence","21.3","",""
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|SK","Without sequence","26.57","",""
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|SK","Without sequence","35.42","",""
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|SK","Without sequence","41.3","",""
"01/01/2017 18:00:00 - 01/01/2017 19:00:00","BZN|SK","Without sequence","42.83","",""
"01/01/2017 19:00:00 - 01/01/2017 20:00:00","BZN|SK","Without sequence","41.75","",""
"01/01/2017 20:00:00 - 01/01/2017 21:00:00","BZN|SK","Without sequence","40.0","",""
"01/01/2017 21:00:00 - 01/01/2017 22:00:00","BZN|SK","Without sequence","34.6","",""
"01/01/2017 22:00:00 - 01/01/2017 23:00:00","BZN|SK","Without sequence","31.11","",""
"01/01/2017 23:00:00 - 02/01/2017 00:00:00","BZN|SK","Without sequence","20.0","",""
"02/01/2017 00:00:00 - 02/01/2017 01:00:00","BZN|SK","Without sequence","24.0","",""
"02/01/2017 01:00:00 - 02/01/2017 02:00:00","BZN|SK","Without sequence","23.45","",""
"02/01/2017 02:00:00 - 02/01/2017 03:00:00","BZN|SK","Without sequence","20.89","",""
"02/01/2017 03:00:00 - 02/01/2017 04:00:00","BZN|SK","Without sequence","19.95","",""
"02/01/2017 04:00:00 - 02/01/2017 05:00:00","BZN|SK","Without sequence","22.81","",""
"02/01/2017 05:00:00 - 02/01/2017 06:00:00","BZN|SK","Without sequence","26.15","",""
"02/01/2017 06:00:00 - 02/01/2017 07:00:00","BZN|SK","Without sequence","39.0","",""
"02/01/2017 07:00:00 - 02/01/2017 08:00:00","BZN|SK","Without sequence","50.34","",""
"02/01/2017 08:00:00 - 02/01/2017 09:00:00","BZN|SK","Without sequence","57.0","",""
"02/01/2017 09:00:00 - 02/01/2017 10:00:00","BZN|SK","Without sequence","57.0","",""
"02/01/2017 10:00:00 - 02/01/2017 11:00:00","BZN|SK","Without sequence","58.68","",""
"02/01/2017 11:00:00 - 02/01/2017 12:00:00","BZN|SK","Without sequence","59.05","",""
"02/01/2017 12:00:00 - 02/01/2017 13:00:00","BZN|SK","Without sequence","58.67","",""
"02/01/2017 13:00:00 - 02/01/2017 14:00:00","BZN|SK","Without sequence","60.01","",""
"02/01/2017 14:00:00 - 02/01/2017 15:00:00","BZN|SK","Without sequence","61.27","",""
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|SK","Without sequence","63.49","",""
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|SK","Without sequence","67.04","",""
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|SK","Without sequence","74.09","",""
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|SK","Without sequence","67.0","",""
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|SK","Without sequence","63.0","",""
"02/01/2017 20:00:00 - 02/01/2017 21:00:00","BZN|SK","Without sequence","57.0","",""
"02/01/2017 21:00:00 - 02/01/2017 22:00:00","BZN|SK","Without sequence","53.0","",""
